Well,Content,Raw Data (No filter),
G16,Sample X160,2262,
G17,Sample X161,2387,
G18,Sample X162,2569,
G19,Sample X163,2371,
G20,Sample X164,2410,
G21,Sample X165,2333,
G22,Sample X166,2297,
G23,Sample X167,2371,
G24,Sample X168,2639,
H01,Sample X169,2598,
H02,Sample X170,2757,
H03,Sample X171,2722,
H04,Sample X172,2419,
H05,Sample X173,2510,
H06,Sample X174,2512,
H07,Sample X175,2463,
H08,Sample X176,2384,
H09,Sample X177,2460,
H10,Sample X178,2249,
H11,Sample X179,2342,
H12,Sample X180,2425,
H13,Sample X181,2638,
H14,Sample X182,2565,
H15,Sample X183,2412,
H16,Sample X184,2478,
H17,Sample X185,2484,
H18,Sample X186,2535,
H19,Sample X187,2462,
H20,Sample X188,2278,
H21,Sample X189,2185,
H22,Sample X190,2336,
H23,Sample X191,2354,
H24,Sample X192,2585,
I01,Sample X193,2821,
I02,Sample X194,11988,
I03,Sample X195,13732,
I04,Sample X196,14799,
I05,Sample X197,15239,
I06,Sample X198,16008,
I07,Sample X199,7017,
I08,Sample X200,2426,
I09,Sample X201,2355,
I10,Sample X202,2594,
I11,Sample X203,2411,
I12,Sample X204,2691,
I13,Sample X205,1324,
I14,Sample X206,1428,
I15,Sample X207,5689,
I16,Sample X208,5143,
I17,Sample X209,3628,
I18,Sample X210,3166,
I19,Sample X211,2490,
I20,Sample X212,2526,
I21,Sample X213,2355,
I22,Sample X214,2460,
I23,Sample X215,2482,
I24,Sample X216,2694,
J01,Sample X217,2721,
J02,Sample X218,1037,
J03,Sample X219,1546,
J04,Sample X220,1814,
J05,Sample X221,1912,
J06,Sample X222,2129,
J07,Sample X223,2347,
J08,Sample X224,2419,
J09,Sample X225,2250,
J10,Sample X226,2477,
J11,Sample X227,2483,
J12,Sample X228,2485,
J13,Sample X229,811,
J14,Sample X230,988,
J15,Sample X231,1633,
J16,Sample X232,2165,
J17,Sample X233,2274,
J18,Sample X234,2410,
J19,Sample X235,2459,
J20,Sample X236,2362,
J21,Sample X237,2385,
J22,Sample X238,2504,
J23,Sample X239,2519,
J24,Sample X240,2717,
K01,Sample X241,2619,
K02,Sample X242,1096,
K03,Sample X243,1276,
K04,Sample X244,1674,
K05,Sample X245,1709,
K06,Sample X246,1858,
K07,Sample X247,1936,
K08,Sample X248,1935,
K09,Sample X249,2073,
K10,Sample X250,2221,
K11,Sample X251,2249,
K12,Sample X252,2570,
K13,Sample X253,2549,
K14,Sample X254,2381,
K15,Sample X255,2501,
K16,Sample X256,2493,
K17,Sample X257,2576,
K18,Sample X258,2555,
K19,Sample X259,2289,
K20,Sample X260,2380,
K21,Sample X261,2437,
K22,Sample X262,2414,
K23,Sample X263,2538,
K24,Sample X264,2766,
L01,Sample X265,2682,
L02,Sample X266,1956,
L03,Sample X267,3424,
L04,Sample X268,2895,
L05,Sample X269,2681,
L06,Sample X270,2312,
L07,Sample X271,2400,
L08,Sample X272,2377,
L09,Sample X273,2231,
L10,Sample X274,2313,
L11,Sample X275,2452,
L12,Sample X276,2462,
L13,Sample X277,6172,
L14,Sample X278,4126,
L15,Sample X279,3065,
L16,Sample X280,2659,
L17,Sample X281,2514,
L18,Sample X282,2639,
L19,Sample X283,2581,
L20,Sample X284,2436,
L21,Sample X285,2550,
L22,Sample X286,2581,
L23,Sample X287,2564,
L24,Sample X288,2671,
M01,Sample X289,2978,
M02,Sample X290,1499,
M03,Sample X291,1487,
M04,Sample X292,1418,
M05,Sample X293,1356,
M06,Sample X294,1401,
M07,Sample X295,1330,
M08,Sample X296,1913,
M09,Sample X297,2424,
M10,Sample X298,2557,
M11,Sample X299,2458,
M12,Sample X300,2633,
M13,Sample X301,4834,
M14,Sample X302,5726,
M15,Sample X303,12060,
M16,Sample X304,15598,
M17,Sample X305,16104,
M18,Sample X306,15385,
M19,Sample X307,16174,
M20,Sample X308,15181,
M21,Sample X309,16299,
M22,Sample X310,15608,
M23,Sample X311,4652,
M24,Sample X312,2645,
N01,Sample X313,2746,
N02,Sample X314,1547,
N03,Sample X315,2019,
N04,Sample X316,4470,
N05,Sample X317,10978,
N06,Sample X318,15814,
N07,Sample X319,13637,
N08,Sample X320,14094,
N09,Sample X321,14635,
N10,Sample X322,15302,
N11,Sample X323,16429,
N12,Sample X324,8975,
N13,Sample X325,2230,
N14,Sample X326,2452,
N15,Sample X327,2558,
N16,Sample X328,2476,
N17,Sample X329,2521,
N18,Sample X330,2423,
N19,Sample X331,2528,
N20,Sample X332,2424,
N21,Sample X333,2545,
N22,Sample X334,2623,
N23,Sample X335,2591,
N24,Sample X336,2745,
O01,Sample X337,2771,
O02,Sample X338,2887,
O03,Sample X339,3351,
O04,Sample X340,4438,
O05,Sample X341,5919,
O06,Sample X342,4475,
O07,Sample X343,4116,
O08,Sample X344,3054,
O09,Sample X345,2720,
O10,Sample X346,2501,
O11,Sample X347,2767,
O12,Sample X348,2580,
O13,Sample X349,1882,
O14,Sample X350,1783,
O15,Sample X351,1984,
O16,Sample X352,1930,
O17,Sample X353,2020,
O18,Sample X354,1937,
O19,Sample X355,2099,
O20,Sample X356,2008,
O21,Sample X357,2201,
O22,Sample X358,2382,
O23,Sample X359,2543,
O24,Sample X360,2897,
P01,Sample X361,3144,
P02,Sample X362,2777,
P03,Sample X363,2447,
P04,Sample X364,2320,
P05,Sample X365,2368,
P06,Sample X366,2337,
P07,Sample X367,2205,
P08,Sample X368,2488,
P09,Sample X369,2281,
P10,Sample X370,2428,
P11,Sample X371,2518,
P12,Sample X372,2711,
P13,Sample X373,2492,
P14,Sample X374,2550,
P15,Sample X375,2588,
P16,Sample X376,2835,
P17,Sample X377,2635,
P18,Sample X378,2696,
P19,Sample X379,2503,
P20,Sample X380,2792,
P21,Sample X381,2842,
P22,Sample X382,2805,
P23,Sample X383,2904,
P24,Sample X384,3131,
