Well,Content,Raw Data (No filter),
A01,Sample X1,2280,
A02,Sample X2,2092,
A03,Sample X3,2258,
A04,Sample X4,2049,
A05,Sample X5,2001,
A06,Sample X6,2165,
A07,Sample X7,2032,
A08,Sample X8,2248,
A09,Sample X9,106,
A10,Sample X10,112,
A11,Sample X11,114,
A12,Sample X12,113,
A13,Sample X13,766,
A14,Sample X14,1748,
A15,Sample X15,2058,
A16,Sample X16,2121,
A17,Sample X17,2084,
A18,Sample X18,2237,
A19,Sample X19,2151,
A20,Sample X20,2090,
A21,Sample X21,2071,
A22,Sample X22,2081,
A23,Sample X23,1938,
A24,Sample X24,2187,
B01,Sample X25,2347,
B02,Sample X26,2189,
B03,Sample X27,2000,
B04,Sample X28,2009,
B05,Sample X29,2170,
B06,Sample X30,2093,
B07,Sample X31,2178,
B08,Sample X32,2177,
B09,Sample X33,14721,
B10,Sample X34,13236,
B11,Sample X35,13884,
B12,Sample X36,14148,
B13,Sample X37,14516,
B14,Sample X38,13122,
B15,Sample X39,8807,
B16,Sample X40,6291,
B17,Sample X41,3792,
B18,Sample X42,2537,
B19,Sample X43,2031,
B20,Sample X44,2146,
B21,Sample X45,2014,
B22,Sample X46,1903,
B23,Sample X47,1881,
B24,Sample X48,2106,
C01,Sample X49,2215,
C02,Sample X50,2814,
C03,Sample X51,3707,
C04,Sample X52,3601,
C05,Sample X53,3048,
C06,Sample X54,2537,
C07,Sample X55,2495,
C08,Sample X56,2265,
C09,Sample X57,2112,
C10,Sample X58,2145,
C11,Sample X59,2267,
C12,Sample X60,2003,
C13,Sample X61,2075,
C14,Sample X62,1968,
C15,Sample X63,1944,
C16,Sample X64,2045,
C17,Sample X65,1971,
C18,Sample X66,2061,
C19,Sample X67,2049,
C20,Sample X68,2027,
C21,Sample X69,2074,
C22,Sample X70,2136,
C23,Sample X71,2031,
C24,Sample X72,2300,
D01,Sample X73,2240,
D02,Sample X74,9012,
D03,Sample X75,8476,
D04,Sample X76,10073,
D05,Sample X77,12736,
D06,Sample X78,14268,
D07,Sample X79,14135,
D08,Sample X80,15425,
D09,Sample X81,13985,
D10,Sample X82,15022,
D11,Sample X83,14790,
D12,Sample X84,3168,
D13,Sample X85,7420,
D14,Sample X86,9750,
D15,Sample X87,14508,
D16,Sample X88,15228,
D17,Sample X89,15293,
D18,Sample X90,15099,
D19,Sample X91,14596,
D20,Sample X92,12034,
D21,Sample X93,5528,
D22,Sample X94,2809,
D23,Sample X95,2162,
D24,Sample X96,2140,
E01,Sample X97,2409,
E02,Sample X98,1579,
E03,Sample X99,1832,
E04,Sample X100,2982,
E05,Sample X101,4826,
E06,Sample X102,4603,
E07,Sample X103,3613,
E08,Sample X104,2803,
E09,Sample X105,2369,
E10,Sample X106,2241,
E11,Sample X107,2325,
E12,Sample X108,2092,
E13,Sample X109,1170,
E14,Sample X110,1081,
E15,Sample X111,973,
E16,Sample X112,995,
E17,Sample X113,1203,
E18,Sample X114,1430,
E19,Sample X115,1554,
E20,Sample X116,1644,
E21,Sample X117,1730,
E22,Sample X118,2048,
E23,Sample X119,2069,
E24,Sample X120,2165,
F01,Sample X121,2304,
F02,Sample X122,2277,
F03,Sample X123,2061,
F04,Sample X124,2245,
F05,Sample X125,2170,
F06,Sample X126,2241,
F07,Sample X127,2160,
F08,Sample X128,2301,
F09,Sample X129,2202,
F10,Sample X130,2284,
F11,Sample X131,2101,
F12,Sample X132,2282,
F13,Sample X133,2698,
F14,Sample X134,2694,
F15,Sample X135,2385,
F16,Sample X136,2398,
F17,Sample X137,2453,
F18,Sample X138,2044,
F19,Sample X139,2310,
F20,Sample X140,2118,
F21,Sample X141,2043,
F22,Sample X142,2149,
F23,Sample X143,2129,
F24,Sample X144,2204,
G01,Sample X145,2182,
G02,Sample X146,1171,
G03,Sample X147,1492,
G04,Sample X148,12957,
G05,Sample X149,7073,
G06,Sample X150,4255,
G07,Sample X151,2964,
G08,Sample X152,2405,
G09,Sample X153,2296,
G10,Sample X154,2135,
G11,Sample X155,2058,
G12,Sample X156,2164,
G13,Sample X157,1998,
G14,Sample X158,2022,
G15,Sample X159,2169,
G16,Sample X160,2612,
G17,Sample X161,2586,
G18,Sample X162,2510,
G19,Sample X163,2359,
G20,Sample X164,2033,
G21,Sample X165,2176,
G22,Sample X166,2084,
G23,Sample X167,1960,
G24,Sample X168,2243,
H01,Sample X169,2377,
H02,Sample X170,3220,
H03,Sample X171,4229,
H04,Sample X172,7863,
H05,Sample X173,13191,
H06,Sample X174,15769,
H07,Sample X175,2732,
H08,Sample X176,2274,
H09,Sample X177,2225,
H10,Sample X178,2075,
H11,Sample X179,2126,
H12,Sample X180,2209,
H13,Sample X181,5220,
H14,Sample X182,9622,
H15,Sample X183,25149,
H16,Sample X184,20649,
H17,Sample X185,14936,
H18,Sample X186,4103,
H19,Sample X187,2088,
H20,Sample X188,1842,
H21,Sample X189,2181,
H22,Sample X190,2266,
H23,Sample X191,2179,
H24,Sample X192,2240,
I01,Sample X193,2533,
I02,Sample X194,1392,
I03,Sample X195,1401,
I04,Sample X196,1606,
I05,Sample X197,2060,
I06,Sample X198,2587,
I07,Sample X199,2641,
I08,Sample X200,2294,
I09,Sample X201,2310,
I10,Sample X202,1992,
I11,Sample X203,2402,
I12,Sample X204,2273,
I13,Sample X205,12705,
I14,Sample X206,12415,
I15,Sample X207,13689,
I16,Sample X208,14685,
I17,Sample X209,14878,
I18,Sample X210,15637,
I19,Sample X211,16376,
I20,Sample X212,14496,
I21,Sample X213,15013,
I22,Sample X214,15304,
I23,Sample X215,2873,
I24,Sample X216,2131,
J01,Sample X217,2637,
J02,Sample X218,2223,
J03,Sample X219,2781,
J04,Sample X220,2918,
J05,Sample X221,2476,
J06,Sample X222,2397,
J07,Sample X223,2352,
J08,Sample X224,2171,
J09,Sample X225,2259,
J10,Sample X226,2030,
J11,Sample X227,2284,
J12,Sample X228,2208,
J13,Sample X229,2319,
J14,Sample X230,2098,
J15,Sample X231,2268,
J16,Sample X232,2235,
J17,Sample X233,2400,
J18,Sample X234,2359,
J19,Sample X235,2356,
J20,Sample X236,2130,
J21,Sample X237,2245,
J22,Sample X238,2277,
J23,Sample X239,2063,
J24,Sample X240,2185,
K01,Sample X241,2324,
