Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,121838,
A02,Sample X2,133259,
A03,Sample X3,126725,
A04,Sample X4,129448,
A05,Sample X5,128540,
A06,Sample X6,133390,
A07,Sample X7,131747,
A08,Sample X8,128786,
A09,Sample X9,3232,
A10,Sample X10,3128,
A11,Sample X11,3175,
A12,Sample X12,3160,
A13,Sample X13,37937,
A14,Sample X14,104302,
A15,Sample X15,122553,
A16,Sample X16,122912,
A17,Sample X17,125170,
A18,Sample X18,123265,
A19,Sample X19,126554,
A20,Sample X20,128742,
A21,Sample X21,134878,
A22,Sample X22,135848,
A23,Sample X23,136643,
A24,Sample X24,120311,
B01,Sample X25,143610,
B02,Sample X26,149338,
B03,Sample X27,138963,
B04,Sample X28,136209,
B05,Sample X29,138383,
B06,Sample X30,134147,
B07,Sample X31,130135,
B08,Sample X32,136346,
B09,Sample X33,121913,
B10,Sample X34,108202,
B11,Sample X35,107806,
B12,Sample X36,112002,
B13,Sample X37,110481,
B14,Sample X38,114903,
B15,Sample X39,110943,
B16,Sample X40,112511,
B17,Sample X41,112426,
B18,Sample X42,126225,
B19,Sample X43,126153,
B20,Sample X44,128818,
B21,Sample X45,128076,
B22,Sample X46,137704,
B23,Sample X47,138228,
B24,Sample X48,132306,
C01,Sample X49,149799,
C02,Sample X50,144773,
C03,Sample X51,147649,
C04,Sample X52,145702,
C05,Sample X53,140962,
C06,Sample X54,145668,
C07,Sample X55,140021,
C08,Sample X56,143848,
C09,Sample X57,143707,
C10,Sample X58,137727,
C11,Sample X59,136302,
C12,Sample X60,112946,
C13,Sample X61,110641,
C14,Sample X62,111151,
C15,Sample X63,121054,
C16,Sample X64,120903,
C17,Sample X65,120093,
C18,Sample X66,122462,
C19,Sample X67,131886,
C20,Sample X68,128626,
C21,Sample X69,135478,
C22,Sample X70,134348,
C23,Sample X71,120234,
C24,Sample X72,140445,
D01,Sample X73,152032,
D02,Sample X74,130539,
D03,Sample X75,119244,
D04,Sample X76,112751,
D05,Sample X77,119989,
D06,Sample X78,129372,
D07,Sample X79,129377,
D08,Sample X80,119234,
D09,Sample X81,119947,
D10,Sample X82,114216,
D11,Sample X83,112553,
D12,Sample X84,120513,
D13,Sample X85,78094,
D14,Sample X86,89049,
D15,Sample X87,107582,
D16,Sample X88,110153,
D17,Sample X89,113228,
D18,Sample X90,121928,
D19,Sample X91,123482,
D20,Sample X92,121740,
D21,Sample X93,124673,
D22,Sample X94,137158,
D23,Sample X95,144676,
D24,Sample X96,144004,
E01,Sample X97,143916,
E02,Sample X98,59357,
E03,Sample X99,123112,
E04,Sample X100,128559,
E05,Sample X101,143309,
E06,Sample X102,135904,
E07,Sample X103,139261,
E08,Sample X104,135052,
E09,Sample X105,121552,
E10,Sample X106,121420,
E11,Sample X107,113925,
E12,Sample X108,112018,
E13,Sample X109,3747,
E14,Sample X110,3474,
E15,Sample X111,4947,
E16,Sample X112,84844,
E17,Sample X113,99288,
E18,Sample X114,112252,
E19,Sample X115,117032,
E20,Sample X116,130865,
E21,Sample X117,129022,
E22,Sample X118,111974,
E23,Sample X119,135911,
E24,Sample X120,135599,
F01,Sample X121,145584,
F02,Sample X122,143834,
F03,Sample X123,145371,
F04,Sample X124,137066,
F05,Sample X125,141632,
F06,Sample X126,128160,
F07,Sample X127,130451,
F08,Sample X128,121983,
F09,Sample X129,113949,
F10,Sample X130,117522,
F11,Sample X131,110619,
F12,Sample X132,113178,
F13,Sample X133,113177,
F14,Sample X134,113149,
F15,Sample X135,109042,
F16,Sample X136,112815,
F17,Sample X137,107988,
F18,Sample X138,112213,
F19,Sample X139,114514,
F20,Sample X140,112060,
F21,Sample X141,115362,
F22,Sample X142,140733,
F23,Sample X143,132678,
F24,Sample X144,139429,
G01,Sample X145,151209,
G02,Sample X146,3343,
G03,Sample X147,8805,
G04,Sample X148,129617,
G05,Sample X149,129186,
G06,Sample X150,113506,
G07,Sample X151,141306,
G08,Sample X152,123242,
G09,Sample X153,129932,
G10,Sample X154,114326,
G11,Sample X155,114180,
G12,Sample X156,111566,
G13,Sample X157,111049,
G14,Sample X158,117057,
G15,Sample X159,115051,
G16,Sample X160,112503,
G17,Sample X161,120348,
G18,Sample X162,116441,
G19,Sample X163,111769,
G20,Sample X164,121664,
G21,Sample X165,127342,
G22,Sample X166,137216,
G23,Sample X167,142071,
G24,Sample X168,141904,
H01,Sample X169,149989,
H02,Sample X170,117600,
H03,Sample X171,136486,
H04,Sample X172,135811,
H05,Sample X173,142228,
H06,Sample X174,128273,
H07,Sample X175,126122,
H08,Sample X176,135123,
H09,Sample X177,123495,
H10,Sample X178,103687,
H11,Sample X179,110390,
H12,Sample X180,101029,
H13,Sample X181,83068,
H14,Sample X182,80767,
H15,Sample X183,90361,
H16,Sample X184,97910,
H17,Sample X185,103504,
H18,Sample X186,107614,
H19,Sample X187,114217,
H20,Sample X188,107960,
H21,Sample X189,130417,
H22,Sample X190,143390,
H23,Sample X191,142743,
H24,Sample X192,140424,
I01,Sample X193,142412,
I02,Sample X194,134527,
I03,Sample X195,137581,
I04,Sample X196,130946,
I05,Sample X197,122181,
I06,Sample X198,122618,
I07,Sample X199,121887,
I08,Sample X200,105545,
I09,Sample X201,121561,
I10,Sample X202,107440,
I11,Sample X203,120971,
I12,Sample X204,92656,
I13,Sample X205,90090,
I14,Sample X206,86507,
I15,Sample X207,90119,
I16,Sample X208,98257,
I17,Sample X209,87165,
I18,Sample X210,97457,
I19,Sample X211,110052,
I20,Sample X212,110243,
I21,Sample X213,121026,
I22,Sample X214,133145,
I23,Sample X215,132166,
I24,Sample X216,134503,
J01,Sample X217,149627,
J02,Sample X218,143061,
J03,Sample X219,142464,
J04,Sample X220,139923,
J05,Sample X221,132314,
J06,Sample X222,142646,
J07,Sample X223,122328,
J08,Sample X224,114039,
J09,Sample X225,127868,
J10,Sample X226,113424,
J11,Sample X227,114618,
J12,Sample X228,107601,
J13,Sample X229,104928,
J14,Sample X230,102658,
J15,Sample X231,108660,
J16,Sample X232,99890,
J17,Sample X233,104778,
J18,Sample X234,107163,
J19,Sample X235,117304,
J20,Sample X236,125810,
J21,Sample X237,132461,
J22,Sample X238,135421,
J23,Sample X239,138607,
J24,Sample X240,132127,
K01,Sample X241,143905,
K02,Sample X242,134535,
K03,Sample X243,138597,
K04,Sample X244,138748,
K05,Sample X245,144635,
K06,Sample X246,142843,
K07,Sample X247,118514,
K08,Sample X248,134457,
K09,Sample X249,118713,
K10,Sample X250,117708,
K11,Sample X251,114738,
K12,Sample X252,115388,
K13,Sample X253,3477,
K14,Sample X254,50182,
K15,Sample X255,84774,
K16,Sample X256,102875,
K17,Sample X257,109224,
K18,Sample X258,114631,
K19,Sample X259,110346,
K20,Sample X260,141573,
K21,Sample X261,140476,
K22,Sample X262,146882,
K23,Sample X263,137724,
K24,Sample X264,134650,
L01,Sample X265,148449,
L02,Sample X266,113701,
L03,Sample X267,140237,
L04,Sample X268,130464,
L05,Sample X269,142067,
L06,Sample X270,136493,
L07,Sample X271,132081,
L08,Sample X272,125636,
L09,Sample X273,111608,
L10,Sample X274,113442,
L11,Sample X275,113673,
L12,Sample X276,119257,
L13,Sample X277,111216,
L14,Sample X278,108412,
L15,Sample X279,107934,
L16,Sample X280,112384,
L17,Sample X281,110786,
L18,Sample X282,127459,
L19,Sample X283,127182,
L20,Sample X284,123986,
L21,Sample X285,123397,
L22,Sample X286,141381,
L23,Sample X287,141763,
L24,Sample X288,136640,
M01,Sample X289,147497,
M02,Sample X290,134032,
M03,Sample X291,136961,
M04,Sample X292,130374,
M05,Sample X293,122009,
M06,Sample X294,144914,
M07,Sample X295,130730,
M08,Sample X296,115561,
M09,Sample X297,121864,
M10,Sample X298,113894,
M11,Sample X299,129002,
M12,Sample X300,121315,
M13,Sample X301,3672,
M14,Sample X302,92046,
M15,Sample X303,113650,
M16,Sample X304,126747,
M17,Sample X305,121917,
M18,Sample X306,117424,
M19,Sample X307,122187,
M20,Sample X308,115585,
M21,Sample X309,136421,
M22,Sample X310,146730,
M23,Sample X311,138427,
M24,Sample X312,139754,
N01,Sample X313,149205,
N02,Sample X314,117649,
N03,Sample X315,136047,
N04,Sample X316,137089,
N05,Sample X317,139126,
N06,Sample X318,150562,
N07,Sample X319,136764,
N08,Sample X320,136499,
N09,Sample X321,127653,
N10,Sample X322,122766,
N11,Sample X323,128651,
N12,Sample X324,125444,
N13,Sample X325,106308,
N14,Sample X326,108431,
N15,Sample X327,136179,
N16,Sample X328,139281,
N17,Sample X329,125941,
N18,Sample X330,137360,
N19,Sample X331,113119,
N20,Sample X332,140956,
N21,Sample X333,139931,
N22,Sample X334,142230,
N23,Sample X335,137563,
N24,Sample X336,146853,
O01,Sample X337,146903,
O02,Sample X338,142593,
O03,Sample X339,150283,
O04,Sample X340,147126,
O05,Sample X341,144581,
O06,Sample X342,145319,
O07,Sample X343,138347,
O08,Sample X344,131498,
O09,Sample X345,143291,
O10,Sample X346,138161,
O11,Sample X347,141388,
O12,Sample X348,127036,
O13,Sample X349,137113,
O14,Sample X350,137916,
O15,Sample X351,138652,
O16,Sample X352,147593,
O17,Sample X353,133245,
O18,Sample X354,126009,
O19,Sample X355,139989,
O20,Sample X356,126900,
O21,Sample X357,145469,
O22,Sample X358,143154,
O23,Sample X359,146995,
O24,Sample X360,140495,
P01,Sample X361,140430,
