Well,Content,Raw Data (No filter),
O14,Sample X350,3155,
O15,Sample X351,3134,
O16,Sample X352,3063,
O17,Sample X353,3204,
O18,Sample X354,2968,
O19,Sample X355,3073,
O20,Sample X356,3167,
O21,Sample X357,3362,
O22,Sample X358,3132,
O23,Sample X359,3121,
O24,Sample X360,3191,
P01,Sample X361,3559,
P02,Sample X362,3472,
P03,Sample X363,3343,
P04,Sample X364,3212,
P05,Sample X365,3147,
P06,Sample X366,3175,
P07,Sample X367,3434,
P08,Sample X368,3272,
P09,Sample X369,3065,
P10,Sample X370,3309,
P11,Sample X371,3270,
P12,Sample X372,3204,
P13,Sample X373,3242,
P14,Sample X374,3123,
P15,Sample X375,3072,
P16,Sample X376,3142,
P17,Sample X377,3267,
P18,Sample X378,3264,
P19,Sample X379,3271,
P20,Sample X380,3047,
P21,Sample X381,3271,
P22,Sample X382,3335,
P23,Sample X383,3506,
P24,Sample X384,3645,
