Well,Content,Raw Data (No filter),
A01,Sample X1,204486,
A02,Sample X2,178536,
A03,Sample X3,207369,
A04,Sample X4,191967,
A05,Sample X5,205640,
A06,Sample X6,200581,
A07,Sample X7,222210,
A08,Sample X8,198612,
A09,Sample X9,306,
A10,Sample X10,187,
A11,Sample X11,217,
A12,Sample X12,198,
A13,Sample X13,5288,
A14,Sample X14,97792,
A15,Sample X15,170509,
A16,Sample X16,177086,
A17,Sample X17,207599,
A18,Sample X18,203485,
A19,Sample X19,188184,
A20,Sample X20,172955,
A21,Sample X21,171691,
A22,Sample X22,190454,
A23,Sample X23,198044,
A24,Sample X24,197031,
B01,Sample X25,207605,
B02,Sample X26,200044,
B03,Sample X27,205181,
B04,Sample X28,186110,
B05,Sample X29,175976,
B06,Sample X30,208961,
B07,Sample X31,204854,
B08,Sample X32,194892,
B09,Sample X33,10535,
B10,Sample X34,10327,
B11,Sample X35,10983,
B12,Sample X36,10113,
B13,Sample X37,18337,
B14,Sample X38,28218,
B15,Sample X39,54430,
B16,Sample X40,90179,
B17,Sample X41,144837,
B18,Sample X42,166574,
B19,Sample X43,184506,
B20,Sample X44,169479,
B21,Sample X45,176534,
B22,Sample X46,173783,
B23,Sample X47,179842,
B24,Sample X48,193574,
C01,Sample X49,191751,
C02,Sample X50,2388,
C03,Sample X51,2062,
C04,Sample X52,2951,
C05,Sample X53,26184,
C06,Sample X54,88070,
C07,Sample X55,115354,
C08,Sample X56,175788,
C09,Sample X57,183005,
C10,Sample X58,191908,
C11,Sample X59,187185,
C12,Sample X60,183294,
C13,Sample X61,130550,
C14,Sample X62,187734,
C15,Sample X63,209421,
C16,Sample X64,196902,
C17,Sample X65,192706,
C18,Sample X66,185358,
C19,Sample X67,181663,
C20,Sample X68,188707,
C21,Sample X69,185806,
C22,Sample X70,191259,
C23,Sample X71,179204,
C24,Sample X72,189016,
D01,Sample X73,209097,
D02,Sample X74,3394,
D03,Sample X75,45128,
D04,Sample X76,100663,
D05,Sample X77,156638,
D06,Sample X78,194287,
D07,Sample X79,174466,
D08,Sample X80,193822,
D09,Sample X81,210942,
D10,Sample X82,207608,
D11,Sample X83,188380,
D12,Sample X84,187101,
D13,Sample X85,276715,
D14,Sample X86,190874,
D15,Sample X87,194798,
D16,Sample X88,192377,
D17,Sample X89,191159,
D18,Sample X90,178776,
D19,Sample X91,187110,
D20,Sample X92,184033,
D21,Sample X93,192281,
D22,Sample X94,187616,
D23,Sample X95,190978,
D24,Sample X96,196102,
E01,Sample X97,204029,
E02,Sample X98,6747,
E03,Sample X99,25168,
E04,Sample X100,64387,
E05,Sample X101,113004,
E06,Sample X102,133360,
E07,Sample X103,167954,
E08,Sample X104,175037,
E09,Sample X105,207851,
E10,Sample X106,193424,
E11,Sample X107,199836,
E12,Sample X108,213969,
E13,Sample X109,1895,
E14,Sample X110,1826,
E15,Sample X111,1993,
E16,Sample X112,2018,
E17,Sample X113,2112,
E18,Sample X114,2249,
E19,Sample X115,2157,
E20,Sample X116,57862,
E21,Sample X117,177627,
E22,Sample X118,186939,
E23,Sample X119,185745,
E24,Sample X120,198240,
F01,Sample X121,212457,
F02,Sample X122,1915,
F03,Sample X123,3957,
F04,Sample X124,18895,
F05,Sample X125,62716,
F06,Sample X126,121280,
F07,Sample X127,165078,
F08,Sample X128,184852,
F09,Sample X129,192546,
F10,Sample X130,212649,
F11,Sample X131,194963,
F12,Sample X132,198727,
F13,Sample X133,41455,
F14,Sample X134,51408,
F15,Sample X135,49780,
F16,Sample X136,106637,
F17,Sample X137,132623,
F18,Sample X138,95225,
F19,Sample X139,160341,
F20,Sample X140,179541,
F21,Sample X141,185039,
F22,Sample X142,208536,
F23,Sample X143,194682,
F24,Sample X144,214386,
G01,Sample X145,229497,
G02,Sample X146,3241,
G03,Sample X147,9603,
G04,Sample X148,33761,
G05,Sample X149,83011,
G06,Sample X150,129217,
G07,Sample X151,159103,
G08,Sample X152,176676,
G09,Sample X153,207095,
G10,Sample X154,198686,
G11,Sample X155,201700,
G12,Sample X156,202891,
G13,Sample X157,199869,
G14,Sample X158,209180,
G15,Sample X159,191325,
G16,Sample X160,206066,
G17,Sample X161,201882,
G18,Sample X162,196588,
G19,Sample X163,202078,
G20,Sample X164,202939,
G21,Sample X165,198881,
G22,Sample X166,203039,
G23,Sample X167,201929,
G24,Sample X168,195170,
H01,Sample X169,224381,
H02,Sample X170,203571,
H03,Sample X171,199870,
H04,Sample X172,190140,
H05,Sample X173,211549,
H06,Sample X174,213323,
H07,Sample X175,201447,
H08,Sample X176,213418,
H09,Sample X177,202131,
H10,Sample X178,210952,
H11,Sample X179,199780,
H12,Sample X180,207038,
H13,Sample X181,202847,
H14,Sample X182,209958,
H15,Sample X183,219462,
H16,Sample X184,211139,
H17,Sample X185,202641,
H18,Sample X186,196104,
H19,Sample X187,195943,
H20,Sample X188,189579,
H21,Sample X189,199104,
H22,Sample X190,193657,
H23,Sample X191,204128,
H24,Sample X192,194850,
I01,Sample X193,225895,
I02,Sample X194,23928,
I03,Sample X195,52742,
I04,Sample X196,71632,
I05,Sample X197,110247,
I06,Sample X198,157866,
I07,Sample X199,186746,
I08,Sample X200,221100,
I09,Sample X201,233936,
I10,Sample X202,215346,
I11,Sample X203,203487,
I12,Sample X204,200961,
I13,Sample X205,2153,
I14,Sample X206,2992,
I15,Sample X207,87026,
I16,Sample X208,167159,
I17,Sample X209,196708,
I18,Sample X210,199099,
I19,Sample X211,218366,
I20,Sample X212,203195,
I21,Sample X213,209791,
I22,Sample X214,194297,
I23,Sample X215,205114,
I24,Sample X216,205183,
J01,Sample X217,207264,
J02,Sample X218,122791,
J03,Sample X219,155173,
J04,Sample X220,171585,
J05,Sample X221,173648,
J06,Sample X222,195593,
J07,Sample X223,201569,
J08,Sample X224,224316,
J09,Sample X225,212816,
J10,Sample X226,205728,
J11,Sample X227,199939,
J12,Sample X228,202089,
J13,Sample X229,4137,
J14,Sample X230,21721,
J15,Sample X231,42537,
J16,Sample X232,71966,
J17,Sample X233,100082,
J18,Sample X234,133018,
J19,Sample X235,161238,
J20,Sample X236,196666,
J21,Sample X237,213896,
J22,Sample X238,208988,
J23,Sample X239,216027,
J24,Sample X240,210529,
K01,Sample X241,208050,
K02,Sample X242,32530,
K03,Sample X243,69673,
K04,Sample X244,135677,
K05,Sample X245,177704,
K06,Sample X246,195828,
K07,Sample X247,188329,
K08,Sample X248,209093,
K09,Sample X249,206521,
K10,Sample X250,206925,
K11,Sample X251,199540,
K12,Sample X252,208534,
K13,Sample X253,209546,
K14,Sample X254,224341,
K15,Sample X255,213555,
K16,Sample X256,211453,
K17,Sample X257,207481,
K18,Sample X258,205376,
K19,Sample X259,206431,
K20,Sample X260,200934,
K21,Sample X261,205256,
K22,Sample X262,208902,
K23,Sample X263,208016,
K24,Sample X264,211581,
L01,Sample X265,205720,
L02,Sample X266,118749,
L03,Sample X267,151158,
L04,Sample X268,198159,
L05,Sample X269,185153,
L06,Sample X270,195752,
L07,Sample X271,186699,
L08,Sample X272,210519,
L09,Sample X273,207122,
L10,Sample X274,205983,
L11,Sample X275,213416,
L12,Sample X276,204877,
L13,Sample X277,207525,
L14,Sample X278,209085,
L15,Sample X279,225658,
L16,Sample X280,206306,
L17,Sample X281,217446,
L18,Sample X282,225324,
L19,Sample X283,205511,
L20,Sample X284,199871,
L21,Sample X285,205617,
L22,Sample X286,202971,
L23,Sample X287,210108,
L24,Sample X288,223328,
M01,Sample X289,200463,
M02,Sample X290,33627,
M03,Sample X291,39491,
M04,Sample X292,62165,
M05,Sample X293,78832,
M06,Sample X294,78779,
M07,Sample X295,110286,
M08,Sample X296,167341,
M09,Sample X297,208404,
M10,Sample X298,216764,
M11,Sample X299,206425,
M12,Sample X300,222138,
M13,Sample X301,25139,
M14,Sample X302,29427,
M15,Sample X303,46874,
M16,Sample X304,48851,
M17,Sample X305,41373,
M18,Sample X306,62107,
M19,Sample X307,116176,
M20,Sample X308,164906,
M21,Sample X309,196629,
M22,Sample X310,220069,
M23,Sample X311,217967,
M24,Sample X312,205098,
N01,Sample X313,211791,
N02,Sample X314,1750,
N03,Sample X315,2522,
N04,Sample X316,6732,
N05,Sample X317,11666,
N06,Sample X318,20520,
N07,Sample X319,31564,
N08,Sample X320,65116,
N09,Sample X321,118290,
N10,Sample X322,176194,
N11,Sample X323,205618,
N12,Sample X324,213809,
N13,Sample X325,30269,
N14,Sample X326,39350,
N15,Sample X327,60402,
N16,Sample X328,84278,
N17,Sample X329,117716,
N18,Sample X330,146142,
N19,Sample X331,160233,
N20,Sample X332,205044,
N21,Sample X333,188467,
N22,Sample X334,194029,
N23,Sample X335,216454,
N24,Sample X336,227241,
O01,Sample X337,209359,
O02,Sample X338,29333,
O03,Sample X339,34933,
O04,Sample X340,69185,
O05,Sample X341,114020,
O06,Sample X342,155479,
O07,Sample X343,180736,
O08,Sample X344,207647,
O09,Sample X345,225773,
O10,Sample X346,221680,
O11,Sample X347,213913,
O12,Sample X348,216917,
O13,Sample X349,131231,
O14,Sample X350,153730,
O15,Sample X351,146517,
O16,Sample X352,167134,
O17,Sample X353,190345,
O18,Sample X354,158536,
O19,Sample X355,187645,
O20,Sample X356,207068,
O21,Sample X357,215776,
O22,Sample X358,209074,
O23,Sample X359,201452,
O24,Sample X360,224582,
P01,Sample X361,241598,
P02,Sample X362,208510,
P03,Sample X363,226052,
P04,Sample X364,227064,
P05,Sample X365,219345,
P06,Sample X366,215039,
P07,Sample X367,216920,
P08,Sample X368,231982,
P09,Sample X369,212402,
P10,Sample X370,234884,
P11,Sample X371,212256,
P12,Sample X372,236887,
P13,Sample X373,224370,
P14,Sample X374,223490,
P15,Sample X375,213439,
P16,Sample X376,209743,
P17,Sample X377,218712,
P18,Sample X378,239925,
P19,Sample X379,210849,
P20,Sample X380,223002,
P21,Sample X381,217352,
P22,Sample X382,229843,
P23,Sample X383,222553,
P24,Sample X384,237317,
