Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,101844,
A02,Sample X2,101697,
A03,Sample X3,109280,
A04,Sample X4,106765,
A05,Sample X5,106126,
A06,Sample X6,105773,
A07,Sample X7,106996,
A08,Sample X8,106605,
A09,Sample X9,1638,
A10,Sample X10,1585,
A11,Sample X11,1594,
A12,Sample X12,1587,
A13,Sample X13,7911,
A14,Sample X14,86180,
A15,Sample X15,96620,
A16,Sample X16,98601,
A17,Sample X17,102694,
A18,Sample X18,105826,
A19,Sample X19,105905,
A20,Sample X20,106542,
A21,Sample X21,106114,
A22,Sample X22,107032,
A23,Sample X23,106654,
A24,Sample X24,99942,
B01,Sample X25,108858,
B02,Sample X26,113877,
B03,Sample X27,112507,
B04,Sample X28,113550,
B05,Sample X29,112149,
B06,Sample X30,112429,
B07,Sample X31,113833,
B08,Sample X32,111858,
B09,Sample X33,82235,
B10,Sample X34,85907,
B11,Sample X35,85531,
B12,Sample X36,85047,
B13,Sample X37,105034,
B14,Sample X38,111859,
B15,Sample X39,110585,
B16,Sample X40,110723,
B17,Sample X41,108593,
B18,Sample X42,114009,
B19,Sample X43,112009,
B20,Sample X44,107592,
B21,Sample X45,112037,
B22,Sample X46,109826,
B23,Sample X47,109635,
B24,Sample X48,103892,
C01,Sample X49,108874,
C02,Sample X50,97439,
C03,Sample X51,116334,
C04,Sample X52,115959,
C05,Sample X53,116247,
C06,Sample X54,115066,
C07,Sample X55,117213,
C08,Sample X56,114956,
C09,Sample X57,118680,
C10,Sample X58,114394,
C11,Sample X59,113272,
C12,Sample X60,99639,
C13,Sample X61,114297,
C14,Sample X62,116383,
C15,Sample X63,116749,
C16,Sample X64,114101,
C17,Sample X65,114044,
C18,Sample X66,114946,
C19,Sample X67,115685,
C20,Sample X68,114268,
C21,Sample X69,115057,
C22,Sample X70,111429,
C23,Sample X71,108625,
C24,Sample X72,106010,
D01,Sample X73,108554,
D02,Sample X74,28681,
D03,Sample X75,101467,
D04,Sample X76,113489,
D05,Sample X77,115277,
D06,Sample X78,115708,
D07,Sample X79,98488,
D08,Sample X80,110938,
D09,Sample X81,112794,
D10,Sample X82,116824,
D11,Sample X83,113476,
D12,Sample X84,105646,
D13,Sample X85,109245,
D14,Sample X86,110337,
D15,Sample X87,106011,
D16,Sample X88,113660,
D17,Sample X89,111619,
D18,Sample X90,113361,
D19,Sample X91,113995,
D20,Sample X92,113786,
D21,Sample X93,112544,
D22,Sample X94,111608,
D23,Sample X95,108939,
D24,Sample X96,103026,
E01,Sample X97,111404,
E02,Sample X98,117268,
E03,Sample X99,119175,
E04,Sample X100,117234,
E05,Sample X101,102636,
E06,Sample X102,110459,
E07,Sample X103,111775,
E08,Sample X104,107792,
E09,Sample X105,108854,
E10,Sample X106,111934,
E11,Sample X107,106656,
E12,Sample X108,95492,
E13,Sample X109,1872,
E14,Sample X110,1902,
E15,Sample X111,1985,
E16,Sample X112,12157,
E17,Sample X113,82180,
E18,Sample X114,102931,
E19,Sample X115,112572,
E20,Sample X116,113958,
E21,Sample X117,114555,
E22,Sample X118,114165,
E23,Sample X119,110384,
E24,Sample X120,103884,
F01,Sample X121,109260,
F02,Sample X122,13710,
F03,Sample X123,78136,
F04,Sample X124,113059,
F05,Sample X125,103054,
F06,Sample X126,111357,
F07,Sample X127,108534,
F08,Sample X128,102611,
F09,Sample X129,89147,
F10,Sample X130,108462,
F11,Sample X131,106836,
F12,Sample X132,108789,
F13,Sample X133,49617,
F14,Sample X134,77928,
F15,Sample X135,105352,
F16,Sample X136,109631,
F17,Sample X137,106358,
F18,Sample X138,108756,
F19,Sample X139,105290,
F20,Sample X140,108945,
F21,Sample X141,111119,
F22,Sample X142,113478,
F23,Sample X143,108948,
F24,Sample X144,106699,
G01,Sample X145,105854,
G02,Sample X146,110775,
G03,Sample X147,113908,
G04,Sample X148,110551,
G05,Sample X149,109286,
G06,Sample X150,104306,
G07,Sample X151,89696,
G08,Sample X152,72754,
G09,Sample X153,93342,
G10,Sample X154,100620,
G11,Sample X155,91156,
G12,Sample X156,83111,
G13,Sample X157,9941,
G14,Sample X158,64112,
G15,Sample X159,99747,
