Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,121864,
A02,Sample X2,128822,
A03,Sample X3,129090,
A04,Sample X4,126262,
A05,Sample X5,126116,
A06,Sample X6,132828,
A07,Sample X7,128809,
A08,Sample X8,130842,
A09,Sample X9,1844,
A10,Sample X10,1773,
A11,Sample X11,1765,
A12,Sample X12,1775,
A13,Sample X13,54532,
A14,Sample X14,85403,
A15,Sample X15,126249,
A16,Sample X16,131955,
A17,Sample X17,127835,
A18,Sample X18,135460,
A19,Sample X19,131714,
A20,Sample X20,133144,
A21,Sample X21,141172,
A22,Sample X22,133207,
A23,Sample X23,141535,
A24,Sample X24,131912,
B01,Sample X25,133185,
B02,Sample X26,133298,
B03,Sample X27,139450,
B04,Sample X28,111455,
B05,Sample X29,135357,
B06,Sample X30,128780,
B07,Sample X31,136277,
B08,Sample X32,134280,
B09,Sample X33,128979,
B10,Sample X34,129191,
B11,Sample X35,129097,
B12,Sample X36,124839,
B13,Sample X37,126091,
B14,Sample X38,127981,
B15,Sample X39,125353,
B16,Sample X40,131547,
B17,Sample X41,136103,
B18,Sample X42,135849,
B19,Sample X43,137729,
B20,Sample X44,128277,
B21,Sample X45,140684,
B22,Sample X46,139076,
B23,Sample X47,132053,
B24,Sample X48,136766,
C01,Sample X49,131310,
C02,Sample X50,123911,
C03,Sample X51,135767,
C04,Sample X52,134324,
C05,Sample X53,118987,
C06,Sample X54,130335,
C07,Sample X55,135746,
C08,Sample X56,137649,
C09,Sample X57,136760,
C10,Sample X58,135840,
C11,Sample X59,134241,
C12,Sample X60,132364,
C13,Sample X61,129035,
C14,Sample X62,135136,
C15,Sample X63,134622,
C16,Sample X64,138214,
C17,Sample X65,132933,
C18,Sample X66,123355,
C19,Sample X67,133735,
C20,Sample X68,136224,
C21,Sample X69,139971,
C22,Sample X70,137612,
C23,Sample X71,133674,
C24,Sample X72,132809,
D01,Sample X73,133928,
D02,Sample X74,33039,
D03,Sample X75,111742,
D04,Sample X76,112620,
D05,Sample X77,127031,
D06,Sample X78,122466,
D07,Sample X79,136407,
D08,Sample X80,134250,
D09,Sample X81,121225,
D10,Sample X82,132057,
D11,Sample X83,124643,
D12,Sample X84,120407,
D13,Sample X85,121864,
D14,Sample X86,114146,
D15,Sample X87,99889,
D16,Sample X88,98491,
D17,Sample X89,118321,
D18,Sample X90,128053,
D19,Sample X91,130844,
D20,Sample X92,133366,
D21,Sample X93,132350,
D22,Sample X94,132829,
D23,Sample X95,136598,
D24,Sample X96,133027,
E01,Sample X97,137535,
E02,Sample X98,132227,
E03,Sample X99,142068,
E04,Sample X100,143695,
E05,Sample X101,130180,
E06,Sample X102,138287,
E07,Sample X103,109347,
E08,Sample X104,112930,
E09,Sample X105,141885,
E10,Sample X106,131677,
E11,Sample X107,123631,
E12,Sample X108,131362,
E13,Sample X109,2291,
E14,Sample X110,2382,
E15,Sample X111,2370,
E16,Sample X112,12199,
E17,Sample X113,121393,
E18,Sample X114,115241,
E19,Sample X115,134773,
E20,Sample X116,140101,
E21,Sample X117,138859,
E22,Sample X118,136978,
E23,Sample X119,137443,
E24,Sample X120,133135,
F01,Sample X121,132272,
F02,Sample X122,17235,
F03,Sample X123,98761,
F04,Sample X124,134122,
F05,Sample X125,140648,
F06,Sample X126,137234,
F07,Sample X127,108379,
F08,Sample X128,136626,
F09,Sample X129,127037,
F10,Sample X130,133774,
F11,Sample X131,133022,
F12,Sample X132,112575,
F13,Sample X133,39676,
F14,Sample X134,110876,
F15,Sample X135,119312,
F16,Sample X136,103952,
F17,Sample X137,116020,
F18,Sample X138,121262,
F19,Sample X139,138961,
F20,Sample X140,135398,
F21,Sample X141,133415,
F22,Sample X142,137566,
F23,Sample X143,136360,
F24,Sample X144,134399,
G01,Sample X145,129336,
G02,Sample X146,132011,
G03,Sample X147,132675,
G04,Sample X148,133992,
G05,Sample X149,131248,
G06,Sample X150,127936,
G07,Sample X151,106143,
G08,Sample X152,129918,
G09,Sample X153,110275,
G10,Sample X154,114401,
G11,Sample X155,120525,
G12,Sample X156,115858,
G13,Sample X157,16859,
G14,Sample X158,103216,
G15,Sample X159,125723,
G16,Sample X160,95802,
G17,Sample X161,121772,
G18,Sample X162,122535,
G19,Sample X163,123798,
G20,Sample X164,140572,
G21,Sample X165,139056,
G22,Sample X166,136452,
G23,Sample X167,138747,
G24,Sample X168,136031,
H01,Sample X169,132534,
H02,Sample X170,130969,
H03,Sample X171,126154,
H04,Sample X172,133873,
H05,Sample X173,133774,
H06,Sample X174,131189,
H07,Sample X175,112482,
H08,Sample X176,111253,
H09,Sample X177,124061,
H10,Sample X178,125695,
H11,Sample X179,88489,
H12,Sample X180,99358,
H13,Sample X181,123271,
H14,Sample X182,95755,
H15,Sample X183,122292,
H16,Sample X184,108257,
H17,Sample X185,107964,
H18,Sample X186,132812,
H19,Sample X187,118339,
H20,Sample X188,137828,
H21,Sample X189,140873,
H22,Sample X190,137542,
H23,Sample X191,137864,
H24,Sample X192,138161,
I01,Sample X193,139892,
I02,Sample X194,148531,
I03,Sample X195,144049,
I04,Sample X196,134019,
I05,Sample X197,136854,
I06,Sample X198,126459,
I07,Sample X199,132493,
I08,Sample X200,131838,
I09,Sample X201,113005,
I10,Sample X202,113270,
I11,Sample X203,109010,
I12,Sample X204,86383,
I13,Sample X205,2193,
I14,Sample X206,2224,
I15,Sample X207,18163,
I16,Sample X208,52620,
I17,Sample X209,108943,
I18,Sample X210,122017,
I19,Sample X211,131712,
I20,Sample X212,117698,
I21,Sample X213,142059,
I22,Sample X214,142103,
I23,Sample X215,141454,
I24,Sample X216,139072,
J01,Sample X217,138356,
J02,Sample X218,141641,
J03,Sample X219,144805,
J04,Sample X220,143460,
J05,Sample X221,132242,
J06,Sample X222,119494,
J07,Sample X223,126335,
J08,Sample X224,126672,
J09,Sample X225,137769,
J10,Sample X226,113195,
J11,Sample X227,98757,
J12,Sample X228,123839,
J13,Sample X229,112001,
J14,Sample X230,130777,
J15,Sample X231,139831,
J16,Sample X232,136465,
J17,Sample X233,140730,
J18,Sample X234,137814,
J19,Sample X235,136962,
J20,Sample X236,135346,
J21,Sample X237,133236,
J22,Sample X238,146651,
J23,Sample X239,139230,
J24,Sample X240,140592,
K01,Sample X241,140664,
K02,Sample X242,147140,
K03,Sample X243,151869,
K04,Sample X244,147431,
K05,Sample X245,134937,
K06,Sample X246,122984,
K07,Sample X247,135595,
K08,Sample X248,135051,
K09,Sample X249,130443,
K10,Sample X250,142713,
K11,Sample X251,120633,
K12,Sample X252,115137,
K13,Sample X253,123128,
K14,Sample X254,114308,
K15,Sample X255,139375,
K16,Sample X256,137360,
K17,Sample X257,118700,
K18,Sample X258,134016,
K19,Sample X259,125953,
K20,Sample X260,145991,
K21,Sample X261,144277,
K22,Sample X262,139467,
K23,Sample X263,140066,
K24,Sample X264,134445,
L01,Sample X265,138109,
L02,Sample X266,63759,
L03,Sample X267,96939,
L04,Sample X268,133922,
L05,Sample X269,144226,
L06,Sample X270,140990,
L07,Sample X271,129115,
L08,Sample X272,147968,
L09,Sample X273,128269,
L10,Sample X274,144158,
L11,Sample X275,134110,
L12,Sample X276,130079,
L13,Sample X277,139491,
L14,Sample X278,127583,
L15,Sample X279,149276,
L16,Sample X280,137443,
L17,Sample X281,144911,
L18,Sample X282,141592,
L19,Sample X283,130333,
L20,Sample X284,143722,
L21,Sample X285,141952,
L22,Sample X286,142179,
L23,Sample X287,139599,
L24,Sample X288,137949,
M01,Sample X289,136998,
M02,Sample X290,145000,
M03,Sample X291,144444,
M04,Sample X292,148533,
M05,Sample X293,146100,
M06,Sample X294,145581,
M07,Sample X295,146251,
M08,Sample X296,144056,
M09,Sample X297,142323,
M10,Sample X298,144430,
M11,Sample X299,139965,
M12,Sample X300,145898,
M13,Sample X301,126689,
M14,Sample X302,128695,
M15,Sample X303,143284,
M16,Sample X304,135401,
M17,Sample X305,137024,
M18,Sample X306,143708,
M19,Sample X307,143601,
M20,Sample X308,140405,
M21,Sample X309,147642,
M22,Sample X310,143389,
M23,Sample X311,142142,
M24,Sample X312,142821,
N01,Sample X313,138587,
N02,Sample X314,138827,
N03,Sample X315,139604,
N04,Sample X316,141988,
N05,Sample X317,143990,
N06,Sample X318,137586,
N07,Sample X319,144396,
N08,Sample X320,146906,
N09,Sample X321,130433,
N10,Sample X322,129759,
N11,Sample X323,142421,
N12,Sample X324,143485,
N13,Sample X325,105096,
N14,Sample X326,126178,
N15,Sample X327,134900,
N16,Sample X328,139052,
N17,Sample X329,143124,
N18,Sample X330,144552,
N19,Sample X331,141919,
N20,Sample X332,144388,
N21,Sample X333,143596,
N22,Sample X334,143169,
N23,Sample X335,141765,
N24,Sample X336,134778,
O01,Sample X337,132957,
O02,Sample X338,139863,
O03,Sample X339,141261,
O04,Sample X340,142666,
O05,Sample X341,140531,
O06,Sample X342,141795,
O07,Sample X343,149190,
O08,Sample X344,144228,
O09,Sample X345,145222,
O10,Sample X346,141087,
O11,Sample X347,145490,
O12,Sample X348,139994,
O13,Sample X349,146263,
O14,Sample X350,143845,
O15,Sample X351,146137,
O16,Sample X352,149145,
O17,Sample X353,144084,
O18,Sample X354,143612,
O19,Sample X355,141893,
O20,Sample X356,142468,
O21,Sample X357,141940,
O22,Sample X358,143225,
O23,Sample X359,137822,
O24,Sample X360,137697,
P01,Sample X361,125955,
P02,Sample X362,133784,
P03,Sample X363,140532,
P04,Sample X364,135680,
P05,Sample X365,135948,
P06,Sample X366,135268,
P07,Sample X367,138392,
P08,Sample X368,133049,
P09,Sample X369,134893,
P10,Sample X370,135100,
P11,Sample X371,134880,
P12,Sample X372,134822,
P13,Sample X373,141777,
P14,Sample X374,136480,
P15,Sample X375,145129,
P16,Sample X376,137610,
P17,Sample X377,130541,
P18,Sample X378,137063,
P19,Sample X379,141590,
P20,Sample X380,138458,
P21,Sample X381,147186,
P22,Sample X382,143924,
P23,Sample X383,133337,
P24,Sample X384,128288,
