Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,101932,
A02,Sample X2,111936,
A03,Sample X3,111703,
A04,Sample X4,111570,
A05,Sample X5,112511,
A06,Sample X6,111456,
A07,Sample X7,108021,
A08,Sample X8,115252,
A09,Sample X9,1306,
A10,Sample X10,1334,
A11,Sample X11,1389,
A12,Sample X12,1349,
A13,Sample X13,36178,
A14,Sample X14,99767,
A15,Sample X15,108389,
A16,Sample X16,102314,
A17,Sample X17,111874,
A18,Sample X18,107472,
A19,Sample X19,111127,
A20,Sample X20,107006,
A21,Sample X21,113767,
A22,Sample X22,114508,
A23,Sample X23,113611,
A24,Sample X24,77134,
B01,Sample X25,120538,
B02,Sample X26,116795,
B03,Sample X27,117904,
B04,Sample X28,117789,
B05,Sample X29,116837,
B06,Sample X30,116020,
B07,Sample X31,113709,
B08,Sample X32,113283,
B09,Sample X33,117122,
B10,Sample X34,116281,
B11,Sample X35,117069,
B12,Sample X36,117426,
B13,Sample X37,118407,
B14,Sample X38,119858,
B15,Sample X39,118857,
B16,Sample X40,120049,
B17,Sample X41,110514,
B18,Sample X42,119775,
B19,Sample X43,121017,
B20,Sample X44,116543,
B21,Sample X45,117400,
B22,Sample X46,116784,
B23,Sample X47,119518,
B24,Sample X48,112719,
C01,Sample X49,112029,
C02,Sample X50,119597,
C03,Sample X51,120853,
C04,Sample X52,119066,
C05,Sample X53,121891,
C06,Sample X54,117987,
C07,Sample X55,121374,
C08,Sample X56,117488,
C09,Sample X57,116193,
C10,Sample X58,117187,
C11,Sample X59,115709,
C12,Sample X60,115602,
C13,Sample X61,114125,
C14,Sample X62,114593,
C15,Sample X63,114113,
C16,Sample X64,115979,
C17,Sample X65,115898,
C18,Sample X66,117043,
C19,Sample X67,117024,
C20,Sample X68,117876,
C21,Sample X69,117860,
C22,Sample X70,117884,
C23,Sample X71,116634,
C24,Sample X72,111240,
D01,Sample X73,117999,
D02,Sample X74,104707,
D03,Sample X75,108839,
D04,Sample X76,113217,
D05,Sample X77,109075,
D06,Sample X78,118313,
D07,Sample X79,113789,
D08,Sample X80,111935,
D09,Sample X81,113252,
D10,Sample X82,112806,
D11,Sample X83,75869,
D12,Sample X84,111212,
D13,Sample X85,70075,
D14,Sample X86,76019,
D15,Sample X87,94125,
D16,Sample X88,104674,
D17,Sample X89,107953,
D18,Sample X90,113343,
D19,Sample X91,113685,
D20,Sample X92,115267,
D21,Sample X93,116313,
D22,Sample X94,116336,
D23,Sample X95,115444,
D24,Sample X96,112697,
E01,Sample X97,116528,
E02,Sample X98,35854,
E03,Sample X99,90884,
E04,Sample X100,114565,
E05,Sample X101,116078,
E06,Sample X102,114941,
E07,Sample X103,101385,
E08,Sample X104,116486,
E09,Sample X105,112043,
E10,Sample X106,112911,
E11,Sample X107,113853,
E12,Sample X108,114445,
E13,Sample X109,2028,
E14,Sample X110,2020,
E15,Sample X111,2322,
E16,Sample X112,82785,
E17,Sample X113,100389,
E18,Sample X114,114152,
E19,Sample X115,117742,
E20,Sample X116,110806,
E21,Sample X117,114411,
E22,Sample X118,116225,
E23,Sample X119,114755,
E24,Sample X120,111483,
F01,Sample X121,114654,
F02,Sample X122,66316,
F03,Sample X123,124103,
F04,Sample X124,116646,
F05,Sample X125,115253,
F06,Sample X126,110813,
F07,Sample X127,113565,
F08,Sample X128,113121,
F09,Sample X129,109615,
F10,Sample X130,115589,
F11,Sample X131,107031,
F12,Sample X132,103894,
F13,Sample X133,116893,
F14,Sample X134,116546,
F15,Sample X135,115971,
F16,Sample X136,100966,
F17,Sample X137,104328,
F18,Sample X138,101111,
F19,Sample X139,104345,
F20,Sample X140,110412,
F21,Sample X141,113279,
F22,Sample X142,117582,
F23,Sample X143,117712,
F24,Sample X144,112383,
G01,Sample X145,116607,
G02,Sample X146,1839,
G03,Sample X147,29842,
G04,Sample X148,115933,
G05,Sample X149,109412,
G06,Sample X150,109472,
G07,Sample X151,112847,
G08,Sample X152,106506,
G09,Sample X153,72021,
G10,Sample X154,77150,
G11,Sample X155,61255,
G12,Sample X156,90373,
G13,Sample X157,93130,
G14,Sample X158,103013,
G15,Sample X159,86165,
G16,Sample X160,84271,
G17,Sample X161,89539,
G18,Sample X162,91826,
G19,Sample X163,105336,
G20,Sample X164,109223,
G21,Sample X165,114460,
G22,Sample X166,116793,
G23,Sample X167,119448,
G24,Sample X168,116390,
H01,Sample X169,113580,
H02,Sample X170,76975,
H03,Sample X171,95176,
H04,Sample X172,89081,
H05,Sample X173,112335,
H06,Sample X174,111770,
H07,Sample X175,107677,
H08,Sample X176,112743,
H09,Sample X177,77674,
H10,Sample X178,105203,
H11,Sample X179,107706,
H12,Sample X180,55735,
H13,Sample X181,63304,
H14,Sample X182,70278,
H15,Sample X183,92510,
H16,Sample X184,103215,
H17,Sample X185,104278,
H18,Sample X186,85170,
H19,Sample X187,107043,
H20,Sample X188,69565,
H21,Sample X189,116374,
H22,Sample X190,118400,
H23,Sample X191,114954,
H24,Sample X192,112650,
I01,Sample X193,116541,
I02,Sample X194,114654,
I03,Sample X195,115504,
I04,Sample X196,114303,
I05,Sample X197,113502,
I06,Sample X198,107151,
I07,Sample X199,95876,
I08,Sample X200,54992,
I09,Sample X201,88360,
I10,Sample X202,98535,
I11,Sample X203,87007,
I12,Sample X204,48218,
I13,Sample X205,55006,
I14,Sample X206,74239,
I15,Sample X207,80752,
I16,Sample X208,74806,
I17,Sample X209,88501,
I18,Sample X210,94013,
I19,Sample X211,53374,
I20,Sample X212,108987,
I21,Sample X213,113376,
I22,Sample X214,115952,
I23,Sample X215,114505,
I24,Sample X216,110883,
J01,Sample X217,112789,
J02,Sample X218,112523,
J03,Sample X219,85879,
J04,Sample X220,109776,
J05,Sample X221,117180,
J06,Sample X222,109705,
J07,Sample X223,110089,
J08,Sample X224,62234,
J09,Sample X225,81803,
J10,Sample X226,87382,
J11,Sample X227,109751,
J12,Sample X228,104243,
J13,Sample X229,93758,
J14,Sample X230,100442,
J15,Sample X231,77576,
J16,Sample X232,86299,
J17,Sample X233,86887,
J18,Sample X234,112180,
J19,Sample X235,110845,
J20,Sample X236,112636,
J21,Sample X237,111915,
J22,Sample X238,119089,
J23,Sample X239,113948,
J24,Sample X240,111951,
K01,Sample X241,123276,
K02,Sample X242,110994,
K03,Sample X243,109256,
K04,Sample X244,109587,
K05,Sample X245,107545,
K06,Sample X246,97527,
K07,Sample X247,66801,
K08,Sample X248,103963,
K09,Sample X249,98968,
K10,Sample X250,61783,
K11,Sample X251,96937,
K12,Sample X252,92482,
K13,Sample X253,1796,
K14,Sample X254,15774,
K15,Sample X255,62619,
K16,Sample X256,78479,
K17,Sample X257,72757,
K18,Sample X258,114026,
K19,Sample X259,100965,
K20,Sample X260,92418,
K21,Sample X261,105785,
K22,Sample X262,117816,
K23,Sample X263,117283,
K24,Sample X264,111291,
L01,Sample X265,116082,
L02,Sample X266,117673,
L03,Sample X267,115897,
L04,Sample X268,111597,
L05,Sample X269,75695,
L06,Sample X270,98885,
L07,Sample X271,114388,
L08,Sample X272,94179,
L09,Sample X273,74665,
L10,Sample X274,96445,
L11,Sample X275,112260,
L12,Sample X276,89521,
L13,Sample X277,71217,
L14,Sample X278,76523,
L15,Sample X279,95434,
L16,Sample X280,80571,
L17,Sample X281,93964,
L18,Sample X282,107812,
L19,Sample X283,113822,
L20,Sample X284,86344,
L21,Sample X285,111052,
L22,Sample X286,114918,
L23,Sample X287,115202,
L24,Sample X288,112202,
M01,Sample X289,107604,
M02,Sample X290,88331,
M03,Sample X291,112568,
M04,Sample X292,102063,
M05,Sample X293,112162,
M06,Sample X294,106357,
M07,Sample X295,104920,
M08,Sample X296,118807,
M09,Sample X297,104826,
M10,Sample X298,118545,
M11,Sample X299,89510,
M12,Sample X300,106316,
M13,Sample X301,1805,
M14,Sample X302,101035,
M15,Sample X303,114322,
M16,Sample X304,113648,
M17,Sample X305,105642,
M18,Sample X306,70385,
M19,Sample X307,115197,
M20,Sample X308,113252,
M21,Sample X309,115292,
M22,Sample X310,117374,
M23,Sample X311,112242,
M24,Sample X312,111090,
N01,Sample X313,113389,
N02,Sample X314,89849,
N03,Sample X315,94250,
N04,Sample X316,80114,
N05,Sample X317,114970,
N06,Sample X318,113090,
N07,Sample X319,113789,
N08,Sample X320,50212,
N09,Sample X321,111828,
N10,Sample X322,96567,
N11,Sample X323,99902,
N12,Sample X324,107495,
N13,Sample X325,102860,
N14,Sample X326,112524,
N15,Sample X327,117691,
N16,Sample X328,113578,
N17,Sample X329,75555,
N18,Sample X330,114500,
N19,Sample X331,115109,
N20,Sample X332,114912,
N21,Sample X333,100082,
N22,Sample X334,115709,
N23,Sample X335,110036,
N24,Sample X336,111213,
O01,Sample X337,102900,
O02,Sample X338,116930,
O03,Sample X339,117614,
O04,Sample X340,111737,
O05,Sample X341,117931,
O06,Sample X342,111943,
O07,Sample X343,120532,
O08,Sample X344,116026,
O09,Sample X345,115707,
O10,Sample X346,115884,
O11,Sample X347,117397,
O12,Sample X348,120046,
O13,Sample X349,119056,
O14,Sample X350,118723,
O15,Sample X351,117989,
O16,Sample X352,119167,
O17,Sample X353,118766,
O18,Sample X354,116815,
O19,Sample X355,117020,
O20,Sample X356,114760,
O21,Sample X357,115501,
O22,Sample X358,114901,
O23,Sample X359,114018,
O24,Sample X360,107994,
P01,Sample X361,104906,
P02,Sample X362,109770,
P03,Sample X363,109715,
P04,Sample X364,117404,
P05,Sample X365,112299,
P06,Sample X366,108443,
P07,Sample X367,108420,
P08,Sample X368,107774,
P09,Sample X369,111851,
P10,Sample X370,109812,
P11,Sample X371,109903,
P12,Sample X372,110124,
P13,Sample X373,106883,
P14,Sample X374,110129,
P15,Sample X375,107732,
P16,Sample X376,72296,
P17,Sample X377,107426,
P18,Sample X378,116344,
P19,Sample X379,115474,
P20,Sample X380,111797,
P21,Sample X381,59953,
P22,Sample X382,65354,
P23,Sample X383,110535,
P24,Sample X384,102472,
