Well,Content,Raw Data (No filter),
A01,Sample X1,2638,
A02,Sample X2,2554,
A03,Sample X3,2252,
A04,Sample X4,2535,
A05,Sample X5,2348,
A06,Sample X6,2509,
A07,Sample X7,2288,
A08,Sample X8,2411,
A09,Sample X9,173,
A10,Sample X10,156,
A11,Sample X11,163,
A12,Sample X12,200,
A13,Sample X13,861,
A14,Sample X14,2088,
A15,Sample X15,2160,
A16,Sample X16,2200,
A17,Sample X17,2180,
A18,Sample X18,2385,
A19,Sample X19,2343,
A20,Sample X20,2196,
A21,Sample X21,2297,
A22,Sample X22,2286,
A23,Sample X23,2442,
A24,Sample X24,2689,
B01,Sample X25,2715,
B02,Sample X26,2382,
B03,Sample X27,2160,
B04,Sample X28,2314,
B05,Sample X29,2207,
B06,Sample X30,2180,
B07,Sample X31,2133,
B08,Sample X32,2284,
B09,Sample X33,13820,
B10,Sample X34,13102,
B11,Sample X35,13832,
B12,Sample X36,13235,
B13,Sample X37,13531,
B14,Sample X38,12572,
B15,Sample X39,7912,
B16,Sample X40,5394,
B17,Sample X41,3781,
B18,Sample X42,2536,
B19,Sample X43,2430,
B20,Sample X44,2112,
B21,Sample X45,2194,
B22,Sample X46,2185,
B23,Sample X47,2362,
B24,Sample X48,2313,
C01,Sample X49,2356,
C02,Sample X50,3017,
C03,Sample X51,3983,
C04,Sample X52,3898,
C05,Sample X53,3090,
C06,Sample X54,2845,
C07,Sample X55,2677,
C08,Sample X56,2557,
C09,Sample X57,2180,
C10,Sample X58,2265,
C11,Sample X59,2192,
C12,Sample X60,2200,
C13,Sample X61,1998,
C14,Sample X62,1987,
C15,Sample X63,2267,
C16,Sample X64,2049,
C17,Sample X65,2133,
C18,Sample X66,2139,
C19,Sample X67,2145,
C20,Sample X68,2252,
C21,Sample X69,1895,
C22,Sample X70,2200,
C23,Sample X71,2277,
C24,Sample X72,2250,
D01,Sample X73,2516,
D02,Sample X74,7570,
D03,Sample X75,7976,
D04,Sample X76,10230,
D05,Sample X77,11083,
D06,Sample X78,12945,
D07,Sample X79,13510,
D08,Sample X80,13384,
D09,Sample X81,12946,
D10,Sample X82,12576,
D11,Sample X83,13780,
D12,Sample X84,3076,
D13,Sample X85,7392,
D14,Sample X86,11777,
D15,Sample X87,14390,
D16,Sample X88,14566,
D17,Sample X89,15528,
D18,Sample X90,14625,
D19,Sample X91,12636,
D20,Sample X92,8989,
D21,Sample X93,5077,
D22,Sample X94,2507,
D23,Sample X95,2243,
D24,Sample X96,2461,
E01,Sample X97,2535,
E02,Sample X98,1914,
E03,Sample X99,2051,
E04,Sample X100,3407,
E05,Sample X101,4692,
E06,Sample X102,4304,
E07,Sample X103,3522,
E08,Sample X104,2557,
E09,Sample X105,2263,
E10,Sample X106,2237,
E11,Sample X107,2262,
E12,Sample X108,2119,
E13,Sample X109,1096,
E14,Sample X110,1033,
E15,Sample X111,945,
E16,Sample X112,1032,
E17,Sample X113,1284,
E18,Sample X114,1639,
E19,Sample X115,1669,
E20,Sample X116,1763,
E21,Sample X117,1823,
E22,Sample X118,2084,
E23,Sample X119,2225,
E24,Sample X120,2480,
F01,Sample X121,2434,
F02,Sample X122,2394,
F03,Sample X123,2308,
F04,Sample X124,2380,
F05,Sample X125,2494,
F06,Sample X126,2320,
F07,Sample X127,2382,
F08,Sample X128,2339,
F09,Sample X129,2135,
F10,Sample X130,2213,
F11,Sample X131,1997,
F12,Sample X132,2080,
F13,Sample X133,2746,
F14,Sample X134,2632,
F15,Sample X135,2522,
F16,Sample X136,2360,
F17,Sample X137,2256,
F18,Sample X138,2309,
F19,Sample X139,2156,
F20,Sample X140,2058,
F21,Sample X141,2157,
F22,Sample X142,2207,
F23,Sample X143,2248,
F24,Sample X144,2371,
G01,Sample X145,2574,
G02,Sample X146,1268,
G03,Sample X147,3770,
G04,Sample X148,11645,
G05,Sample X149,4746,
G06,Sample X150,3199,
G07,Sample X151,2655,
G08,Sample X152,2266,
G09,Sample X153,2157,
G10,Sample X154,2337,
G11,Sample X155,2053,
G12,Sample X156,2178,
G13,Sample X157,1933,
G14,Sample X158,2133,
G15,Sample X159,2285,
G16,Sample X160,2626,
G17,Sample X161,2578,
G18,Sample X162,2532,
G19,Sample X163,2231,
G20,Sample X164,2106,
G21,Sample X165,2172,
G22,Sample X166,2283,
G23,Sample X167,2283,
G24,Sample X168,2580,
H01,Sample X169,2542,
H02,Sample X170,2760,
H03,Sample X171,4225,
H04,Sample X172,9250,
H05,Sample X173,11785,
H06,Sample X174,6791,
H07,Sample X175,2152,
H08,Sample X176,2161,
H09,Sample X177,2076,
H10,Sample X178,2026,
H11,Sample X179,2184,
H12,Sample X180,2151,
H13,Sample X181,7056,
H14,Sample X182,12734,
H15,Sample X183,28731,
H16,Sample X184,17221,
H17,Sample X185,13979,
H18,Sample X186,2210,
H19,Sample X187,2166,
H20,Sample X188,2040,
H21,Sample X189,2051,
H22,Sample X190,2050,
H23,Sample X191,2281,
H24,Sample X192,2376,
I01,Sample X193,2664,
I02,Sample X194,1549,
I03,Sample X195,1579,
I04,Sample X196,1622,
I05,Sample X197,2043,
I06,Sample X198,2317,
I07,Sample X199,2408,
I08,Sample X200,2274,
I09,Sample X201,2188,
I10,Sample X202,2388,
I11,Sample X203,2287,
I12,Sample X204,2331,
I13,Sample X205,12218,
I14,Sample X206,11659,
I15,Sample X207,12740,
I16,Sample X208,14143,
I17,Sample X209,14026,
I18,Sample X210,13723,
I19,Sample X211,13848,
I20,Sample X212,13872,
I21,Sample X213,13888,
I22,Sample X214,14015,
I23,Sample X215,3118,
I24,Sample X216,2289,
J01,Sample X217,2653,
J02,Sample X218,2100,
J03,Sample X219,2989,
J04,Sample X220,2567,
J05,Sample X221,2375,
J06,Sample X222,2359,
J07,Sample X223,2358,
J08,Sample X224,2270,
J09,Sample X225,2149,
J10,Sample X226,2229,
J11,Sample X227,2210,
J12,Sample X228,2098,
J13,Sample X229,2121,
J14,Sample X230,2486,
J15,Sample X231,2250,
J16,Sample X232,2353,
J17,Sample X233,2242,
J18,Sample X234,2222,
J19,Sample X235,2332,
J20,Sample X236,2253,
J21,Sample X237,2311,
J22,Sample X238,2358,
J23,Sample X239,2394,
J24,Sample X240,2459,
K01,Sample X241,2819,
K02,Sample X242,2676,
K03,Sample X243,2380,
K04,Sample X244,2226,
K05,Sample X245,2241,
K06,Sample X246,2027,
K07,Sample X247,2337,
K08,Sample X248,2229,
K09,Sample X249,2146,
K10,Sample X250,2172,
K11,Sample X251,2307,
K12,Sample X252,2284,
K13,Sample X253,1290,
K14,Sample X254,1542,
K15,Sample X255,2560,
K16,Sample X256,8660,
K17,Sample X257,13001,
K18,Sample X258,12075,
K19,Sample X259,14501,
K20,Sample X260,13230,
K21,Sample X261,13921,
K22,Sample X262,12822,
K23,Sample X263,6785,
K24,Sample X264,2506,
L01,Sample X265,2669,
L02,Sample X266,6246,
L03,Sample X267,7441,
L04,Sample X268,7403,
L05,Sample X269,5276,
L06,Sample X270,3138,
L07,Sample X271,2530,
L08,Sample X272,2315,
L09,Sample X273,2310,
L10,Sample X274,2246,
L11,Sample X275,2298,
L12,Sample X276,2542,
L13,Sample X277,2662,
L14,Sample X278,2621,
L15,Sample X279,2496,
L16,Sample X280,2241,
L17,Sample X281,2186,
L18,Sample X282,2426,
L19,Sample X283,2369,
L20,Sample X284,2307,
L21,Sample X285,2143,
L22,Sample X286,2315,
L23,Sample X287,2179,
L24,Sample X288,2393,
M01,Sample X289,2704,
M02,Sample X290,4416,
M03,Sample X291,4262,
M04,Sample X292,8649,
M05,Sample X293,14456,
M06,Sample X294,14368,
M07,Sample X295,13742,
M08,Sample X296,14668,
M09,Sample X297,14622,
M10,Sample X298,2714,
M11,Sample X299,2342,
M12,Sample X300,2627,
M13,Sample X301,1775,
M14,Sample X302,5679,
M15,Sample X303,9345,
M16,Sample X304,11328,
M17,Sample X305,11049,
M18,Sample X306,10295,
M19,Sample X307,6686,
M20,Sample X308,3435,
M21,Sample X309,2547,
M22,Sample X310,2308,
M23,Sample X311,2375,
M24,Sample X312,2343,
N01,Sample X313,2798,
N02,Sample X314,2081,
N03,Sample X315,3004,
N04,Sample X316,3842,
N05,Sample X317,3769,
N06,Sample X318,3023,
N07,Sample X319,2840,
N08,Sample X320,2355,
N09,Sample X321,2236,
N10,Sample X322,2341,
N11,Sample X323,2215,
N12,Sample X324,2355,
N13,Sample X325,1708,
N14,Sample X326,1787,
N15,Sample X327,2474,
N16,Sample X328,2588,
N17,Sample X329,2536,
N18,Sample X330,2588,
N19,Sample X331,2326,
N20,Sample X332,2282,
N21,Sample X333,2427,
N22,Sample X334,2229,
N23,Sample X335,2352,
N24,Sample X336,2616,
O01,Sample X337,2812,
O02,Sample X338,2468,
O03,Sample X339,2397,
O04,Sample X340,2245,
O05,Sample X341,2540,
O06,Sample X342,2332,
O07,Sample X343,2210,
O08,Sample X344,2367,
O09,Sample X345,2462,
O10,Sample X346,2387,
O11,Sample X347,2381,
O12,Sample X348,2413,
O13,Sample X349,1841,
O14,Sample X350,2050,
O15,Sample X351,2274,
O16,Sample X352,2509,
O17,Sample X353,2689,
O18,Sample X354,2667,
O19,Sample X355,2603,
O20,Sample X356,2455,
O21,Sample X357,2362,
O22,Sample X358,2557,
O23,Sample X359,2406,
O24,Sample X360,2735,
P01,Sample X361,3092,
P02,Sample X362,2557,
P03,Sample X363,2517,
P04,Sample X364,2570,
P05,Sample X365,2341,
P06,Sample X366,2428,
P07,Sample X367,2234,
P08,Sample X368,2305,
P09,Sample X369,2556,
P10,Sample X370,2176,
P11,Sample X371,2420,
P12,Sample X372,2493,
P13,Sample X373,2542,
P14,Sample X374,2382,
P15,Sample X375,2374,
P16,Sample X376,2507,
P17,Sample X377,2554,
P18,Sample X378,2507,
P19,Sample X379,2708,
P20,Sample X380,2494,
P21,Sample X381,2654,
P22,Sample X382,2497,
P23,Sample X383,2652,
P24,Sample X384,3082,
