Well,Content,Raw Data (No filter),
A01,Sample X1,3639,
A02,Sample X2,3782,
A03,Sample X3,3844,
A04,Sample X4,3513,
A05,Sample X5,3298,
A06,Sample X6,3289,
A07,Sample X7,3634,
A08,Sample X8,3754,
A09,Sample X9,253,
A10,Sample X10,296,
A11,Sample X11,283,
A12,Sample X12,277,
A13,Sample X13,1379,
A14,Sample X14,3024,
A15,Sample X15,3475,
A16,Sample X16,3507,
A17,Sample X17,3414,
A18,Sample X18,3682,
A19,Sample X19,3583,
A20,Sample X20,3307,
A21,Sample X21,3726,
A22,Sample X22,3093,
A23,Sample X23,3527,
A24,Sample X24,4109,
B01,Sample X25,3252,
B02,Sample X26,3665,
B03,Sample X27,3577,
B04,Sample X28,3509,
B05,Sample X29,3467,
B06,Sample X30,3730,
B07,Sample X31,3195,
B08,Sample X32,3930,
B09,Sample X33,268033,
B10,Sample X34,292663,
B11,Sample X35,270076,
B12,Sample X36,292689,
B13,Sample X37,262755,
B14,Sample X38,238075,
B15,Sample X39,157683,
B16,Sample X40,88026,
B17,Sample X41,29814,
B18,Sample X42,7033,
B19,Sample X43,4681,
B20,Sample X44,3600,
B21,Sample X45,3453,
B22,Sample X46,2926,
B23,Sample X47,3645,
B24,Sample X48,3969,
C01,Sample X49,3926,
C02,Sample X50,2149,
C03,Sample X51,2646,
C04,Sample X52,2814,
C05,Sample X53,3058,
C06,Sample X54,3561,
C07,Sample X55,3596,
C08,Sample X56,3240,
C09,Sample X57,3902,
C10,Sample X58,4124,
C11,Sample X59,3963,
C12,Sample X60,3696,
C13,Sample X61,3048,
C14,Sample X62,3371,
C15,Sample X63,3343,
C16,Sample X64,3509,
C17,Sample X65,3287,
C18,Sample X66,3375,
C19,Sample X67,3289,
C20,Sample X68,3210,
C21,Sample X69,3187,
C22,Sample X70,3424,
C23,Sample X71,3448,
C24,Sample X72,3912,
D01,Sample X73,3930,
D02,Sample X74,32495,
D03,Sample X75,29709,
D04,Sample X76,31763,
D05,Sample X77,34793,
D06,Sample X78,27660,
D07,Sample X79,16438,
D08,Sample X80,10104,
D09,Sample X81,5106,
D10,Sample X82,3421,
D11,Sample X83,3384,
D12,Sample X84,3813,
D13,Sample X85,2022,
D14,Sample X86,2357,
D15,Sample X87,3537,
D16,Sample X88,3375,
