Well,Content,Raw Data (No filter),
D17,Sample X89,3624,
D18,Sample X90,3300,
D19,Sample X91,3650,
D20,Sample X92,3208,
D21,Sample X93,3466,
D22,Sample X94,3436,
D23,Sample X95,3588,
D24,Sample X96,3184,
E01,Sample X97,3709,
E02,Sample X98,1665,
E03,Sample X99,2101,
E04,Sample X100,3944,
E05,Sample X101,5888,
E06,Sample X102,4988,
E07,Sample X103,4252,
E08,Sample X104,3846,
E09,Sample X105,3911,
E10,Sample X106,3730,
E11,Sample X107,3596,
E12,Sample X108,3482,
E13,Sample X109,1089,
E14,Sample X110,1118,
E15,Sample X111,981,
E16,Sample X112,1385,
E17,Sample X113,2042,
E18,Sample X114,2646,
E19,Sample X115,3379,
E20,Sample X116,3361,
E21,Sample X117,3362,
E22,Sample X118,3134,
E23,Sample X119,3494,
E24,Sample X120,3438,
F01,Sample X121,3619,
F02,Sample X122,23242,
F03,Sample X123,18013,
F04,Sample X124,10931,
F05,Sample X125,6172,
F06,Sample X126,4216,
F07,Sample X127,3523,
F08,Sample X128,3113,
F09,Sample X129,3125,
F10,Sample X130,3520,
F11,Sample X131,3409,
F12,Sample X132,3584,
F13,Sample X133,2923,
F14,Sample X134,3427,
F15,Sample X135,3254,
F16,Sample X136,3513,
F17,Sample X137,3613,
F18,Sample X138,3963,
F19,Sample X139,3243,
F20,Sample X140,3352,
F21,Sample X141,3664,
F22,Sample X142,3532,
F23,Sample X143,3382,
F24,Sample X144,3025,
G01,Sample X145,3382,
G02,Sample X146,1245,
G03,Sample X147,1590,
G04,Sample X148,4238,
G05,Sample X149,3569,
G06,Sample X150,3612,
G07,Sample X151,3604,
G08,Sample X152,3731,
G09,Sample X153,3649,
G10,Sample X154,3900,
G11,Sample X155,3791,
G12,Sample X156,3862,
G13,Sample X157,2216,
G14,Sample X158,2374,
G15,Sample X159,2973,
G16,Sample X160,3086,
G17,Sample X161,3458,
G18,Sample X162,3336,
G19,Sample X163,3293,
G20,Sample X164,3444,
G21,Sample X165,3479,
G22,Sample X166,3299,
G23,Sample X167,3537,
G24,Sample X168,3489,
H01,Sample X169,3610,
H02,Sample X170,790,
H03,Sample X171,1292,
H04,Sample X172,2021,
H05,Sample X173,2521,
H06,Sample X174,3385,
H07,Sample X175,3345,
H08,Sample X176,3310,
H09,Sample X177,3534,
H10,Sample X178,3629,
H11,Sample X179,3467,
H12,Sample X180,3621,
H13,Sample X181,1730,
H14,Sample X182,3065,
H15,Sample X183,7662,
H16,Sample X184,3004,
H17,Sample X185,2975,
H18,Sample X186,3425,
H19,Sample X187,3439,
H20,Sample X188,3339,
H21,Sample X189,3460,
H22,Sample X190,3585,
H23,Sample X191,3383,
H24,Sample X192,3410,
I01,Sample X193,3398,
I02,Sample X194,2068,
I03,Sample X195,1919,
I04,Sample X196,2589,
I05,Sample X197,3083,
I06,Sample X198,3290,
I07,Sample X199,3620,
I08,Sample X200,3622,
I09,Sample X201,3635,
I10,Sample X202,3428,
I11,Sample X203,3463,
I12,Sample X204,3628,
I13,Sample X205,48141,
I14,Sample X206,48825,
I15,Sample X207,49004,
I16,Sample X208,29291,
I17,Sample X209,20044,
I18,Sample X210,21409,
I19,Sample X211,13455,
I20,Sample X212,10612,
I21,Sample X213,7026,
I22,Sample X214,3618,
I23,Sample X215,3208,
I24,Sample X216,3437,
J01,Sample X217,3593,
J02,Sample X218,1480,
J03,Sample X219,2140,
J04,Sample X220,2712,
J05,Sample X221,2913,
J06,Sample X222,3280,
J07,Sample X223,3737,
J08,Sample X224,3968,
J09,Sample X225,3529,
J10,Sample X226,3432,
J11,Sample X227,3598,
J12,Sample X228,3873,
J13,Sample X229,3732,
J14,Sample X230,3489,
J15,Sample X231,3729,
J16,Sample X232,3807,
J17,Sample X233,3561,
J18,Sample X234,3967,
J19,Sample X235,3634,
J20,Sample X236,3368,
J21,Sample X237,3512,
J22,Sample X238,3450,
J23,Sample X239,3597,
J24,Sample X240,3500,
K01,Sample X241,3949,
K02,Sample X242,2904,
K03,Sample X243,3394,
K04,Sample X244,3478,
K05,Sample X245,3678,
K06,Sample X246,3465,
K07,Sample X247,3491,
K08,Sample X248,3307,
K09,Sample X249,3468,
K10,Sample X250,3592,
K11,Sample X251,3497,
K12,Sample X252,3597,
K13,Sample X253,1212,
K14,Sample X254,1330,
K15,Sample X255,1542,
K16,Sample X256,2219,
K17,Sample X257,2873,
K18,Sample X258,3248,
K19,Sample X259,3365,
K20,Sample X260,3534,
K21,Sample X261,3360,
K22,Sample X262,3384,
K23,Sample X263,3321,
K24,Sample X264,3812,
L01,Sample X265,3789,
L02,Sample X266,88429,
L03,Sample X267,143869,
L04,Sample X268,157901,
L05,Sample X269,148410,
L06,Sample X270,103397,
L07,Sample X271,67812,
L08,Sample X272,30348,
L09,Sample X273,9645,
L10,Sample X274,4427,
L11,Sample X275,3710,
L12,Sample X276,3517,
L13,Sample X277,3336,
L14,Sample X278,3510,
L15,Sample X279,3461,
L16,Sample X280,3263,
L17,Sample X281,3304,
L18,Sample X282,3417,
L19,Sample X283,3440,
L20,Sample X284,3385,
L21,Sample X285,3406,
L22,Sample X286,3456,
L23,Sample X287,3339,
L24,Sample X288,3593,
M01,Sample X289,3988,
M02,Sample X290,4842,
M03,Sample X291,4642,
M04,Sample X292,5356,
M05,Sample X293,4968,
M06,Sample X294,4102,
M07,Sample X295,3659,
M08,Sample X296,3101,
M09,Sample X297,3117,
M10,Sample X298,3357,
M11,Sample X299,3594,
M12,Sample X300,3568,
M13,Sample X301,1667,
M14,Sample X302,3008,
M15,Sample X303,3808,
M16,Sample X304,4119,
M17,Sample X305,3778,
M18,Sample X306,3848,
M19,Sample X307,3395,
M20,Sample X308,3428,
M21,Sample X309,3337,
M22,Sample X310,3373,
M23,Sample X311,3623,
M24,Sample X312,3538,
N01,Sample X313,3810,
N02,Sample X314,1670,
N03,Sample X315,1986,
N04,Sample X316,2660,
N05,Sample X317,3002,
N06,Sample X318,3533,
N07,Sample X319,3355,
N08,Sample X320,3368,
N09,Sample X321,3381,
N10,Sample X322,3743,
N11,Sample X323,3653,
N12,Sample X324,3433,
N13,Sample X325,1556,
N14,Sample X326,2048,
N15,Sample X327,3018,
N16,Sample X328,3433,
N17,Sample X329,3424,
N18,Sample X330,3370,
N19,Sample X331,3453,
N20,Sample X332,3403,
N21,Sample X333,4225,
N22,Sample X334,3552,
N23,Sample X335,3537,
N24,Sample X336,3524,
O01,Sample X337,3815,
O02,Sample X338,3591,
O03,Sample X339,3810,
O04,Sample X340,3493,
O05,Sample X341,3817,
O06,Sample X342,3436,
O07,Sample X343,3827,
O08,Sample X344,3572,
O09,Sample X345,3048,
O10,Sample X346,3378,
O11,Sample X347,3505,
O12,Sample X348,3287,
O13,Sample X349,1962,
O14,Sample X350,2120,
O15,Sample X351,2589,
O16,Sample X352,2931,
O17,Sample X353,3183,
O18,Sample X354,3289,
O19,Sample X355,3717,
O20,Sample X356,3378,
O21,Sample X357,3078,
O22,Sample X358,3526,
O23,Sample X359,3711,
O24,Sample X360,3771,
P01,Sample X361,3830,
P02,Sample X362,3826,
P03,Sample X363,3908,
P04,Sample X364,3744,
P05,Sample X365,3767,
P06,Sample X366,3543,
P07,Sample X367,3336,
P08,Sample X368,3201,
P09,Sample X369,3590,
P10,Sample X370,3540,
P11,Sample X371,3270,
P12,Sample X372,3578,
P13,Sample X373,3447,
P14,Sample X374,3581,
P15,Sample X375,3785,
P16,Sample X376,3744,
P17,Sample X377,3617,
P18,Sample X378,3524,
P19,Sample X379,3451,
P20,Sample X380,3707,
P21,Sample X381,3594,
P22,Sample X382,3301,
P23,Sample X383,3350,
P24,Sample X384,3585,
