Well,Content,Raw Data (No filter),
A01,Sample X1,3890,
A02,Sample X2,3097,
A03,Sample X3,3573,
A04,Sample X4,3485,
A05,Sample X5,3247,
A06,Sample X6,3271,
A07,Sample X7,3230,
A08,Sample X8,3124,
A09,Sample X9,250,
A10,Sample X10,259,
A11,Sample X11,274,
A12,Sample X12,277,
A13,Sample X13,1138,
A14,Sample X14,2938,
A15,Sample X15,3247,
A16,Sample X16,3382,
A17,Sample X17,3405,
A18,Sample X18,3172,
A19,Sample X19,3325,
A20,Sample X20,3107,
A21,Sample X21,3501,
A22,Sample X22,3420,
A23,Sample X23,3265,
A24,Sample X24,3656,
B01,Sample X25,3362,
B02,Sample X26,3485,
B03,Sample X27,3183,
B04,Sample X28,3157,
B05,Sample X29,3283,
B06,Sample X30,3178,
B07,Sample X31,3144,
B08,Sample X32,3326,
B09,Sample X33,254461,
B10,Sample X34,251740,
B11,Sample X35,249444,
B12,Sample X36,245871,
B13,Sample X37,232043,
B14,Sample X38,200168,
B15,Sample X39,156448,
B16,Sample X40,86404,
B17,Sample X41,30498,
B18,Sample X42,6945,
B19,Sample X43,4117,
B20,Sample X44,3481,
B21,Sample X45,3170,
B22,Sample X46,2861,
B23,Sample X47,3314,
B24,Sample X48,3219,
C01,Sample X49,3341,
C02,Sample X50,1775,
C03,Sample X51,1538,
C04,Sample X52,1573,
C05,Sample X53,2453,
C06,Sample X54,3037,
C07,Sample X55,2987,
C08,Sample X56,3191,
C09,Sample X57,3191,
C10,Sample X58,3592,
C11,Sample X59,3424,
C12,Sample X60,3327,
C13,Sample X61,2521,
C14,Sample X62,2878,
C15,Sample X63,3053,
C16,Sample X64,3063,
C17,Sample X65,3200,
C18,Sample X66,3102,
C19,Sample X67,3205,
C20,Sample X68,3135,
C21,Sample X69,3177,
C22,Sample X70,2965,
C23,Sample X71,3174,
C24,Sample X72,3292,
D01,Sample X73,3435,
D02,Sample X74,1445,
D03,Sample X75,3192,
D04,Sample X76,3491,
D05,Sample X77,3062,
D06,Sample X78,3251,
D07,Sample X79,3105,
D08,Sample X80,3405,
D09,Sample X81,3414,
D10,Sample X82,3114,
D11,Sample X83,3032,
D12,Sample X84,3062,
D13,Sample X85,3498,
D14,Sample X86,3177,
D15,Sample X87,3060,
D16,Sample X88,3006,
D17,Sample X89,3203,
