Well,Content,Raw Data (No filter),
D18,Sample X90,3169,
D19,Sample X91,3259,
D20,Sample X92,3024,
D21,Sample X93,3080,
D22,Sample X94,3121,
D23,Sample X95,3047,
D24,Sample X96,3167,
E01,Sample X97,3573,
E02,Sample X98,2837,
E03,Sample X99,3347,
E04,Sample X100,3725,
E05,Sample X101,3458,
E06,Sample X102,3104,
E07,Sample X103,3435,
E08,Sample X104,3031,
E09,Sample X105,3080,
E10,Sample X106,2972,
E11,Sample X107,2818,
E12,Sample X108,3196,
E13,Sample X109,1249,
E14,Sample X110,1385,
E15,Sample X111,1485,
E16,Sample X112,1517,
E17,Sample X113,1608,
E18,Sample X114,1555,
E19,Sample X115,1570,
E20,Sample X116,1387,
E21,Sample X117,2389,
E22,Sample X118,2842,
E23,Sample X119,3076,
E24,Sample X120,3157,
F01,Sample X121,3326,
F02,Sample X122,1478,
F03,Sample X123,1808,
F04,Sample X124,1864,
F05,Sample X125,2362,
F06,Sample X126,3222,
F07,Sample X127,3519,
F08,Sample X128,3560,
F09,Sample X129,3208,
F10,Sample X130,3110,
F11,Sample X131,3154,
F12,Sample X132,3041,
F13,Sample X133,1317,
F14,Sample X134,1682,
F15,Sample X135,1756,
F16,Sample X136,1775,
F17,Sample X137,2215,
F18,Sample X138,2251,
F19,Sample X139,2792,
F20,Sample X140,2907,
F21,Sample X141,3009,
F22,Sample X142,3078,
F23,Sample X143,3073,
F24,Sample X144,3038,
G01,Sample X145,3333,
G02,Sample X146,2393,
G03,Sample X147,2311,
G04,Sample X148,2666,
G05,Sample X149,2929,
G06,Sample X150,2942,
G07,Sample X151,2974,
G08,Sample X152,2707,
G09,Sample X153,2993,
G10,Sample X154,2870,
G11,Sample X155,3072,
G12,Sample X156,3122,
G13,Sample X157,3298,
G14,Sample X158,3232,
G15,Sample X159,3041,
G16,Sample X160,3019,
G17,Sample X161,3125,
G18,Sample X162,3123,
G19,Sample X163,3143,
G20,Sample X164,2928,
G21,Sample X165,3148,
G22,Sample X166,3163,
G23,Sample X167,3146,
G24,Sample X168,3052,
H01,Sample X169,3242,
H02,Sample X170,3144,
H03,Sample X171,2878,
H04,Sample X172,3148,
H05,Sample X173,3007,
H06,Sample X174,2979,
H07,Sample X175,3092,
H08,Sample X176,3166,
H09,Sample X177,2911,
H10,Sample X178,2813,
H11,Sample X179,2995,
H12,Sample X180,3050,
H13,Sample X181,2963,
H14,Sample X182,3051,
H15,Sample X183,2918,
H16,Sample X184,3056,
H17,Sample X185,3072,
H18,Sample X186,3179,
H19,Sample X187,3019,
H20,Sample X188,3142,
H21,Sample X189,3191,
H22,Sample X190,3101,
H23,Sample X191,3141,
H24,Sample X192,2980,
I01,Sample X193,3253,
I02,Sample X194,10472,
I03,Sample X195,14656,
I04,Sample X196,10977,
I05,Sample X197,7041,
I06,Sample X198,3613,
I07,Sample X199,3053,
I08,Sample X200,3097,
I09,Sample X201,3225,
I10,Sample X202,3115,
I11,Sample X203,3086,
I12,Sample X204,3190,
I13,Sample X205,1359,
I14,Sample X206,1541,
I15,Sample X207,2919,
I16,Sample X208,2784,
I17,Sample X209,2753,
I18,Sample X210,2922,
I19,Sample X211,3092,
I20,Sample X212,3146,
I21,Sample X213,3101,
I22,Sample X214,3029,
I23,Sample X215,3082,
I24,Sample X216,3094,
J01,Sample X217,2824,
J02,Sample X218,1352,
J03,Sample X219,1968,
J04,Sample X220,2188,
J05,Sample X221,2546,
J06,Sample X222,2568,
J07,Sample X223,2595,
J08,Sample X224,2982,
J09,Sample X225,2873,
J10,Sample X226,3061,
J11,Sample X227,2962,
J12,Sample X228,2822,
J13,Sample X229,918,
J14,Sample X230,1923,
J15,Sample X231,2877,
J16,Sample X232,3089,
J17,Sample X233,2746,
J18,Sample X234,2790,
J19,Sample X235,2571,
J20,Sample X236,2532,
J21,Sample X237,2625,
J22,Sample X238,3054,
J23,Sample X239,2851,
J24,Sample X240,3425,
K01,Sample X241,3107,
K02,Sample X242,1117,
K03,Sample X243,1455,
K04,Sample X244,2139,
K05,Sample X245,2442,
K06,Sample X246,2714,
K07,Sample X247,2687,
K08,Sample X248,2964,
K09,Sample X249,3142,
K10,Sample X250,3055,
K11,Sample X251,3075,
K12,Sample X252,3106,
K13,Sample X253,3051,
K14,Sample X254,2965,
K15,Sample X255,3157,
K16,Sample X256,2833,
K17,Sample X257,3091,
K18,Sample X258,3078,
K19,Sample X259,2874,
K20,Sample X260,3020,
K21,Sample X261,3126,
K22,Sample X262,2904,
K23,Sample X263,3195,
K24,Sample X264,3191,
L01,Sample X265,3071,
L02,Sample X266,2155,
L03,Sample X267,2832,
L04,Sample X268,2994,
L05,Sample X269,2967,
L06,Sample X270,2738,
L07,Sample X271,3758,
L08,Sample X272,2758,
L09,Sample X273,2839,
L10,Sample X274,2607,
L11,Sample X275,2776,
L12,Sample X276,2944,
L13,Sample X277,2981,
L14,Sample X278,2946,
L15,Sample X279,2991,
L16,Sample X280,3135,
L17,Sample X281,2820,
L18,Sample X282,2835,
L19,Sample X283,3179,
L20,Sample X284,3026,
L21,Sample X285,3041,
L22,Sample X286,2947,
L23,Sample X287,3050,
L24,Sample X288,3079,
M01,Sample X289,3000,
M02,Sample X290,1505,
M03,Sample X291,1342,
M04,Sample X292,1386,
M05,Sample X293,1586,
M06,Sample X294,1416,
M07,Sample X295,1678,
M08,Sample X296,2469,
M09,Sample X297,2888,
M10,Sample X298,3230,
M11,Sample X299,3702,
M12,Sample X300,3275,
M13,Sample X301,24610,
M14,Sample X302,27078,
M15,Sample X303,45343,
M16,Sample X304,47788,
M17,Sample X305,26341,
M18,Sample X306,14247,
M19,Sample X307,10512,
M20,Sample X308,7380,
M21,Sample X309,5570,
M22,Sample X310,3573,
M23,Sample X311,3146,
M24,Sample X312,3169,
N01,Sample X313,3201,
N02,Sample X314,1407,
N03,Sample X315,2388,
N04,Sample X316,6211,
N05,Sample X317,8179,
N06,Sample X318,8797,
N07,Sample X319,9474,
N08,Sample X320,6319,
N09,Sample X321,4045,
N10,Sample X322,3149,
N11,Sample X323,2792,
N12,Sample X324,2969,
N13,Sample X325,15592,
N14,Sample X326,12982,
N15,Sample X327,8223,
N16,Sample X328,5329,
N17,Sample X329,3821,
N18,Sample X330,3180,
N19,Sample X331,3079,
N20,Sample X332,2736,
N21,Sample X333,2962,
N22,Sample X334,3112,
N23,Sample X335,3050,
N24,Sample X336,3179,
O01,Sample X337,3243,
O02,Sample X338,2239,
O03,Sample X339,2098,
O04,Sample X340,2361,
O05,Sample X341,2780,
O06,Sample X342,2929,
O07,Sample X343,3191,
O08,Sample X344,2861,
O09,Sample X345,3255,
O10,Sample X346,2998,
O11,Sample X347,3010,
O12,Sample X348,3160,
O13,Sample X349,2517,
O14,Sample X350,2268,
O15,Sample X351,2450,
O16,Sample X352,2426,
O17,Sample X353,2602,
O18,Sample X354,2560,
O19,Sample X355,2618,
O20,Sample X356,2866,
O21,Sample X357,3210,
O22,Sample X358,3377,
O23,Sample X359,3121,
O24,Sample X360,3144,
P01,Sample X361,3405,
P02,Sample X362,3398,
P03,Sample X363,3281,
P04,Sample X364,3278,
P05,Sample X365,3231,
P06,Sample X366,3071,
P07,Sample X367,3229,
P08,Sample X368,2982,
P09,Sample X369,3205,
P10,Sample X370,3128,
P11,Sample X371,3169,
P12,Sample X372,3247,
P13,Sample X373,3391,
P14,Sample X374,3314,
P15,Sample X375,3150,
P16,Sample X376,3158,
P17,Sample X377,3159,
P18,Sample X378,3442,
P19,Sample X379,3188,
P20,Sample X380,3313,
P21,Sample X381,3217,
P22,Sample X382,3439,
P23,Sample X383,3490,
P24,Sample X384,3544,
