Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,134714,
A02,Sample X2,135975,
A03,Sample X3,138968,
A04,Sample X4,133460,
A05,Sample X5,137726,
A06,Sample X6,134992,
A07,Sample X7,128940,
A08,Sample X8,131673,
A09,Sample X9,3144,
A10,Sample X10,3097,
A11,Sample X11,3097,
A12,Sample X12,3140,
A13,Sample X13,82078,
A14,Sample X14,109385,
A15,Sample X15,107216,
A16,Sample X16,121224,
A17,Sample X17,102741,
A18,Sample X18,120389,
A19,Sample X19,124555,
A20,Sample X20,154464,
A21,Sample X21,120337,
A22,Sample X22,119422,
A23,Sample X23,153791,
A24,Sample X24,128768,
B01,Sample X25,140443,
B02,Sample X26,134711,
B03,Sample X27,111962,
B04,Sample X28,131092,
B05,Sample X29,130644,
B06,Sample X30,116902,
B07,Sample X31,108612,
B08,Sample X32,111399,
B09,Sample X33,81066,
B10,Sample X34,95510,
B11,Sample X35,88818,
B12,Sample X36,81245,
B13,Sample X37,106276,
B14,Sample X38,125267,
B15,Sample X39,152643,
B16,Sample X40,109116,
B17,Sample X41,109609,
B18,Sample X42,130717,
B19,Sample X43,107079,
B20,Sample X44,129000,
B21,Sample X45,108865,
B22,Sample X46,119485,
B23,Sample X47,138382,
B24,Sample X48,138283,
C01,Sample X49,145954,
C02,Sample X50,3296,
C03,Sample X51,7811,
C04,Sample X52,79033,
C05,Sample X53,126621,
C06,Sample X54,138029,
C07,Sample X55,133373,
C08,Sample X56,118295,
C09,Sample X57,114490,
C10,Sample X58,118279,
C11,Sample X59,111567,
C12,Sample X60,108375,
C13,Sample X61,97055,
C14,Sample X62,121992,
C15,Sample X63,106758,
C16,Sample X64,112399,
C17,Sample X65,114426,
C18,Sample X66,110629,
C19,Sample X67,110105,
C20,Sample X68,134994,
C21,Sample X69,125677,
C22,Sample X70,118841,
C23,Sample X71,135766,
C24,Sample X72,131254,
D01,Sample X73,142470,
D02,Sample X74,21452,
D03,Sample X75,110322,
D04,Sample X76,93061,
D05,Sample X77,115642,
D06,Sample X78,122482,
D07,Sample X79,124615,
D08,Sample X80,128607,
D09,Sample X81,111555,
D10,Sample X82,129326,
D11,Sample X83,110476,
D12,Sample X84,113944,
D13,Sample X85,102854,
D14,Sample X86,109913,
D15,Sample X87,106352,
D16,Sample X88,107981,
D17,Sample X89,111030,
D18,Sample X90,111790,
D19,Sample X91,117308,
D20,Sample X92,118468,
D21,Sample X93,115490,
D22,Sample X94,129138,
D23,Sample X95,127371,
D24,Sample X96,141602,
E01,Sample X97,147948,
E02,Sample X98,111540,
E03,Sample X99,116277,
E04,Sample X100,110841,
E05,Sample X101,129418,
E06,Sample X102,132597,
E07,Sample X103,110588,
E08,Sample X104,126800,
E09,Sample X105,116645,
E10,Sample X106,111120,
E11,Sample X107,108188,
E12,Sample X108,108718,
E13,Sample X109,3253,
E14,Sample X110,3299,
E15,Sample X111,3313,
E16,Sample X112,3310,
E17,Sample X113,3241,
E18,Sample X114,3276,
E19,Sample X115,3419,
E20,Sample X116,77170,
E21,Sample X117,119152,
E22,Sample X118,127866,
E23,Sample X119,135294,
E24,Sample X120,139600,
F01,Sample X121,143348,
F02,Sample X122,77667,
F03,Sample X123,108482,
F04,Sample X124,109879,
F05,Sample X125,115660,
F06,Sample X126,133356,
F07,Sample X127,112830,
F08,Sample X128,110276,
F09,Sample X129,119393,
F10,Sample X130,107434,
F11,Sample X131,109947,
F12,Sample X132,107654,
F13,Sample X133,27162,
F14,Sample X134,51612,
F15,Sample X135,79391,
F16,Sample X136,102438,
F17,Sample X137,91220,
F18,Sample X138,101991,
F19,Sample X139,102314,
F20,Sample X140,126560,
F21,Sample X141,121197,
F22,Sample X142,133849,
F23,Sample X143,136975,
F24,Sample X144,138785,
G01,Sample X145,144566,
G02,Sample X146,66705,
G03,Sample X147,114184,
G04,Sample X148,133205,
G05,Sample X149,126771,
G06,Sample X150,126793,
G07,Sample X151,111990,
G08,Sample X152,111817,
G09,Sample X153,127203,
G10,Sample X154,112127,
G11,Sample X155,127956,
G12,Sample X156,126236,
G13,Sample X157,106712,
G14,Sample X158,109431,
G15,Sample X159,115119,
G16,Sample X160,123963,
G17,Sample X161,111599,
G18,Sample X162,105899,
G19,Sample X163,108089,
G20,Sample X164,121537,
G21,Sample X165,126744,
G22,Sample X166,136557,
G23,Sample X167,131984,
G24,Sample X168,140191,
H01,Sample X169,136598,
H02,Sample X170,150993,
H03,Sample X171,151223,
H04,Sample X172,147269,
H05,Sample X173,129740,
H06,Sample X174,126463,
H07,Sample X175,111710,
H08,Sample X176,109019,
H09,Sample X177,109420,
H10,Sample X178,110302,
H11,Sample X179,114743,
H12,Sample X180,114297,
H13,Sample X181,110087,
H14,Sample X182,106471,
H15,Sample X183,104100,
H16,Sample X184,107098,
H17,Sample X185,109919,
H18,Sample X186,106613,
H19,Sample X187,106616,
H20,Sample X188,125485,
H21,Sample X189,121291,
H22,Sample X190,131787,
H23,Sample X191,130225,
H24,Sample X192,137272,
I01,Sample X193,147305,
I02,Sample X194,126963,
I03,Sample X195,138844,
I04,Sample X196,132619,
I05,Sample X197,129475,
