Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,101274,
A02,Sample X2,109333,
A03,Sample X3,108806,
A04,Sample X4,106013,
A05,Sample X5,102603,
A06,Sample X6,110705,
A07,Sample X7,111461,
A08,Sample X8,111060,
A09,Sample X9,1587,
A10,Sample X10,1623,
A11,Sample X11,1625,
A12,Sample X12,1655,
A13,Sample X13,4171,
A14,Sample X14,83496,
A15,Sample X15,104154,
A16,Sample X16,111172,
A17,Sample X17,112463,
A18,Sample X18,114283,
A19,Sample X19,111151,
A20,Sample X20,118867,
A21,Sample X21,114238,
A22,Sample X22,112915,
A23,Sample X23,111352,
A24,Sample X24,112341,
B01,Sample X25,104497,
B02,Sample X26,109746,
B03,Sample X27,113518,
B04,Sample X28,116691,
B05,Sample X29,114013,
B06,Sample X30,115883,
B07,Sample X31,114614,
B08,Sample X32,113921,
B09,Sample X33,118205,
B10,Sample X34,118729,
B11,Sample X35,117541,
B12,Sample X36,120618,
B13,Sample X37,119011,
B14,Sample X38,120458,
B15,Sample X39,120288,
B16,Sample X40,120516,
B17,Sample X41,122328,
B18,Sample X42,118810,
B19,Sample X43,116747,
B20,Sample X44,121726,
B21,Sample X45,124176,
B22,Sample X46,119456,
B23,Sample X47,120224,
B24,Sample X48,116985,
C01,Sample X49,116723,
C02,Sample X50,117160,
C03,Sample X51,117426,
C04,Sample X52,117111,
C05,Sample X53,116332,
C06,Sample X54,115921,
C07,Sample X55,117121,
C08,Sample X56,116549,
C09,Sample X57,118819,
C10,Sample X58,119624,
C11,Sample X59,122346,
C12,Sample X60,122093,
C13,Sample X61,127031,
C14,Sample X62,129106,
C15,Sample X63,126620,
C16,Sample X64,124896,
C17,Sample X65,123108,
C18,Sample X66,121549,
C19,Sample X67,118720,
C20,Sample X68,122125,
C21,Sample X69,124882,
C22,Sample X70,120688,
C23,Sample X71,121637,
C24,Sample X72,115278,
D01,Sample X73,114927,
D02,Sample X74,87208,
D03,Sample X75,109826,
D04,Sample X76,106073,
D05,Sample X77,112009,
D06,Sample X78,111411,
D07,Sample X79,101049,
D08,Sample X80,114152,
D09,Sample X81,109214,
D10,Sample X82,109322,
D11,Sample X83,115158,
D12,Sample X84,119196,
D13,Sample X85,118349,
D14,Sample X86,117171,
D15,Sample X87,119286,
D16,Sample X88,120010,
D17,Sample X89,118159,
D18,Sample X90,118881,
D19,Sample X91,122793,
D20,Sample X92,123677,
D21,Sample X93,125145,
D22,Sample X94,124941,
D23,Sample X95,136030,
D24,Sample X96,118706,
E01,Sample X97,115785,
E02,Sample X98,142947,
E03,Sample X99,136415,
E04,Sample X100,129239,
E05,Sample X101,104344,
E06,Sample X102,116242,
E07,Sample X103,116741,
E08,Sample X104,106467,
E09,Sample X105,118627,
E10,Sample X106,114664,
E11,Sample X107,105138,
E12,Sample X108,119669,
E13,Sample X109,108813,
E14,Sample X110,120201,
E15,Sample X111,121742,
E16,Sample X112,122812,
E17,Sample X113,121602,
E18,Sample X114,123866,
E19,Sample X115,124371,
E20,Sample X116,123914,
E21,Sample X117,124958,
E22,Sample X118,122121,
E23,Sample X119,119966,
E24,Sample X120,115229,
F01,Sample X121,121109,
F02,Sample X122,126440,
F03,Sample X123,127716,
F04,Sample X124,121462,
F05,Sample X125,118825,
F06,Sample X126,113894,
F07,Sample X127,93695,
F08,Sample X128,101838,
F09,Sample X129,110534,
F10,Sample X130,112937,
F11,Sample X131,112920,
F12,Sample X132,90941,
F13,Sample X133,2090,
F14,Sample X134,2116,
F15,Sample X135,106273,
F16,Sample X136,119167,
F17,Sample X137,121406,
F18,Sample X138,123392,
F19,Sample X139,126128,
F20,Sample X140,122452,
F21,Sample X141,122585,
F22,Sample X142,122006,
F23,Sample X143,121598,
F24,Sample X144,117411,
G01,Sample X145,118160,
G02,Sample X146,2229,
