Well,Content,Raw Data (530-15/590-20),
A01,Sample X1,107733,
A02,Sample X2,107698,
A03,Sample X3,112977,
A04,Sample X4,111908,
A05,Sample X5,114224,
A06,Sample X6,111467,
A07,Sample X7,109819,
A08,Sample X8,111597,
A09,Sample X9,1553,
A10,Sample X10,1766,
A11,Sample X11,1574,
A12,Sample X12,1616,
A13,Sample X13,19537,
A14,Sample X14,86652,
A15,Sample X15,99194,
A16,Sample X16,107033,
A17,Sample X17,111541,
A18,Sample X18,105930,
A19,Sample X19,108416,
A20,Sample X20,107840,
A21,Sample X21,109514,
A22,Sample X22,113577,
A23,Sample X23,107736,
A24,Sample X24,102459,
B01,Sample X25,108961,
B02,Sample X26,112526,
B03,Sample X27,111368,
B04,Sample X28,112299,
B05,Sample X29,112739,
B06,Sample X30,109993,
B07,Sample X31,113603,
B08,Sample X32,112406,
B09,Sample X33,113847,
B10,Sample X34,114122,
B11,Sample X35,113469,
B12,Sample X36,114452,
B13,Sample X37,112164,
B14,Sample X38,112178,
B15,Sample X39,110418,
B16,Sample X40,111880,
B17,Sample X41,108536,
B18,Sample X42,109299,
B19,Sample X43,109677,
B20,Sample X44,111954,
B21,Sample X45,115565,
B22,Sample X46,116538,
B23,Sample X47,115297,
B24,Sample X48,109798,
C01,Sample X49,114584,
C02,Sample X50,1938,
C03,Sample X51,3840,
C04,Sample X52,77434,
C05,Sample X53,110910,
C06,Sample X54,113018,
C07,Sample X55,117753,
C08,Sample X56,118032,
C09,Sample X57,118291,
C10,Sample X58,112986,
C11,Sample X59,111980,
C12,Sample X60,112447,
C13,Sample X61,65260,
C14,Sample X62,106533,
C15,Sample X63,109490,
C16,Sample X64,110967,
C17,Sample X65,108275,
C18,Sample X66,112102,
C19,Sample X67,103509,
C20,Sample X68,106601,
C21,Sample X69,108286,
C22,Sample X70,109229,
C23,Sample X71,107460,
C24,Sample X72,103990,
D01,Sample X73,110747,
D02,Sample X74,17079,
D03,Sample X75,55048,
D04,Sample X76,103511,
D05,Sample X77,121688,
D06,Sample X78,116168,
D07,Sample X79,117866,
D08,Sample X80,116891,
D09,Sample X81,112856,
D10,Sample X82,112037,
D11,Sample X83,111297,
D12,Sample X84,114533,
D13,Sample X85,99850,
D14,Sample X86,109923,
D15,Sample X87,104850,
D16,Sample X88,106744,
D17,Sample X89,106918,
D18,Sample X90,107856,
D19,Sample X91,105212,
D20,Sample X92,106495,
D21,Sample X93,108559,
D22,Sample X94,108065,
D23,Sample X95,110189,
D24,Sample X96,106344,
E01,Sample X97,109661,
E02,Sample X98,88776,
E03,Sample X99,109580,
E04,Sample X100,117838,
E05,Sample X101,122162,
E06,Sample X102,118548,
E07,Sample X103,121279,
E08,Sample X104,117439,
E09,Sample X105,112363,
E10,Sample X106,114265,
E11,Sample X107,118082,
E12,Sample X108,112853,
E13,Sample X109,2063,
E14,Sample X110,2111,
E15,Sample X111,2078,
E16,Sample X112,2072,
E17,Sample X113,2033,
E18,Sample X114,2070,
E19,Sample X115,2080,
E20,Sample X116,73996,
E21,Sample X117,108585,
E22,Sample X118,110328,
E23,Sample X119,112204,
E24,Sample X120,106912,
F01,Sample X121,112096,
F02,Sample X122,64323,
F03,Sample X123,93184,
F04,Sample X124,104925,
F05,Sample X125,114522,
F06,Sample X126,116133,
F07,Sample X127,118779,
F08,Sample X128,117399,
F09,Sample X129,109455,
F10,Sample X130,106644,
F11,Sample X131,114428,
F12,Sample X132,109980,
F13,Sample X133,8134,
F14,Sample X134,35745,
F15,Sample X135,47413,
F16,Sample X136,81357,
F17,Sample X137,105505,
F18,Sample X138,63004,
F19,Sample X139,97354,
F20,Sample X140,101462,
F21,Sample X141,111605,
F22,Sample X142,114553,
F23,Sample X143,113307,
F24,Sample X144,105732,
G01,Sample X145,115005,
G02,Sample X146,51960,
G03,Sample X147,98366,
G04,Sample X148,115208,
G05,Sample X149,118048,
G06,Sample X150,119550,
G07,Sample X151,114564,
G08,Sample X152,116675,
G09,Sample X153,110521,
G10,Sample X154,116076,
G11,Sample X155,115712,
G12,Sample X156,110358,
G13,Sample X157,108148,
G14,Sample X158,98338,
G15,Sample X159,97533,
G16,Sample X160,101606,
G17,Sample X161,93532,
G18,Sample X162,103316,
G19,Sample X163,104879,
G20,Sample X164,115714,
G21,Sample X165,115673,
G22,Sample X166,117910,
G23,Sample X167,116531,
G24,Sample X168,110592,
H01,Sample X169,111356,
H02,Sample X170,136191,
H03,Sample X171,129695,
H04,Sample X172,126754,
H05,Sample X173,123532,
H06,Sample X174,122384,
H07,Sample X175,124026,
H08,Sample X176,118793,
H09,Sample X177,119049,
H10,Sample X178,114540,
H11,Sample X179,103372,
H12,Sample X180,97278,
H13,Sample X181,106676,
H14,Sample X182,112295,
H15,Sample X183,102271,
H16,Sample X184,108427,
H17,Sample X185,104036,
H18,Sample X186,113757,
H19,Sample X187,109255,
H20,Sample X188,110450,
H21,Sample X189,115877,
H22,Sample X190,110474,
H23,Sample X191,113190,
H24,Sample X192,109938,
I01,Sample X193,110797,
I02,Sample X194,114402,
I03,Sample X195,125001,
I04,Sample X196,122120,
I05,Sample X197,122515,
I06,Sample X198,121454,
I07,Sample X199,117817,
I08,Sample X200,119497,
I09,Sample X201,118462,
I10,Sample X202,113203,
I11,Sample X203,112457,
I12,Sample X204,106434,
I13,Sample X205,1985,
I14,Sample X206,4585,
I15,Sample X207,101933,
I16,Sample X208,106916,
I17,Sample X209,113008,
I18,Sample X210,107041,
I19,Sample X211,109883,
I20,Sample X212,112454,
I21,Sample X213,115232,
I22,Sample X214,117803,
I23,Sample X215,117026,
I24,Sample X216,115033,
J01,Sample X217,116327,
J02,Sample X218,119106,
J03,Sample X219,122492,
J04,Sample X220,121931,
J05,Sample X221,121917,
J06,Sample X222,120580,
J07,Sample X223,117038,
J08,Sample X224,115158,
J09,Sample X225,116519,
J10,Sample X226,116143,
J11,Sample X227,115627,
J12,Sample X228,112199,
J13,Sample X229,67369,
J14,Sample X230,101610,
J15,Sample X231,113127,
J16,Sample X232,115308,
J17,Sample X233,115192,
J18,Sample X234,105165,
J19,Sample X235,113084,
J20,Sample X236,116530,
J21,Sample X237,115805,
J22,Sample X238,118881,
J23,Sample X239,117452,
J24,Sample X240,109715,
K01,Sample X241,115406,
K02,Sample X242,38261,
K03,Sample X243,108837,
K04,Sample X244,124256,
K05,Sample X245,123267,
K06,Sample X246,123076,
K07,Sample X247,121057,
K08,Sample X248,123146,
K09,Sample X249,123349,
K10,Sample X250,118737,
K11,Sample X251,117673,
K12,Sample X252,115809,
K13,Sample X253,116171,
K14,Sample X254,116537,
K15,Sample X255,114254,
K16,Sample X256,118182,
K17,Sample X257,113177,
K18,Sample X258,114887,
K19,Sample X259,117302,
K20,Sample X260,114375,
K21,Sample X261,118662,
K22,Sample X262,120360,
K23,Sample X263,113971,
K24,Sample X264,112835,
L01,Sample X265,111388,
L02,Sample X266,104855,
L03,Sample X267,124391,
L04,Sample X268,121498,
L05,Sample X269,124971,
L06,Sample X270,125222,
L07,Sample X271,120238,
L08,Sample X272,117720,
L09,Sample X273,120169,
L10,Sample X274,118841,
L11,Sample X275,120160,
L12,Sample X276,117902,
L13,Sample X277,115763,
L14,Sample X278,119344,
L15,Sample X279,118346,
L16,Sample X280,119573,
L17,Sample X281,119180,
L18,Sample X282,117703,
L19,Sample X283,116324,
L20,Sample X284,116422,
L21,Sample X285,119367,
L22,Sample X286,119090,
L23,Sample X287,116675,
L24,Sample X288,113365,
M01,Sample X289,116434,
M02,Sample X290,101491,
M03,Sample X291,107166,
M04,Sample X292,107815,
M05,Sample X293,104917,
M06,Sample X294,107992,
M07,Sample X295,115091,
M08,Sample X296,122253,
M09,Sample X297,118588,
M10,Sample X298,119489,
M11,Sample X299,121518,
M12,Sample X300,120672,
M13,Sample X301,104200,
M14,Sample X302,106568,
M15,Sample X303,114648,
M16,Sample X304,116108,
M17,Sample X305,120775,
M18,Sample X306,118180,
M19,Sample X307,118864,
M20,Sample X308,119180,
M21,Sample X309,121677,
M22,Sample X310,120451,
M23,Sample X311,117257,
M24,Sample X312,107041,
N01,Sample X313,112566,
N02,Sample X314,60321,
N03,Sample X315,93124,
N04,Sample X316,109329,
N05,Sample X317,110377,
N06,Sample X318,117630,
N07,Sample X319,119334,
N08,Sample X320,120262,
N09,Sample X321,117910,
N10,Sample X322,117370,
N11,Sample X323,118151,
N12,Sample X324,122812,
N13,Sample X325,120943,
N14,Sample X326,119057,
N15,Sample X327,119950,
N16,Sample X328,119547,
N17,Sample X329,118823,
N18,Sample X330,119866,
N19,Sample X331,120411,
N20,Sample X332,121101,
N21,Sample X333,120376,
N22,Sample X334,121061,
N23,Sample X335,115451,
N24,Sample X336,109920,
O01,Sample X337,108452,
O02,Sample X338,106926,
O03,Sample X339,114252,
O04,Sample X340,118725,
O05,Sample X341,124965,
O06,Sample X342,122031,
O07,Sample X343,117316,
O08,Sample X344,122001,
O09,Sample X345,120197,
O10,Sample X346,118809,
O11,Sample X347,121018,
O12,Sample X348,120598,
O13,Sample X349,116683,
O14,Sample X350,116521,
O15,Sample X351,117226,
O16,Sample X352,116480,
O17,Sample X353,119549,
O18,Sample X354,118097,
O19,Sample X355,118315,
O20,Sample X356,120792,
O21,Sample X357,118585,
O22,Sample X358,116719,
O23,Sample X359,114069,
O24,Sample X360,108152,
P01,Sample X361,105067,
P02,Sample X362,110057,
P03,Sample X363,112192,
P04,Sample X364,105299,
P05,Sample X365,103749,
P06,Sample X366,100765,
P07,Sample X367,96163,
P08,Sample X368,105421,
P09,Sample X369,107750,
P10,Sample X370,110929,
P11,Sample X371,111225,
P12,Sample X372,111555,
P13,Sample X373,109147,
P14,Sample X374,111509,
P15,Sample X375,112326,
P16,Sample X376,109334,
P17,Sample X377,110717,
P18,Sample X378,114060,
P19,Sample X379,112556,
P20,Sample X380,115549,
P21,Sample X381,112833,
P22,Sample X382,113615,
P23,Sample X383,106889,
P24,Sample X384,102994,
