Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,131281,
A,2,Sample X2,128227,
A,3,Sample X3,135377,
A,4,Sample X4,131427,
A,5,Sample X5,133961,
A,6,Sample X6,125289,
A,7,Sample X7,128416,
A,8,Sample X8,125594,
A,9,Sample X9,2231,
A,10,Sample X10,2258,
A,11,Sample X11,2224,
A,12,Sample X12,2300,
A,13,Sample X13,1843,
A,14,Sample X14,3206,
A,15,Sample X15,21547,
A,16,Sample X16,80454,
A,17,Sample X17,113015,
A,18,Sample X18,120423,
A,19,Sample X19,120570,
A,20,Sample X20,122313,
A,21,Sample X21,125630,
A,22,Sample X22,134561,
A,23,Sample X23,134264,
A,24,Sample X24,118655,
B,1,Sample X25,132085,
B,2,Sample X26,139291,
B,3,Sample X27,130975,
B,4,Sample X28,143745,
B,5,Sample X29,134533,
B,6,Sample X30,132034,
B,7,Sample X31,135075,
B,8,Sample X32,134776,
B,9,Sample X33,128815,
B,10,Sample X34,131228,
B,11,Sample X35,127433,
B,12,Sample X36,134117,
B,13,Sample X37,128584,
B,14,Sample X38,130823,
B,15,Sample X39,127312,
B,16,Sample X40,129576,
B,17,Sample X41,130199,
B,18,Sample X42,130855,
B,19,Sample X43,131867,
B,20,Sample X44,137940,
B,21,Sample X45,135499,
B,22,Sample X46,136424,
B,23,Sample X47,135717,
B,24,Sample X48,124467,
C,1,Sample X49,134614,
C,2,Sample X50,124217,
C,3,Sample X51,137780,
C,4,Sample X52,139580,
C,5,Sample X53,133791,
C,6,Sample X54,143404,
C,7,Sample X55,139754,
C,8,Sample X56,136207,
C,9,Sample X57,137385,
C,10,Sample X58,138711,
C,11,Sample X59,133799,
C,12,Sample X60,139907,
C,13,Sample X61,131326,
C,14,Sample X62,138190,
C,15,Sample X63,140495,
C,16,Sample X64,135754,
C,17,Sample X65,140676,
C,18,Sample X66,138617,
C,19,Sample X67,140890,
C,20,Sample X68,141340,
C,21,Sample X69,141317,
C,22,Sample X70,136373,
C,23,Sample X71,136356,
C,24,Sample X72,124038,
D,1,Sample X73,125134,
D,2,Sample X74,18522,
D,3,Sample X75,103877,
D,4,Sample X76,134623,
D,5,Sample X77,137206,
D,6,Sample X78,137102,
D,7,Sample X79,142603,
D,8,Sample X80,143115,
D,9,Sample X81,140410,
D,10,Sample X82,139119,
D,11,Sample X83,135637,
D,12,Sample X84,137850,
D,13,Sample X85,134861,
D,14,Sample X86,132906,
D,15,Sample X87,137634,
D,16,Sample X88,136473,
D,17,Sample X89,136160,
D,18,Sample X90,137946,
D,19,Sample X91,142988,
D,20,Sample X92,137472,
D,21,Sample X93,142832,
D,22,Sample X94,136561,
D,23,Sample X95,134962,
D,24,Sample X96,130664,
E,1,Sample X97,124202,
E,2,Sample X98,135666,
E,3,Sample X99,133154,
E,4,Sample X100,135899,
E,5,Sample X101,136553,
E,6,Sample X102,136687,
E,7,Sample X103,135661,
E,8,Sample X104,138877,
E,9,Sample X105,133456,
E,10,Sample X106,133247,
E,11,Sample X107,140137,
E,12,Sample X108,139681,
E,13,Sample X109,2945,
E,14,Sample X110,2920,
E,15,Sample X111,2973,
E,16,Sample X112,11367,
E,17,Sample X113,103480,
E,18,Sample X114,130248,
E,19,Sample X115,137922,
E,20,Sample X116,142291,
E,21,Sample X117,142246,
E,22,Sample X118,143163,
E,23,Sample X119,135507,
E,24,Sample X120,126267,
F,1,Sample X121,131537,
F,2,Sample X122,26132,
F,3,Sample X123,62548,
F,4,Sample X124,131207,
F,5,Sample X125,138862,
F,6,Sample X126,131572,
F,7,Sample X127,128782,
F,8,Sample X128,127247,
F,9,Sample X129,126089,
F,10,Sample X130,130755,
F,11,Sample X131,137594,
F,12,Sample X132,133780,
F,13,Sample X133,57663,
F,14,Sample X134,113945,
F,15,Sample X135,136337,
F,16,Sample X136,134879,
F,17,Sample X137,138122,
F,18,Sample X138,135865,
F,19,Sample X139,144616,
F,20,Sample X140,140010,
F,21,Sample X141,142638,
F,22,Sample X142,136379,
F,23,Sample X143,132452,
F,24,Sample X144,124871,
G,1,Sample X145,130011,
G,2,Sample X146,122174,
G,3,Sample X147,131486,
G,4,Sample X148,132892,
G,5,Sample X149,130196,
G,6,Sample X150,130532,
G,7,Sample X151,131594,
G,8,Sample X152,128887,
G,9,Sample X153,131787,
G,10,Sample X154,134754,
G,11,Sample X155,131390,
G,12,Sample X156,125519,
G,13,Sample X157,27488,
G,14,Sample X158,95015,
G,15,Sample X159,125352,
G,16,Sample X160,133012,
G,17,Sample X161,146521,
G,18,Sample X162,134468,
G,19,Sample X163,133844,
G,20,Sample X164,137216,
G,21,Sample X165,140188,
G,22,Sample X166,136005,
G,23,Sample X167,131910,
G,24,Sample X168,127127,
H,1,Sample X169,135481,
H,2,Sample X170,122667,
H,3,Sample X171,131673,
H,4,Sample X172,131243,
H,5,Sample X173,125043,
H,6,Sample X174,120650,
H,7,Sample X175,109704,
H,8,Sample X176,123047,
H,9,Sample X177,108534,
H,10,Sample X178,122116,
H,11,Sample X179,118519,
H,12,Sample X180,123357,
H,13,Sample X181,117576,
H,14,Sample X182,119050,
H,15,Sample X183,129230,
H,16,Sample X184,125120,
H,17,Sample X185,119015,
H,18,Sample X186,131746,
H,19,Sample X187,131926,
H,20,Sample X188,138487,
H,21,Sample X189,135383,
H,22,Sample X190,129188,
H,23,Sample X191,131726,
H,24,Sample X192,127000,
I,1,Sample X193,130367,
I,2,Sample X194,140241,
I,3,Sample X195,143161,
I,4,Sample X196,136582,
I,5,Sample X197,128605,
I,6,Sample X198,123200,
I,7,Sample X199,107776,
I,8,Sample X200,108840,
I,9,Sample X201,123475,
I,10,Sample X202,129082,
I,11,Sample X203,118557,
I,12,Sample X204,119770,
I,13,Sample X205,2793,
I,14,Sample X206,2837,
I,15,Sample X207,3001,
I,16,Sample X208,63015,
I,17,Sample X209,112950,
I,18,Sample X210,140778,
I,19,Sample X211,139043,
I,20,Sample X212,144317,
I,21,Sample X213,146650,
I,22,Sample X214,139447,
I,23,Sample X215,140140,
I,24,Sample X216,132189,
J,1,Sample X217,126488,
J,2,Sample X218,130250,
J,3,Sample X219,140230,
J,4,Sample X220,139332,
J,5,Sample X221,128276,
J,6,Sample X222,117925,
J,7,Sample X223,113641,
J,8,Sample X224,109353,
