Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,144611,
A,2,Sample X2,151586,
A,3,Sample X3,155842,
A,4,Sample X4,154825,
A,5,Sample X5,152586,
A,6,Sample X6,152519,
A,7,Sample X7,144893,
A,8,Sample X8,138117,
A,9,Sample X9,2318,
A,10,Sample X10,2310,
A,11,Sample X11,2329,
A,12,Sample X12,2276,
A,13,Sample X13,3037,
A,14,Sample X14,23628,
A,15,Sample X15,42961,
A,16,Sample X16,119298,
A,17,Sample X17,109162,
A,18,Sample X18,137869,
A,19,Sample X19,141714,
A,20,Sample X20,143578,
A,21,Sample X21,143503,
A,22,Sample X22,146873,
A,23,Sample X23,144546,
A,24,Sample X24,142375,
B,1,Sample X25,147067,
B,2,Sample X26,158028,
B,3,Sample X27,157808,
B,4,Sample X28,151373,
B,5,Sample X29,147743,
B,6,Sample X30,154807,
B,7,Sample X31,150649,
B,8,Sample X32,146510,
B,9,Sample X33,146053,
B,10,Sample X34,142028,
B,11,Sample X35,147613,
B,12,Sample X36,143401,
B,13,Sample X37,148020,
B,14,Sample X38,141375,
B,15,Sample X39,145193,
B,16,Sample X40,142381,
B,17,Sample X41,144357,
B,18,Sample X42,142644,
B,19,Sample X43,142627,
B,20,Sample X44,142459,
B,21,Sample X45,144518,
B,22,Sample X46,147829,
B,23,Sample X47,142998,
B,24,Sample X48,146937,
C,1,Sample X49,152034,
C,2,Sample X50,159033,
C,3,Sample X51,156485,
C,4,Sample X52,150335,
C,5,Sample X53,154721,
C,6,Sample X54,157474,
C,7,Sample X55,159528,
C,8,Sample X56,159628,
C,9,Sample X57,157148,
C,10,Sample X58,157655,
C,11,Sample X59,158696,
C,12,Sample X60,157883,
C,13,Sample X61,149463,
C,14,Sample X62,149403,
C,15,Sample X63,154748,
C,16,Sample X64,157999,
C,17,Sample X65,151937,
C,18,Sample X66,157146,
C,19,Sample X67,158417,
C,20,Sample X68,156288,
C,21,Sample X69,148632,
C,22,Sample X70,151892,
C,23,Sample X71,152598,
C,24,Sample X72,150122,
D,1,Sample X73,165522,
D,2,Sample X74,140002,
D,3,Sample X75,147540,
D,4,Sample X76,164783,
D,5,Sample X77,176637,
D,6,Sample X78,175423,
D,7,Sample X79,176847,
D,8,Sample X80,167754,
D,9,Sample X81,166552,
D,10,Sample X82,168055,
D,11,Sample X83,162311,
D,12,Sample X84,157671,
D,13,Sample X85,93980,
D,14,Sample X86,97528,
D,15,Sample X87,121917,
D,16,Sample X88,136575,
D,17,Sample X89,141245,
D,18,Sample X90,126313,
D,19,Sample X91,149927,
D,20,Sample X92,154379,
D,21,Sample X93,147792,
D,22,Sample X94,146135,
D,23,Sample X95,141592,
D,24,Sample X96,148222,
E,1,Sample X97,164792,
E,2,Sample X98,61170,
E,3,Sample X99,142409,
E,4,Sample X100,165127,
E,5,Sample X101,166636,
E,6,Sample X102,159699,
E,7,Sample X103,167550,
E,8,Sample X104,165184,
E,9,Sample X105,168308,
E,10,Sample X106,162178,
E,11,Sample X107,162120,
E,12,Sample X108,157858,
E,13,Sample X109,2930,
E,14,Sample X110,2884,
E,15,Sample X111,3064,
E,16,Sample X112,106101,
E,17,Sample X113,132780,
E,18,Sample X114,149636,
E,19,Sample X115,148398,
E,20,Sample X116,153772,
E,21,Sample X117,142069,
E,22,Sample X118,145313,
E,23,Sample X119,150312,
E,24,Sample X120,147892,
F,1,Sample X121,151623,
F,2,Sample X122,156331,
F,3,Sample X123,159379,
F,4,Sample X124,155186,
F,5,Sample X125,156369,
F,6,Sample X126,154772,
F,7,Sample X127,159437,
F,8,Sample X128,163833,
F,9,Sample X129,153501,
F,10,Sample X130,140406,
F,11,Sample X131,149395,
F,12,Sample X132,144620,
F,13,Sample X133,146405,
F,14,Sample X134,143696,
F,15,Sample X135,119887,
F,16,Sample X136,141768,
F,17,Sample X137,127805,
F,18,Sample X138,133237,
F,19,Sample X139,137628,
F,20,Sample X140,148764,
F,21,Sample X141,147711,
F,22,Sample X142,144560,
F,23,Sample X143,150328,
F,24,Sample X144,145592,
G,1,Sample X145,156414,
G,2,Sample X146,2827,
G,3,Sample X147,2864,
G,4,Sample X148,143369,
G,5,Sample X149,152688,
G,6,Sample X150,157876,
G,7,Sample X151,151243,
G,8,Sample X152,150880,
G,9,Sample X153,145828,
G,10,Sample X154,137683,
G,11,Sample X155,143043,
G,12,Sample X156,138252,
G,13,Sample X157,142928,
G,14,Sample X158,136963,
G,15,Sample X159,128308,
G,16,Sample X160,136923,
G,17,Sample X161,135589,
G,18,Sample X162,128986,
G,19,Sample X163,126815,
G,20,Sample X164,134121,
G,21,Sample X165,145381,
G,22,Sample X166,146727,
G,23,Sample X167,144483,
G,24,Sample X168,140924,
H,1,Sample X169,156151,
H,2,Sample X170,109928,
H,3,Sample X171,126157,
H,4,Sample X172,142780,
H,5,Sample X173,156069,
H,6,Sample X174,153434,
H,7,Sample X175,149297,
H,8,Sample X176,147204,
H,9,Sample X177,140640,
H,10,Sample X178,143459,
H,11,Sample X179,129905,
H,12,Sample X180,135181,
H,13,Sample X181,135259,
H,14,Sample X182,137143,
H,15,Sample X183,131130,
H,16,Sample X184,128867,
H,17,Sample X185,135953,
H,18,Sample X186,139705,
H,19,Sample X187,120887,
H,20,Sample X188,145361,
H,21,Sample X189,140094,
H,22,Sample X190,141678,
H,23,Sample X191,145391,
H,24,Sample X192,143108,
I,1,Sample X193,160535,
I,2,Sample X194,153536,
I,3,Sample X195,154723,
I,4,Sample X196,154522,
I,5,Sample X197,154845,
I,6,Sample X198,151361,
I,7,Sample X199,152715,
I,8,Sample X200,138651,
I,9,Sample X201,122341,
I,10,Sample X202,126798,
I,11,Sample X203,128503,
I,12,Sample X204,124099,
I,13,Sample X205,90566,
I,14,Sample X206,100439,
I,15,Sample X207,130043,
I,16,Sample X208,135519,
I,17,Sample X209,142245,
I,18,Sample X210,146938,
I,19,Sample X211,150486,
I,20,Sample X212,146512,
I,21,Sample X213,147861,
I,22,Sample X214,150710,
I,23,Sample X215,151147,
I,24,Sample X216,147934,
J,1,Sample X217,174628,
J,2,Sample X218,164375,
J,3,Sample X219,162700,
