Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,142716,
A,2,Sample X2,146497,
A,3,Sample X3,152348,
A,4,Sample X4,152726,
A,5,Sample X5,158337,
A,6,Sample X6,157636,
A,7,Sample X7,157526,
A,8,Sample X8,158863,
A,9,Sample X9,2326,
A,10,Sample X10,2214,
A,11,Sample X11,2352,
A,12,Sample X12,2320,
A,13,Sample X13,7726,
A,14,Sample X14,30239,
A,15,Sample X15,74711,
A,16,Sample X16,120054,
A,17,Sample X17,141211,
A,18,Sample X18,152328,
A,19,Sample X19,155022,
A,20,Sample X20,151464,
A,21,Sample X21,159051,
A,22,Sample X22,161138,
A,23,Sample X23,153462,
A,24,Sample X24,153415,
B,1,Sample X25,161782,
B,2,Sample X26,165416,
B,3,Sample X27,158669,
B,4,Sample X28,172069,
B,5,Sample X29,166631,
B,6,Sample X30,171639,
B,7,Sample X31,169492,
B,8,Sample X32,173450,
B,9,Sample X33,166473,
B,10,Sample X34,162953,
B,11,Sample X35,164249,
B,12,Sample X36,166965,
B,13,Sample X37,160288,
B,14,Sample X38,157737,
B,15,Sample X39,158479,
B,16,Sample X40,163022,
B,17,Sample X41,169729,
B,18,Sample X42,163705,
B,19,Sample X43,161304,
B,20,Sample X44,162638,
B,21,Sample X45,161536,
B,22,Sample X46,161411,
B,23,Sample X47,161779,
B,24,Sample X48,148636,
C,1,Sample X49,166109,
C,2,Sample X50,154711,
C,3,Sample X51,163012,
C,4,Sample X52,166357,
C,5,Sample X53,170353,
C,6,Sample X54,169935,
C,7,Sample X55,170920,
C,8,Sample X56,164753,
C,9,Sample X57,169447,
C,10,Sample X58,168558,
C,11,Sample X59,166123,
C,12,Sample X60,171751,
C,13,Sample X61,164177,
C,14,Sample X62,164711,
C,15,Sample X63,170009,
C,16,Sample X64,170119,
C,17,Sample X65,168961,
C,18,Sample X66,166860,
C,19,Sample X67,167735,
C,20,Sample X68,167496,
C,21,Sample X69,158131,
C,22,Sample X70,162154,
C,23,Sample X71,160608,
C,24,Sample X72,156884,
D,1,Sample X73,156296,
D,2,Sample X74,47250,
D,3,Sample X75,138273,
D,4,Sample X76,158134,
D,5,Sample X77,160694,
D,6,Sample X78,167832,
D,7,Sample X79,163789,
D,8,Sample X80,167845,
D,9,Sample X81,166596,
D,10,Sample X82,161760,
D,11,Sample X83,165042,
D,12,Sample X84,168547,
D,13,Sample X85,158750,
D,14,Sample X86,163545,
D,15,Sample X87,165218,
D,16,Sample X88,166660,
D,17,Sample X89,167703,
D,18,Sample X90,168554,
D,19,Sample X91,162181,
D,20,Sample X92,172626,
D,21,Sample X93,165923,
D,22,Sample X94,167932,
D,23,Sample X95,153782,
D,24,Sample X96,158803,
E,1,Sample X97,159875,
E,2,Sample X98,162722,
E,3,Sample X99,164975,
E,4,Sample X100,163311,
E,5,Sample X101,172654,
E,6,Sample X102,159565,
E,7,Sample X103,159282,
E,8,Sample X104,165612,
E,9,Sample X105,164952,
E,10,Sample X106,160735,
E,11,Sample X107,164838,
E,12,Sample X108,161625,
E,13,Sample X109,2848,
E,14,Sample X110,2826,
E,15,Sample X111,2891,
E,16,Sample X112,41684,
E,17,Sample X113,138571,
E,18,Sample X114,157895,
E,19,Sample X115,165621,
E,20,Sample X116,161484,
E,21,Sample X117,167934,
E,22,Sample X118,165729,
E,23,Sample X119,163736,
