Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,133111,
A,2,Sample X2,131965,
A,3,Sample X3,131796,
A,4,Sample X4,134082,
A,5,Sample X5,135718,
A,6,Sample X6,137078,
A,7,Sample X7,133464,
A,8,Sample X8,129333,
A,9,Sample X9,2220,
A,10,Sample X10,2295,
A,11,Sample X11,2152,
A,12,Sample X12,2216,
A,13,Sample X13,5646,
A,14,Sample X14,7823,
A,15,Sample X15,27371,
A,16,Sample X16,87919,
A,17,Sample X17,117537,
A,18,Sample X18,121468,
A,19,Sample X19,127288,
A,20,Sample X20,127842,
A,21,Sample X21,132850,
A,22,Sample X22,142117,
A,23,Sample X23,136431,
A,24,Sample X24,131817,
B,1,Sample X25,124270,
B,2,Sample X26,137590,
B,3,Sample X27,137885,
B,4,Sample X28,135214,
B,5,Sample X29,135562,
B,6,Sample X30,135694,
B,7,Sample X31,132560,
B,8,Sample X32,127195,
B,9,Sample X33,124284,
B,10,Sample X34,128495,
B,11,Sample X35,125161,
B,12,Sample X36,125524,
B,13,Sample X37,124403,
B,14,Sample X38,123068,
B,15,Sample X39,119612,
B,16,Sample X40,124347,
B,17,Sample X41,128079,
B,18,Sample X42,128706,
B,19,Sample X43,133171,
B,20,Sample X44,133735,
B,21,Sample X45,134897,
B,22,Sample X46,144989,
B,23,Sample X47,142302,
B,24,Sample X48,140964,
C,1,Sample X49,131736,
C,2,Sample X50,149276,
C,3,Sample X51,146724,
C,4,Sample X52,141576,
C,5,Sample X53,136537,
C,6,Sample X54,136044,
C,7,Sample X55,133646,
C,8,Sample X56,128732,
C,9,Sample X57,112011,
C,10,Sample X58,113525,
C,11,Sample X59,125569,
C,12,Sample X60,119821,
C,13,Sample X61,124115,
C,14,Sample X62,130345,
C,15,Sample X63,130646,
C,16,Sample X64,119945,
C,17,Sample X65,121016,
C,18,Sample X66,133533,
C,19,Sample X67,137765,
C,20,Sample X68,131883,
C,21,Sample X69,134488,
C,22,Sample X70,135455,
C,23,Sample X71,145433,
C,24,Sample X72,139935,
D,1,Sample X73,129338,
D,2,Sample X74,139231,
D,3,Sample X75,135396,
D,4,Sample X76,134930,
D,5,Sample X77,133882,
D,6,Sample X78,119347,
D,7,Sample X79,122502,
D,8,Sample X80,121434,
D,9,Sample X81,120937,
D,10,Sample X82,117706,
D,11,Sample X83,120885,
D,12,Sample X84,124057,
D,13,Sample X85,121657,
D,14,Sample X86,128131,
D,15,Sample X87,121929,
D,16,Sample X88,110067,
D,17,Sample X89,125953,
D,18,Sample X90,130482,
D,19,Sample X91,135357,
D,20,Sample X92,131670,
D,21,Sample X93,137516,
D,22,Sample X94,136341,
D,23,Sample X95,140632,
D,24,Sample X96,140566,
E,1,Sample X97,131190,
E,2,Sample X98,136220,
E,3,Sample X99,134802,
E,4,Sample X100,129819,
E,5,Sample X101,130965,
E,6,Sample X102,112590,
E,7,Sample X103,108468,
E,8,Sample X104,123270,
E,9,Sample X105,130217,
E,10,Sample X106,124494,
E,11,Sample X107,116590,
E,12,Sample X108,116750,
E,13,Sample X109,117367,
E,14,Sample X110,122068,
E,15,Sample X111,128497,
E,16,Sample X112,120204,
E,17,Sample X113,123791,
E,18,Sample X114,126180,
E,19,Sample X115,129835,
E,20,Sample X116,133791,
E,21,Sample X117,137336,
E,22,Sample X118,138615,
E,23,Sample X119,137381,
E,24,Sample X120,138941,
F,1,Sample X121,131876,
F,2,Sample X122,92724,
F,3,Sample X123,112579,
F,4,Sample X124,121900,
F,5,Sample X125,116843,
F,6,Sample X126,121094,
F,7,Sample X127,123748,
F,8,Sample X128,117168,
F,9,Sample X129,121859,
F,10,Sample X130,114056,
F,11,Sample X131,114450,
F,12,Sample X132,122348,
F,13,Sample X133,89031,
F,14,Sample X134,104884,
F,15,Sample X135,121285,
F,16,Sample X136,120382,
F,17,Sample X137,128609,
F,18,Sample X138,129468,
F,19,Sample X139,134399,
F,20,Sample X140,134837,
F,21,Sample X141,136645,
F,22,Sample X142,138066,
F,23,Sample X143,137827,
F,24,Sample X144,139476,
G,1,Sample X145,133161,
G,2,Sample X146,126380,
G,3,Sample X147,132203,
G,4,Sample X148,133091,
G,5,Sample X149,110634,
G,6,Sample X150,113098,
G,7,Sample X151,128429,
G,8,Sample X152,119132,
G,9,Sample X153,116283,
G,10,Sample X154,114665,
G,11,Sample X155,129492,
G,12,Sample X156,111725,
G,13,Sample X157,105611,
G,14,Sample X158,106646,
G,15,Sample X159,105331,
G,16,Sample X160,124941,
G,17,Sample X161,125342,
G,18,Sample X162,127330,
G,19,Sample X163,127765,
G,20,Sample X164,139232,
G,21,Sample X165,137876,
G,22,Sample X166,135785,
G,23,Sample X167,141233,
G,24,Sample X168,138307,
H,1,Sample X169,133333,
H,2,Sample X170,123604,
H,3,Sample X171,123429,
H,4,Sample X172,129930,
H,5,Sample X173,113867,
H,6,Sample X174,120923,
H,7,Sample X175,124078,
H,8,Sample X176,117951,
H,9,Sample X177,113777,
H,10,Sample X178,117337,
H,11,Sample X179,110852,
H,12,Sample X180,125004,
H,13,Sample X181,116958,
H,14,Sample X182,118049,
H,15,Sample X183,114225,
H,16,Sample X184,99718,
H,17,Sample X185,120754,
H,18,Sample X186,124255,
H,19,Sample X187,126802,
H,20,Sample X188,135755,
H,21,Sample X189,137736,
H,22,Sample X190,140391,
H,23,Sample X191,139353,
H,24,Sample X192,137530,
I,1,Sample X193,133586,
I,2,Sample X194,127729,
I,3,Sample X195,133239,
I,4,Sample X196,136409,
I,5,Sample X197,127577,
I,6,Sample X198,122061,
I,7,Sample X199,118061,
I,8,Sample X200,128024,
I,9,Sample X201,125350,
I,10,Sample X202,116895,
I,11,Sample X203,106374,
I,12,Sample X204,96997,
I,13,Sample X205,92235,
I,14,Sample X206,106297,
I,15,Sample X207,117219,
I,16,Sample X208,95657,
I,17,Sample X209,111022,
I,18,Sample X210,108512,
I,19,Sample X211,137668,
I,20,Sample X212,136446,
I,21,Sample X213,141140,
