Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,150809,
A,2,Sample X2,149057,
A,3,Sample X3,154097,
A,4,Sample X4,143883,
A,5,Sample X5,141695,
A,6,Sample X6,155065,
A,7,Sample X7,150032,
A,8,Sample X8,148288,
A,9,Sample X9,2290,
A,10,Sample X10,2273,
A,11,Sample X11,2216,
A,12,Sample X12,2260,
A,13,Sample X13,3326,
A,14,Sample X14,7165,
A,15,Sample X15,39003,
A,16,Sample X16,85674,
A,17,Sample X17,138863,
A,18,Sample X18,138559,
A,19,Sample X19,138126,
A,20,Sample X20,147632,
A,21,Sample X21,143537,
A,22,Sample X22,155186,
A,23,Sample X23,152741,
A,24,Sample X24,149077,
B,1,Sample X25,152988,
B,2,Sample X26,159629,
B,3,Sample X27,154773,
B,4,Sample X28,151584,
B,5,Sample X29,149631,
B,6,Sample X30,149371,
B,7,Sample X31,144422,
B,8,Sample X32,148269,
B,9,Sample X33,141993,
B,10,Sample X34,138214,
B,11,Sample X35,139474,
B,12,Sample X36,138930,
B,13,Sample X37,141978,
B,14,Sample X38,137909,
B,15,Sample X39,144581,
B,16,Sample X40,142757,
B,17,Sample X41,147625,
B,18,Sample X42,144284,
B,19,Sample X43,140443,
B,20,Sample X44,141951,
B,21,Sample X45,138692,
B,22,Sample X46,147890,
B,23,Sample X47,147885,
B,24,Sample X48,149109,
C,1,Sample X49,158904,
C,2,Sample X50,151862,
C,3,Sample X51,144294,
C,4,Sample X52,147784,
C,5,Sample X53,149773,
C,6,Sample X54,147438,
C,7,Sample X55,145916,
C,8,Sample X56,142798,
C,9,Sample X57,136340,
C,10,Sample X58,142482,
C,11,Sample X59,132719,
C,12,Sample X60,138274,
C,13,Sample X61,144229,
C,14,Sample X62,143715,
C,15,Sample X63,139990,
C,16,Sample X64,141219,
C,17,Sample X65,139349,
C,18,Sample X66,140935,
C,19,Sample X67,145777,
C,20,Sample X68,144068,
C,21,Sample X69,150179,
C,22,Sample X70,147952,
C,23,Sample X71,142543,
C,24,Sample X72,150743,
D,1,Sample X73,147043,
D,2,Sample X74,120259,
D,3,Sample X75,140523,
D,4,Sample X76,139187,
D,5,Sample X77,131912,
D,6,Sample X78,140093,
D,7,Sample X79,134107,
D,8,Sample X80,131828,
D,9,Sample X81,132828,
D,10,Sample X82,121988,
D,11,Sample X83,138621,
D,12,Sample X84,127967,
D,13,Sample X85,129481,
D,14,Sample X86,137799,
D,15,Sample X87,126680,
D,16,Sample X88,133860,
D,17,Sample X89,138878,
D,18,Sample X90,142470,
D,19,Sample X91,74396,
D,20,Sample X92,143690,
D,21,Sample X93,142820,
D,22,Sample X94,144312,
D,23,Sample X95,141450,
D,24,Sample X96,149039,
E,1,Sample X97,149134,
E,2,Sample X98,167712,
E,3,Sample X99,161203,
E,4,Sample X100,143077,
E,5,Sample X101,141854,
E,6,Sample X102,133670,
E,7,Sample X103,136320,
E,8,Sample X104,132143,
E,9,Sample X105,135844,
E,10,Sample X106,133980,
E,11,Sample X107,130816,
E,12,Sample X108,128760,
E,13,Sample X109,122493,
E,14,Sample X110,135685,
E,15,Sample X111,131155,
E,16,Sample X112,129576,
E,17,Sample X113,137732,
E,18,Sample X114,139660,
E,19,Sample X115,129014,
E,20,Sample X116,143726,
E,21,Sample X117,143418,
E,22,Sample X118,146550,
E,23,Sample X119,147847,
E,24,Sample X120,146215,
F,1,Sample X121,147164,
F,2,Sample X122,159653,
F,3,Sample X123,144091,
F,4,Sample X124,142593,
F,5,Sample X125,136083,
F,6,Sample X126,139371,
F,7,Sample X127,129391,
F,8,Sample X128,131435,
F,9,Sample X129,125166,
F,10,Sample X130,139732,
F,11,Sample X131,143195,
F,12,Sample X132,141411,
F,13,Sample X133,2758,
F,14,Sample X134,2747,
F,15,Sample X135,91559,
F,16,Sample X136,141152,
F,17,Sample X137,148288,
F,18,Sample X138,134726,
F,19,Sample X139,126130,
F,20,Sample X140,137494,
F,21,Sample X141,147372,
F,22,Sample X142,149797,
F,23,Sample X143,145534,
F,24,Sample X144,125300,
G,1,Sample X145,155963,
G,2,Sample X146,2947,
G,3,Sample X147,2935,
G,4,Sample X148,3094,
G,5,Sample X149,112771,
G,6,Sample X150,130000,
G,7,Sample X151,134106,
G,8,Sample X152,129852,
G,9,Sample X153,130578,
G,10,Sample X154,138024,
G,11,Sample X155,132483,
G,12,Sample X156,125226,
G,13,Sample X157,116280,
G,14,Sample X158,123938,
G,15,Sample X159,123190,
G,16,Sample X160,132768,
G,17,Sample X161,128402,
G,18,Sample X162,135286,
G,19,Sample X163,134507,
G,20,Sample X164,137489,
G,21,Sample X165,138100,
G,22,Sample X166,144153,
G,23,Sample X167,147358,
G,24,Sample X168,146553,
H,1,Sample X169,153508,
H,2,Sample X170,149607,
H,3,Sample X171,147497,
H,4,Sample X172,144334,
H,5,Sample X173,141603,
H,6,Sample X174,135171,
H,7,Sample X175,134645,
H,8,Sample X176,129722,
H,9,Sample X177,128438,
H,10,Sample X178,128062,
H,11,Sample X179,126972,
H,12,Sample X180,127782,
H,13,Sample X181,129732,
H,14,Sample X182,112808,
H,15,Sample X183,131938,
H,16,Sample X184,125608,
H,17,Sample X185,140136,
H,18,Sample X186,136800,
H,19,Sample X187,138376,
H,20,Sample X188,136901,
H,21,Sample X189,144265,
H,22,Sample X190,135874,
H,23,Sample X191,146174,
H,24,Sample X192,146501,
I,1,Sample X193,150748,
I,2,Sample X194,2884,
I,3,Sample X195,18969,
I,4,Sample X196,133891,
I,5,Sample X197,144258,
I,6,Sample X198,131911,
I,7,Sample X199,135301,
I,8,Sample X200,134268,
I,9,Sample X201,119704,
I,10,Sample X202,110607,
I,11,Sample X203,114629,
I,12,Sample X204,107716,
I,13,Sample X205,99266,
I,14,Sample X206,98114,
I,15,Sample X207,100234,
I,16,Sample X208,123821,
I,17,Sample X209,134481,
I,18,Sample X210,132506,
I,19,Sample X211,142317,
I,20,Sample X212,148661,
I,21,Sample X213,147570,
I,22,Sample X214,148623,
I,23,Sample X215,149804,
I,24,Sample X216,155667,
J,1,Sample X217,157925,
J,2,Sample X218,152266,
J,3,Sample X219,153691,
J,4,Sample X220,144904,
J,5,Sample X221,146478,
J,6,Sample X222,142033,
J,7,Sample X223,133916,
J,8,Sample X224,137295,
J,9,Sample X225,128211,
J,10,Sample X226,127950,
J,11,Sample X227,132964,
J,12,Sample X228,134560,
J,13,Sample X229,134687,
J,14,Sample X230,138607,
J,15,Sample X231,140497,
J,16,Sample X232,136389,
J,17,Sample X233,141139,
J,18,Sample X234,135146,
J,19,Sample X235,139795,
J,20,Sample X236,144766,
J,21,Sample X237,138223,
J,22,Sample X238,144123,
J,23,Sample X239,152277,
J,24,Sample X240,153291,
K,1,Sample X241,150873,
K,2,Sample X242,122978,
K,3,Sample X243,129343,
K,4,Sample X244,136055,
K,5,Sample X245,139461,
K,6,Sample X246,134727,
K,7,Sample X247,134900,
K,8,Sample X248,114545,
K,9,Sample X249,129651,
K,10,Sample X250,127009,
K,11,Sample X251,129433,
K,12,Sample X252,135913,
K,13,Sample X253,128970,
K,14,Sample X254,128788,
K,15,Sample X255,132666,
K,16,Sample X256,126093,
K,17,Sample X257,130797,
K,18,Sample X258,138491,
K,19,Sample X259,143163,
K,20,Sample X260,139036,
K,21,Sample X261,141573,
K,22,Sample X262,146449,
K,23,Sample X263,145973,
K,24,Sample X264,142528,
L,1,Sample X265,157672,
L,2,Sample X266,150554,
L,3,Sample X267,145307,
L,4,Sample X268,143368,
L,5,Sample X269,142153,
L,6,Sample X270,132674,
L,7,Sample X271,127782,
L,8,Sample X272,132608,
L,9,Sample X273,119845,
L,10,Sample X274,141561,
L,11,Sample X275,136805,
L,12,Sample X276,142764,
L,13,Sample X277,132950,
L,14,Sample X278,129196,
L,15,Sample X279,135511,
L,16,Sample X280,138588,
L,17,Sample X281,128239,
L,18,Sample X282,139270,
L,19,Sample X283,139949,
L,20,Sample X284,132023,
L,21,Sample X285,147281,
L,22,Sample X286,152343,
L,23,Sample X287,146744,
L,24,Sample X288,156639,
M,1,Sample X289,154745,
M,2,Sample X290,143797,
M,3,Sample X291,144474,
M,4,Sample X292,148278,
M,5,Sample X293,149219,
M,6,Sample X294,144752,
M,7,Sample X295,146097,
M,8,Sample X296,141647,
M,9,Sample X297,138295,
M,10,Sample X298,135641,
M,11,Sample X299,142375,
M,12,Sample X300,130635,
M,13,Sample X301,129709,
M,14,Sample X302,140434,
M,15,Sample X303,141453,
M,16,Sample X304,140421,
M,17,Sample X305,140680,
M,18,Sample X306,144524,
M,19,Sample X307,140526,
M,20,Sample X308,145729,
M,21,Sample X309,139329,
M,22,Sample X310,143481,
M,23,Sample X311,156095,
M,24,Sample X312,157595,
N,1,Sample X313,148261,
N,2,Sample X314,155842,
N,3,Sample X315,152608,
N,4,Sample X316,147841,
N,5,Sample X317,142901,
N,6,Sample X318,143653,
N,7,Sample X319,144271,
N,8,Sample X320,138813,
N,9,Sample X321,141223,
N,10,Sample X322,131574,
N,11,Sample X323,143060,
N,12,Sample X324,146029,
N,13,Sample X325,141809,
N,14,Sample X326,145190,
N,15,Sample X327,151615,
N,16,Sample X328,146349,
N,17,Sample X329,149490,
N,18,Sample X330,145345,
N,19,Sample X331,151367,
N,20,Sample X332,144078,
N,21,Sample X333,147864,
N,22,Sample X334,142284,
N,23,Sample X335,148350,
N,24,Sample X336,155810,
O,1,Sample X337,155979,
O,2,Sample X338,159032,
O,3,Sample X339,152082,
O,4,Sample X340,153717,
O,5,Sample X341,155441,
O,6,Sample X342,145039,
O,7,Sample X343,145334,
O,8,Sample X344,148590,
O,9,Sample X345,145791,
O,10,Sample X346,143217,
O,11,Sample X347,147365,
O,12,Sample X348,139598,
O,13,Sample X349,142104,
O,14,Sample X350,147771,
O,15,Sample X351,139131,
O,16,Sample X352,141621,
O,17,Sample X353,144958,
O,18,Sample X354,141763,
O,19,Sample X355,144096,
O,20,Sample X356,146279,
O,21,Sample X357,147979,
O,22,Sample X358,146703,
O,23,Sample X359,142728,
O,24,Sample X360,151544,
P,1,Sample X361,154745,
P,2,Sample X362,162459,
P,3,Sample X363,158039,
P,4,Sample X364,153504,
P,5,Sample X365,152286,
P,6,Sample X366,145508,
P,7,Sample X367,145328,
P,8,Sample X368,145224,
P,9,Sample X369,146160,
P,10,Sample X370,146010,
P,11,Sample X371,141082,
P,12,Sample X372,143600,
