Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,152155,
A,2,Sample X2,157175,
A,3,Sample X3,153096,
A,4,Sample X4,155179,
A,5,Sample X5,157009,
A,6,Sample X6,153629,
A,7,Sample X7,142659,
A,8,Sample X8,144878,
A,9,Sample X9,2253,
A,10,Sample X10,2228,
A,11,Sample X11,2256,
A,12,Sample X12,2248,
A,13,Sample X13,2488,
A,14,Sample X14,24352,
A,15,Sample X15,46851,
A,16,Sample X16,92461,
A,17,Sample X17,119513,
A,18,Sample X18,141359,
A,19,Sample X19,154851,
A,20,Sample X20,154062,
A,21,Sample X21,152910,
A,22,Sample X22,161133,
A,23,Sample X23,154692,
A,24,Sample X24,101991,
B,1,Sample X25,155965,
B,2,Sample X26,152762,
B,3,Sample X27,148955,
B,4,Sample X28,144402,
B,5,Sample X29,146358,
B,6,Sample X30,150424,
B,7,Sample X31,142778,
B,8,Sample X32,139140,
B,9,Sample X33,137069,
B,10,Sample X34,144937,
B,11,Sample X35,128945,
B,12,Sample X36,140017,
B,13,Sample X37,137422,
B,14,Sample X38,144115,
B,15,Sample X39,136889,
B,16,Sample X40,144733,
B,17,Sample X41,146286,
B,18,Sample X42,143046,
B,19,Sample X43,147703,
B,20,Sample X44,152031,
B,21,Sample X45,151789,
B,22,Sample X46,155265,
B,23,Sample X47,153716,
B,24,Sample X48,85180,
C,1,Sample X49,147239,
C,2,Sample X50,147178,
C,3,Sample X51,155203,
C,4,Sample X52,146281,
C,5,Sample X53,154982,
C,6,Sample X54,154929,
C,7,Sample X55,153544,
C,8,Sample X56,142216,
C,9,Sample X57,146439,
C,10,Sample X58,142701,
C,11,Sample X59,148071,
C,12,Sample X60,141478,
C,13,Sample X61,142143,
C,14,Sample X62,143883,
C,15,Sample X63,127785,
C,16,Sample X64,143628,
C,17,Sample X65,150932,
C,18,Sample X66,149621,
C,19,Sample X67,155389,
C,20,Sample X68,152818,
C,21,Sample X69,152719,
C,22,Sample X70,154954,
C,23,Sample X71,156463,
C,24,Sample X72,160093,
D,1,Sample X73,157225,
D,2,Sample X74,161257,
D,3,Sample X75,158058,
D,4,Sample X76,146581,
D,5,Sample X77,144671,
D,6,Sample X78,147168,
D,7,Sample X79,148744,
D,8,Sample X80,132003,
D,9,Sample X81,135964,
D,10,Sample X82,127808,
D,11,Sample X83,130229,
D,12,Sample X84,138852,
D,13,Sample X85,140966,
D,14,Sample X86,140646,
D,15,Sample X87,134201,
D,16,Sample X88,139136,
D,17,Sample X89,153157,
D,18,Sample X90,145757,
D,19,Sample X91,147793,
D,20,Sample X92,146358,
D,21,Sample X93,153665,
D,22,Sample X94,151077,
D,23,Sample X95,159807,
D,24,Sample X96,157136,
E,1,Sample X97,154466,
E,2,Sample X98,157254,
E,3,Sample X99,154849,
E,4,Sample X100,143329,
E,5,Sample X101,145410,
E,6,Sample X102,131245,
E,7,Sample X103,118591,
E,8,Sample X104,144414,
E,9,Sample X105,144496,
E,10,Sample X106,145558,
E,11,Sample X107,137895,
E,12,Sample X108,134514,
E,13,Sample X109,115322,
E,14,Sample X110,134220,
E,15,Sample X111,124274,
E,16,Sample X112,130353,
E,17,Sample X113,150831,
E,18,Sample X114,148558,
E,19,Sample X115,152770,
E,20,Sample X116,151851,
E,21,Sample X117,154409,
E,22,Sample X118,155823,
E,23,Sample X119,151306,
E,24,Sample X120,152271,
F,1,Sample X121,154818,
F,2,Sample X122,118340,
F,3,Sample X123,138373,
F,4,Sample X124,139069,
F,5,Sample X125,146623,
F,6,Sample X126,144776,
F,7,Sample X127,140333,
F,8,Sample X128,148116,
F,9,Sample X129,137703,
F,10,Sample X130,137458,
F,11,Sample X131,140656,
F,12,Sample X132,144670,
F,13,Sample X133,89039,
F,14,Sample X134,128358,
F,15,Sample X135,144865,
F,16,Sample X136,139337,
F,17,Sample X137,146696,
F,18,Sample X138,150274,
F,19,Sample X139,151665,
F,20,Sample X140,156005,
F,21,Sample X141,152626,
F,22,Sample X142,156767,
F,23,Sample X143,157591,
F,24,Sample X144,156662,
G,1,Sample X145,150339,
G,2,Sample X146,151002,
G,3,Sample X147,153910,
G,4,Sample X148,144665,
G,5,Sample X149,142923,
G,6,Sample X150,140578,
G,7,Sample X151,143407,
G,8,Sample X152,129580,
G,9,Sample X153,146189,
G,10,Sample X154,147017,
G,11,Sample X155,150778,
G,12,Sample X156,129019,
G,13,Sample X157,129221,
G,14,Sample X158,128601,
G,15,Sample X159,144827,
G,16,Sample X160,142584,
G,17,Sample X161,147464,
G,18,Sample X162,151015,
G,19,Sample X163,150108,
G,20,Sample X164,153452,
G,21,Sample X165,152654,
G,22,Sample X166,161132,
G,23,Sample X167,153442,
G,24,Sample X168,156445,
H,1,Sample X169,150467,
H,2,Sample X170,145991,
H,3,Sample X171,147726,
H,4,Sample X172,144391,
H,5,Sample X173,149840,
H,6,Sample X174,143618,
H,7,Sample X175,138671,
H,8,Sample X176,140364,
H,9,Sample X177,112992,
H,10,Sample X178,141823,
H,11,Sample X179,143154,
H,12,Sample X180,143591,
H,13,Sample X181,142238,
H,14,Sample X182,133598,
H,15,Sample X183,143233,
H,16,Sample X184,135611,
H,17,Sample X185,145492,
H,18,Sample X186,147155,
H,19,Sample X187,152291,
H,20,Sample X188,150674,
H,21,Sample X189,150273,
H,22,Sample X190,155328,
H,23,Sample X191,154675,
H,24,Sample X192,155233,
I,1,Sample X193,161304,
I,2,Sample X194,142559,
I,3,Sample X195,144829,
I,4,Sample X196,146195,
I,5,Sample X197,151068,
I,6,Sample X198,143710,
I,7,Sample X199,144325,
I,8,Sample X200,136418,
I,9,Sample X201,140984,
I,10,Sample X202,132439,
I,11,Sample X203,114763,
I,12,Sample X204,131106,
I,13,Sample X205,140323,
I,14,Sample X206,137943,
I,15,Sample X207,136424,
I,16,Sample X208,144295,
I,17,Sample X209,143889,
I,18,Sample X210,153084,
I,19,Sample X211,155201,
I,20,Sample X212,153951,
I,21,Sample X213,155593,
I,22,Sample X214,155055,
I,23,Sample X215,158105,
I,24,Sample X216,161093,
J,1,Sample X217,160460,
J,2,Sample X218,164716,
J,3,Sample X219,156390,
J,4,Sample X220,146025,
J,5,Sample X221,143466,
J,6,Sample X222,134656,
J,7,Sample X223,143361,
J,8,Sample X224,145249,
J,9,Sample X225,129134,
J,10,Sample X226,136225,
J,11,Sample X227,130869,
J,12,Sample X228,135344,
J,13,Sample X229,152287,
J,14,Sample X230,150917,
J,15,Sample X231,140358,
J,16,Sample X232,142282,
J,17,Sample X233,143506,
J,18,Sample X234,152515,
J,19,Sample X235,152110,
J,20,Sample X236,150187,
J,21,Sample X237,154792,
J,22,Sample X238,154422,
J,23,Sample X239,157944,
J,24,Sample X240,159867,
K,1,Sample X241,155624,
K,2,Sample X242,102569,
K,3,Sample X243,103116,
K,4,Sample X244,128151,
K,5,Sample X245,147352,
K,6,Sample X246,139629,
K,7,Sample X247,147056,
K,8,Sample X248,145905,
K,9,Sample X249,124386,
K,10,Sample X250,131033,
K,11,Sample X251,130414,
K,12,Sample X252,133632,
K,13,Sample X253,144731,
K,14,Sample X254,136064,
K,15,Sample X255,135359,
K,16,Sample X256,137558,
K,17,Sample X257,141625,
K,18,Sample X258,138954,
K,19,Sample X259,148500,
K,20,Sample X260,147249,
K,21,Sample X261,155893,
K,22,Sample X262,155568,
K,23,Sample X263,151558,
K,24,Sample X264,159309,
L,1,Sample X265,99068,
L,2,Sample X266,2867,
L,3,Sample X267,2822,
L,4,Sample X268,3771,
L,5,Sample X269,146092,
L,6,Sample X270,132661,
L,7,Sample X271,134298,
L,8,Sample X272,139972,
L,9,Sample X273,134827,
L,10,Sample X274,134791,
L,11,Sample X275,85746,
L,12,Sample X276,137989,
L,13,Sample X277,109036,
L,14,Sample X278,105600,
L,15,Sample X279,122089,
L,16,Sample X280,148388,
L,17,Sample X281,145404,
L,18,Sample X282,155084,
L,19,Sample X283,148237,
