Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,125163,
A,2,Sample X2,122292,
A,3,Sample X3,125032,
A,4,Sample X4,130169,
A,5,Sample X5,128990,
A,6,Sample X6,128294,
A,7,Sample X7,125288,
A,8,Sample X8,128410,
A,9,Sample X9,2218,
A,10,Sample X10,2216,
A,11,Sample X11,2202,
A,12,Sample X12,2199,
A,13,Sample X13,2457,
A,14,Sample X14,4098,
A,15,Sample X15,25188,
A,16,Sample X16,74109,
A,17,Sample X17,91777,
A,18,Sample X18,113485,
A,19,Sample X19,124355,
A,20,Sample X20,114740,
A,21,Sample X21,128145,
A,22,Sample X22,123409,
A,23,Sample X23,127212,
A,24,Sample X24,127805,
B,1,Sample X25,127308,
B,2,Sample X26,139484,
B,3,Sample X27,128354,
B,4,Sample X28,130451,
B,5,Sample X29,130487,
B,6,Sample X30,132445,
B,7,Sample X31,135206,
B,8,Sample X32,128975,
B,9,Sample X33,119446,
B,10,Sample X34,123831,
B,11,Sample X35,119267,
B,12,Sample X36,121561,
B,13,Sample X37,121305,
B,14,Sample X38,119919,
B,15,Sample X39,120660,
B,16,Sample X40,119154,
B,17,Sample X41,125242,
B,18,Sample X42,122396,
B,19,Sample X43,121921,
B,20,Sample X44,122503,
B,21,Sample X45,124136,
B,22,Sample X46,127628,
B,23,Sample X47,123358,
B,24,Sample X48,123079,
C,1,Sample X49,134476,
C,2,Sample X50,136018,
C,3,Sample X51,135707,
C,4,Sample X52,130205,
C,5,Sample X53,125931,
C,6,Sample X54,133199,
C,7,Sample X55,130916,
C,8,Sample X56,131064,
C,9,Sample X57,127894,
C,10,Sample X58,125675,
C,11,Sample X59,131327,
C,12,Sample X60,127040,
C,13,Sample X61,122475,
C,14,Sample X62,126994,
C,15,Sample X63,125128,
C,16,Sample X64,130361,
C,17,Sample X65,126524,
C,18,Sample X66,127675,
C,19,Sample X67,125791,
C,20,Sample X68,127249,
C,21,Sample X69,127763,
C,22,Sample X70,127028,
C,23,Sample X71,126512,
C,24,Sample X72,125062,
D,1,Sample X73,131836,
D,2,Sample X74,102492,
D,3,Sample X75,102606,
D,4,Sample X76,109389,
D,5,Sample X77,118377,
D,6,Sample X78,125673,
D,7,Sample X79,123705,
D,8,Sample X80,122932,
D,9,Sample X81,123922,
D,10,Sample X82,122470,
D,11,Sample X83,127489,
D,12,Sample X84,118445,
D,13,Sample X85,68625,
D,14,Sample X86,69044,
D,15,Sample X87,83494,
D,16,Sample X88,107221,
D,17,Sample X89,113433,
D,18,Sample X90,121404,
D,19,Sample X91,125618,
D,20,Sample X92,120789,
D,21,Sample X93,126388,
D,22,Sample X94,127493,
D,23,Sample X95,126612,
D,24,Sample X96,121358,
E,1,Sample X97,136030,
E,2,Sample X98,52859,
E,3,Sample X99,109243,
E,4,Sample X100,122176,
E,5,Sample X101,120416,
E,6,Sample X102,119064,
E,7,Sample X103,119568,
E,8,Sample X104,125144,
E,9,Sample X105,119259,
E,10,Sample X106,122342,
E,11,Sample X107,124866,
E,12,Sample X108,125709,
E,13,Sample X109,3058,
E,14,Sample X110,3068,
E,15,Sample X111,3354,
E,16,Sample X112,77203,
E,17,Sample X113,94465,
E,18,Sample X114,110448,
E,19,Sample X115,116407,
E,20,Sample X116,121568,
E,21,Sample X117,124349,
E,22,Sample X118,123336,
E,23,Sample X119,128262,
E,24,Sample X120,122017,
F,1,Sample X121,129311,
F,2,Sample X122,131209,
F,3,Sample X123,128776,
F,4,Sample X124,129754,
F,5,Sample X125,119660,
F,6,Sample X126,117744,
F,7,Sample X127,122037,
F,8,Sample X128,122084,
F,9,Sample X129,116768,
F,10,Sample X130,116077,
F,11,Sample X131,120619,
F,12,Sample X132,119338,
F,13,Sample X133,125881,
F,14,Sample X134,125526,
F,15,Sample X135,119600,
F,16,Sample X136,117626,
F,17,Sample X137,115344,
F,18,Sample X138,112604,
F,19,Sample X139,112008,
F,20,Sample X140,113439,
F,21,Sample X141,119394,
F,22,Sample X142,132248,
F,23,Sample X143,129785,
F,24,Sample X144,123004,
G,1,Sample X145,133652,
G,2,Sample X146,2884,
G,3,Sample X147,2902,
