Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,2823,
A,2,Sample X2,2585,
A,3,Sample X3,2787,
A,4,Sample X4,2324,
A,5,Sample X5,2713,
A,6,Sample X6,3253,
A,7,Sample X7,2571,
A,8,Sample X8,2607,
A,9,Sample X9,178,
A,10,Sample X10,208,
A,11,Sample X11,211,
A,12,Sample X12,251,
A,13,Sample X13,400,
A,14,Sample X14,678,
A,15,Sample X15,1515,
A,16,Sample X16,3272,
A,17,Sample X17,3374,
A,18,Sample X18,3538,
A,19,Sample X19,3692,
A,20,Sample X20,2842,
A,21,Sample X21,2793,
A,22,Sample X22,2545,
A,23,Sample X23,2779,
A,24,Sample X24,2768,
B,1,Sample X25,2950,
B,2,Sample X26,2837,
B,3,Sample X27,2785,
B,4,Sample X28,2445,
B,5,Sample X29,2734,
B,6,Sample X30,2438,
B,7,Sample X31,2556,
B,8,Sample X32,2796,
B,9,Sample X33,198429,
B,10,Sample X34,206509,
B,11,Sample X35,221986,
B,12,Sample X36,208480,
B,13,Sample X37,190081,
B,14,Sample X38,201448,
B,15,Sample X39,238407,
B,16,Sample X40,216602,
B,17,Sample X41,156229,
B,18,Sample X42,119798,
B,19,Sample X43,98542,
B,20,Sample X44,52441,
B,21,Sample X45,30687,
B,22,Sample X46,18800,
B,23,Sample X47,11046,
B,24,Sample X48,2493,
C,1,Sample X49,2886,
C,2,Sample X50,1670,
C,3,Sample X51,1650,
C,4,Sample X52,1282,
C,5,Sample X53,1889,
C,6,Sample X54,2385,
C,7,Sample X55,2387,
C,8,Sample X56,2560,
C,9,Sample X57,2711,
C,10,Sample X58,2591,
C,11,Sample X59,2991,
C,12,Sample X60,2983,
C,13,Sample X61,3635,
C,14,Sample X62,4226,
C,15,Sample X63,3105,
C,16,Sample X64,2872,
C,17,Sample X65,2744,
C,18,Sample X66,2908,
C,19,Sample X67,2621,
C,20,Sample X68,2741,
C,21,Sample X69,2657,
C,22,Sample X70,2643,
C,23,Sample X71,2759,
C,24,Sample X72,2723,
D,1,Sample X73,2535,
D,2,Sample X74,688,
D,3,Sample X75,1190,
D,4,Sample X76,3367,
D,5,Sample X77,4629,
D,6,Sample X78,2817,
D,7,Sample X79,2952,
D,8,Sample X80,2645,
D,9,Sample X81,2548,
D,10,Sample X82,2230,
D,11,Sample X83,2785,
D,12,Sample X84,2299,
D,13,Sample X85,2104,
D,14,Sample X86,2086,
D,15,Sample X87,1801,
D,16,Sample X88,2457,
D,17,Sample X89,2563,
D,18,Sample X90,2382,
D,19,Sample X91,2588,
D,20,Sample X92,2184,
D,21,Sample X93,2461,
D,22,Sample X94,2972,
D,23,Sample X95,2688,
D,24,Sample X96,3378,
E,1,Sample X97,5047,
E,2,Sample X98,2211,
E,3,Sample X99,2650,
E,4,Sample X100,2673,
E,5,Sample X101,2316,
E,6,Sample X102,2724,
E,7,Sample X103,2442,
E,8,Sample X104,2976,
E,9,Sample X105,2649,
E,10,Sample X106,2470,
E,11,Sample X107,2746,
E,12,Sample X108,2330,
E,13,Sample X109,1339,
E,14,Sample X110,1345,
E,15,Sample X111,1528,
E,16,Sample X112,1485,
E,17,Sample X113,1421,
E,18,Sample X114,1654,
E,19,Sample X115,1503,
E,20,Sample X116,1225,
E,21,Sample X117,2029,
E,22,Sample X118,3599,
E,23,Sample X119,2928,
E,24,Sample X120,2837,
F,1,Sample X121,2702,
F,2,Sample X122,1750,
F,3,Sample X123,2065,
F,4,Sample X124,2239,
F,5,Sample X125,2760,
F,6,Sample X126,3320,
F,7,Sample X127,3174,
F,8,Sample X128,2404,
F,9,Sample X129,2497,
F,10,Sample X130,2235,
F,11,Sample X131,2355,
F,12,Sample X132,2427,
F,13,Sample X133,1340,
F,14,Sample X134,1154,
F,15,Sample X135,1244,
F,16,Sample X136,1381,
F,17,Sample X137,1863,
F,18,Sample X138,1119,
F,19,Sample X139,1681,
F,20,Sample X140,2383,
F,21,Sample X141,2731,
F,22,Sample X142,3013,
F,23,Sample X143,2664,
F,24,Sample X144,3225,
G,1,Sample X145,2717,
G,2,Sample X146,2217,
G,3,Sample X147,2165,
G,4,Sample X148,2168,
G,5,Sample X149,2743,
G,6,Sample X150,2231,
G,7,Sample X151,2731,
G,8,Sample X152,2488,
G,9,Sample X153,2611,
G,10,Sample X154,2441,
G,11,Sample X155,2367,
G,12,Sample X156,2329,
G,13,Sample X157,2234,
G,14,Sample X158,2346,
G,15,Sample X159,2129,
G,16,Sample X160,2375,
G,17,Sample X161,2503,
G,18,Sample X162,2560,
G,19,Sample X163,2722,
G,20,Sample X164,2234,
G,21,Sample X165,2638,
G,22,Sample X166,2492,
G,23,Sample X167,2613,
G,24,Sample X168,2856,
H,1,Sample X169,2491,
H,2,Sample X170,2390,
H,3,Sample X171,2092,
H,4,Sample X172,2382,
H,5,Sample X173,2315,
H,6,Sample X174,2679,
H,7,Sample X175,2295,
H,8,Sample X176,2508,
H,9,Sample X177,2629,
H,10,Sample X178,2491,
H,11,Sample X179,2594,
H,12,Sample X180,2617,
H,13,Sample X181,2586,
H,14,Sample X182,2260,
H,15,Sample X183,2666,
H,16,Sample X184,2602,
H,17,Sample X185,2271,
H,18,Sample X186,2289,
H,19,Sample X187,2430,
H,20,Sample X188,3004,
H,21,Sample X189,2407,
H,22,Sample X190,2480,
H,23,Sample X191,2595,
H,24,Sample X192,3183,
I,1,Sample X193,2766,
I,2,Sample X194,5962,
I,3,Sample X195,9569,
I,4,Sample X196,10055,
I,5,Sample X197,4542,
I,6,Sample X198,2871,
I,7,Sample X199,2466,
I,8,Sample X200,2292,
I,9,Sample X201,2621,
I,10,Sample X202,2114,
I,11,Sample X203,2166,
I,12,Sample X204,2211,
I,13,Sample X205,1218,
I,14,Sample X206,1465,
I,15,Sample X207,1781,
I,16,Sample X208,2017,
I,17,Sample X209,1938,
I,18,Sample X210,1963,
I,19,Sample X211,2455,
I,20,Sample X212,2448,
I,21,Sample X213,3062,
I,22,Sample X214,3228,
I,23,Sample X215,2836,
I,24,Sample X216,2731,
J,1,Sample X217,3093,
J,2,Sample X218,1333,
J,3,Sample X219,1664,
J,4,Sample X220,1932,
J,5,Sample X221,1918,
J,6,Sample X222,2717,
J,7,Sample X223,2382,
J,8,Sample X224,2402,
J,9,Sample X225,2529,
J,10,Sample X226,2428,
J,11,Sample X227,2314,
J,12,Sample X228,2336,
J,13,Sample X229,753,
J,14,Sample X230,1340,
J,15,Sample X231,1524,
J,16,Sample X232,1958,
J,17,Sample X233,1961,
J,18,Sample X234,1875,
J,19,Sample X235,2055,
J,20,Sample X236,2418,
J,21,Sample X237,2361,
J,22,Sample X238,2892,
J,23,Sample X239,2775,
J,24,Sample X240,2996,
K,1,Sample X241,2713,
K,2,Sample X242,1192,
K,3,Sample X243,1274,
K,4,Sample X244,1198,
K,5,Sample X245,1744,
K,6,Sample X246,2106,
