Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,248808,
A,2,Sample X2,207701,
A,3,Sample X3,227724,
A,4,Sample X4,223057,
A,5,Sample X5,219666,
A,6,Sample X6,208875,
A,7,Sample X7,191877,
A,8,Sample X8,216966,
A,9,Sample X9,305,
A,10,Sample X10,233,
A,11,Sample X11,198,
A,12,Sample X12,226,
A,13,Sample X13,83353,
A,14,Sample X14,172134,
A,15,Sample X15,202124,
A,16,Sample X16,177340,
A,17,Sample X17,186999,
A,18,Sample X18,188375,
A,19,Sample X19,216565,
A,20,Sample X20,235127,
A,21,Sample X21,234364,
A,22,Sample X22,202790,
A,23,Sample X23,247591,
A,24,Sample X24,237853,
B,1,Sample X25,239412,
B,2,Sample X26,220289,
B,3,Sample X27,201222,
B,4,Sample X28,196188,
B,5,Sample X29,223143,
B,6,Sample X30,246378,
B,7,Sample X31,200014,
B,8,Sample X32,212243,
B,9,Sample X33,9147,
B,10,Sample X34,9465,
B,11,Sample X35,9441,
B,12,Sample X36,10714,
B,13,Sample X37,17892,
B,14,Sample X38,19890,
B,15,Sample X39,28352,
B,16,Sample X40,54670,
B,17,Sample X41,76833,
B,18,Sample X42,101196,
B,19,Sample X43,155438,
B,20,Sample X44,177598,
B,21,Sample X45,204360,
B,22,Sample X46,204058,
B,23,Sample X47,208226,
B,24,Sample X48,223311,
C,1,Sample X49,219125,
C,2,Sample X50,64838,
C,3,Sample X51,110073,
C,4,Sample X52,140259,
C,5,Sample X53,196000,
C,6,Sample X54,189124,
C,7,Sample X55,174530,
C,8,Sample X56,209739,
C,9,Sample X57,247756,
C,10,Sample X58,227057,
C,11,Sample X59,217725,
C,12,Sample X60,201048,
C,13,Sample X61,199485,
C,14,Sample X62,177979,
C,15,Sample X63,219480,
C,16,Sample X64,200599,
C,17,Sample X65,204164,
C,18,Sample X66,224732,
C,19,Sample X67,206504,
C,20,Sample X68,253453,
C,21,Sample X69,231531,
C,22,Sample X70,204124,
C,23,Sample X71,225919,
C,24,Sample X72,253983,
D,1,Sample X73,244317,
D,2,Sample X74,19710,
D,3,Sample X75,20283,
D,4,Sample X76,32390,
D,5,Sample X77,44027,
D,6,Sample X78,31597,
D,7,Sample X79,40509,
D,8,Sample X80,82355,
D,9,Sample X81,170041,
D,10,Sample X82,241837,
D,11,Sample X83,227532,
D,12,Sample X84,233051,
D,13,Sample X85,32190,
D,14,Sample X86,35049,
D,15,Sample X87,157059,
D,16,Sample X88,233883,
D,17,Sample X89,237177,
D,18,Sample X90,243505,
D,19,Sample X91,227403,
D,20,Sample X92,206040,
D,21,Sample X93,175146,
D,22,Sample X94,228128,
D,23,Sample X95,215289,
D,24,Sample X96,239051,
E,1,Sample X97,224589,
E,2,Sample X98,6855,
E,3,Sample X99,14042,
E,4,Sample X100,36427,
E,5,Sample X101,94570,
E,6,Sample X102,143221,
E,7,Sample X103,175222,
E,8,Sample X104,194644,
E,9,Sample X105,218829,
E,10,Sample X106,229686,
E,11,Sample X107,215658,
E,12,Sample X108,231328,
E,13,Sample X109,1522,
E,14,Sample X110,1453,
E,15,Sample X111,1980,
E,16,Sample X112,81736,
E,17,Sample X113,111279,
E,18,Sample X114,173421,
E,19,Sample X115,220419,
E,20,Sample X116,228381,
E,21,Sample X117,198707,
E,22,Sample X118,234189,
E,23,Sample X119,234694,
E,24,Sample X120,236168,
F,1,Sample X121,203965,
F,2,Sample X122,29561,
F,3,Sample X123,35346,
F,4,Sample X124,39287,
F,5,Sample X125,53664,
F,6,Sample X126,80125,
F,7,Sample X127,110210,
F,8,Sample X128,158846,
F,9,Sample X129,200734,
F,10,Sample X130,232673,
F,11,Sample X131,212890,
F,12,Sample X132,231647,
F,13,Sample X133,87074,
F,14,Sample X134,116292,
F,15,Sample X135,164455,
F,16,Sample X136,220671,
F,17,Sample X137,227037,
F,18,Sample X138,211852,
F,19,Sample X139,216581,
F,20,Sample X140,220767,
F,21,Sample X141,253667,
F,22,Sample X142,238472,
F,23,Sample X143,213020,
F,24,Sample X144,216832,
G,1,Sample X145,249031,
G,2,Sample X146,1428,
G,3,Sample X147,3179,
G,4,Sample X148,202443,
G,5,Sample X149,203799,
G,6,Sample X150,218787,
G,7,Sample X151,241140,
G,8,Sample X152,243469,
G,9,Sample X153,220857,
G,10,Sample X154,213425,
G,11,Sample X155,238267,
G,12,Sample X156,245832,
G,13,Sample X157,90503,
G,14,Sample X158,103221,
G,15,Sample X159,121649,
G,16,Sample X160,181824,
G,17,Sample X161,226934,
G,18,Sample X162,240627,
G,19,Sample X163,228555,
G,20,Sample X164,259015,
G,21,Sample X165,236106,
G,22,Sample X166,239020,
G,23,Sample X167,264410,
G,24,Sample X168,217184,
H,1,Sample X169,234643,
H,2,Sample X170,7886,
H,3,Sample X171,18488,
H,4,Sample X172,83328,
H,5,Sample X173,241077,
H,6,Sample X174,347468,
H,7,Sample X175,251948,
H,8,Sample X176,252839,
H,9,Sample X177,254716,
H,10,Sample X178,251356,
H,11,Sample X179,269582,
H,12,Sample X180,267496,
H,13,Sample X181,15450,
H,14,Sample X182,33369,
H,15,Sample X183,164012,
H,16,Sample X184,185747,
H,17,Sample X185,277098,
H,18,Sample X186,268736,
H,19,Sample X187,232559,
H,20,Sample X188,231384,
H,21,Sample X189,246811,
H,22,Sample X190,202433,
H,23,Sample X191,236314,
H,24,Sample X192,232583,
I,1,Sample X193,244743,
I,2,Sample X194,62584,
I,3,Sample X195,74222,
I,4,Sample X196,122294,
I,5,Sample X197,168493,
I,6,Sample X198,217624,
I,7,Sample X199,214231,
I,8,Sample X200,235523,
I,9,Sample X201,240147,
I,10,Sample X202,262326,
I,11,Sample X203,265560,
I,12,Sample X204,234024,
I,13,Sample X205,232628,
I,14,Sample X206,276876,
I,15,Sample X207,261283,
I,16,Sample X208,201846,
I,17,Sample X209,245992,
I,18,Sample X210,61485,
I,19,Sample X211,101979,
I,20,Sample X212,139739,
I,21,Sample X213,207731,
I,22,Sample X214,197744,
I,23,Sample X215,209162,
I,24,Sample X216,264756,
J,1,Sample X217,232988,
J,2,Sample X218,13116,
J,3,Sample X219,24389,
J,4,Sample X220,55342,
J,5,Sample X221,126888,
J,6,Sample X222,164125,
J,7,Sample X223,162574,
J,8,Sample X224,230272,
J,9,Sample X225,241743,
J,10,Sample X226,270468,
J,11,Sample X227,236142,
J,12,Sample X228,250918,
J,13,Sample X229,253765,
J,14,Sample X230,239177,
J,15,Sample X231,262899,
J,16,Sample X232,267805,
J,17,Sample X233,278392,
J,18,Sample X234,221671,
J,19,Sample X235,250921,
J,20,Sample X236,262429,
J,21,Sample X237,248156,
J,22,Sample X238,270955,
J,23,Sample X239,264176,
J,24,Sample X240,238963,
K,1,Sample X241,184486,
K,2,Sample X242,131194,
K,3,Sample X243,170348,
K,4,Sample X244,229536,
K,5,Sample X245,229116,
K,6,Sample X246,248489,
K,7,Sample X247,238685,
K,8,Sample X248,207231,
K,9,Sample X249,300703,
K,10,Sample X250,255073,
K,11,Sample X251,223064,
K,12,Sample X252,233615,
K,13,Sample X253,1894,
K,14,Sample X254,1663,
K,15,Sample X255,5123,
K,16,Sample X256,67486,
