Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,1970,
A,2,Sample X2,1986,
A,3,Sample X3,2309,
A,4,Sample X4,1995,
A,5,Sample X5,2140,
A,6,Sample X6,2401,
A,7,Sample X7,2053,
A,8,Sample X8,2009,
A,9,Sample X9,215,
A,10,Sample X10,141,
A,11,Sample X11,193,
A,12,Sample X12,168,
A,13,Sample X13,328,
A,14,Sample X14,705,
A,15,Sample X15,1722,
A,16,Sample X16,2409,
A,17,Sample X17,3047,
A,18,Sample X18,2525,
A,19,Sample X19,2670,
A,20,Sample X20,2571,
A,21,Sample X21,2126,
A,22,Sample X22,2051,
A,23,Sample X23,2220,
A,24,Sample X24,2174,
B,1,Sample X25,1968,
B,2,Sample X26,2498,
B,3,Sample X27,2317,
B,4,Sample X28,2127,
B,5,Sample X29,2167,
B,6,Sample X30,2330,
B,7,Sample X31,2230,
B,8,Sample X32,2501,
B,9,Sample X33,223806,
B,10,Sample X34,175283,
B,11,Sample X35,194319,
B,12,Sample X36,194803,
B,13,Sample X37,208594,
B,14,Sample X38,216271,
B,15,Sample X39,229742,
B,16,Sample X40,198040,
B,17,Sample X41,129021,
B,18,Sample X42,141999,
B,19,Sample X43,87197,
B,20,Sample X44,53520,
B,21,Sample X45,29893,
B,22,Sample X46,15188,
B,23,Sample X47,8525,
B,24,Sample X48,2055,
C,1,Sample X49,2014,
C,2,Sample X50,1008,
C,3,Sample X51,1537,
C,4,Sample X52,2302,
C,5,Sample X53,1918,
C,6,Sample X54,2249,
C,7,Sample X55,2409,
C,8,Sample X56,2459,
C,9,Sample X57,2145,
C,10,Sample X58,2606,
C,11,Sample X59,2397,
C,12,Sample X60,3811,
C,13,Sample X61,2007,
C,14,Sample X62,2366,
C,15,Sample X63,2506,
C,16,Sample X64,2424,
C,17,Sample X65,2908,
C,18,Sample X66,2244,
C,19,Sample X67,2322,
C,20,Sample X68,2114,
C,21,Sample X69,2315,
C,22,Sample X70,2247,
C,23,Sample X71,2000,
C,24,Sample X72,2017,
D,1,Sample X73,2117,
D,2,Sample X74,1221,
D,3,Sample X75,1151,
D,4,Sample X76,1456,
D,5,Sample X77,2269,
D,6,Sample X78,3533,
D,7,Sample X79,4494,
D,8,Sample X80,6039,
D,9,Sample X81,5181,
D,10,Sample X82,3456,
D,11,Sample X83,1804,
D,12,Sample X84,2306,
D,13,Sample X85,74608,
D,14,Sample X86,96641,
D,15,Sample X87,141792,
D,16,Sample X88,129224,
D,17,Sample X89,121911,
D,18,Sample X90,115787,
D,19,Sample X91,90652,
D,20,Sample X92,66802,
D,21,Sample X93,48361,
D,22,Sample X94,36857,
D,23,Sample X95,2729,
D,24,Sample X96,2356,
E,1,Sample X97,2065,
E,2,Sample X98,996,
E,3,Sample X99,1015,
E,4,Sample X100,1312,
E,5,Sample X101,1850,
E,6,Sample X102,2024,
E,7,Sample X103,1828,
E,8,Sample X104,1968,
E,9,Sample X105,1829,
E,10,Sample X106,2253,
E,11,Sample X107,2120,
E,12,Sample X108,2397,
E,13,Sample X109,683,
E,14,Sample X110,788,
E,15,Sample X111,993,
E,16,Sample X112,1059,
E,17,Sample X113,1434,
E,18,Sample X114,1662,
E,19,Sample X115,1876,
E,20,Sample X116,2212,
E,21,Sample X117,2293,
E,22,Sample X118,1855,
E,23,Sample X119,2337,
E,24,Sample X120,2259,
F,1,Sample X121,2546,
F,2,Sample X122,1218,
F,3,Sample X123,1009,
F,4,Sample X124,1185,
F,5,Sample X125,2017,
F,6,Sample X126,2189,
F,7,Sample X127,2364,
F,8,Sample X128,2332,
F,9,Sample X129,1979,
F,10,Sample X130,2314,
F,11,Sample X131,2155,
F,12,Sample X132,2220,
F,13,Sample X133,1562,
F,14,Sample X134,2418,
F,15,Sample X135,5502,
F,16,Sample X136,6221,
F,17,Sample X137,4615,
F,18,Sample X138,3622,
F,19,Sample X139,2783,
F,20,Sample X140,2213,
F,21,Sample X141,2321,
