Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,152192,
A,2,Sample X2,144556,
A,3,Sample X3,144877,
A,4,Sample X4,150254,
A,5,Sample X5,148194,
A,6,Sample X6,153648,
A,7,Sample X7,145927,
A,8,Sample X8,145385,
A,9,Sample X9,2273,
A,10,Sample X10,2262,
A,11,Sample X11,2197,
A,12,Sample X12,2260,
A,13,Sample X13,2445,
A,14,Sample X14,8307,
A,15,Sample X15,35721,
A,16,Sample X16,83561,
A,17,Sample X17,131973,
A,18,Sample X18,139335,
A,19,Sample X19,141952,
A,20,Sample X20,141011,
A,21,Sample X21,150640,
A,22,Sample X22,149013,
A,23,Sample X23,150131,
A,24,Sample X24,144667,
B,1,Sample X25,150110,
B,2,Sample X26,137900,
B,3,Sample X27,150709,
B,4,Sample X28,147045,
B,5,Sample X29,148499,
B,6,Sample X30,147238,
B,7,Sample X31,143481,
B,8,Sample X32,146175,
B,9,Sample X33,145341,
B,10,Sample X34,142195,
B,11,Sample X35,136225,
B,12,Sample X36,141732,
B,13,Sample X37,133325,
B,14,Sample X38,140850,
B,15,Sample X39,133856,
B,16,Sample X40,132228,
B,17,Sample X41,145698,
B,18,Sample X42,132107,
B,19,Sample X43,143341,
B,20,Sample X44,142380,
B,21,Sample X45,144625,
B,22,Sample X46,152461,
B,23,Sample X47,151544,
B,24,Sample X48,145579,
C,1,Sample X49,145196,
C,2,Sample X50,155106,
C,3,Sample X51,152293,
C,4,Sample X52,152511,
C,5,Sample X53,145230,
C,6,Sample X54,156171,
C,7,Sample X55,151835,
C,8,Sample X56,145584,
C,9,Sample X57,145556,
C,10,Sample X58,139371,
C,11,Sample X59,133908,
C,12,Sample X60,142002,
C,13,Sample X61,116634,
C,14,Sample X62,124591,
C,15,Sample X63,137855,
C,16,Sample X64,138321,
C,17,Sample X65,140529,
C,18,Sample X66,138041,
C,19,Sample X67,144390,
C,20,Sample X68,133536,
C,21,Sample X69,149993,
C,22,Sample X70,144613,
C,23,Sample X71,148121,
C,24,Sample X72,153090,
D,1,Sample X73,149789,
D,2,Sample X74,149965,
D,3,Sample X75,150685,
D,4,Sample X76,146651,
D,5,Sample X77,148875,
D,6,Sample X78,148876,
D,7,Sample X79,146385,
D,8,Sample X80,149386,
D,9,Sample X81,143131,
D,10,Sample X82,145414,
D,11,Sample X83,144921,
D,12,Sample X84,136234,
D,13,Sample X85,140085,
D,14,Sample X86,141081,
D,15,Sample X87,133756,
D,16,Sample X88,134449,
D,17,Sample X89,148573,
D,18,Sample X90,143920,
D,19,Sample X91,130862,
D,20,Sample X92,145620,
D,21,Sample X93,147041,
D,22,Sample X94,143819,
D,23,Sample X95,151177,
D,24,Sample X96,150589,
E,1,Sample X97,152752,
E,2,Sample X98,150440,
E,3,Sample X99,146154,
E,4,Sample X100,150882,
E,5,Sample X101,135398,
E,6,Sample X102,152302,
E,7,Sample X103,151502,
E,8,Sample X104,152054,
E,9,Sample X105,148054,
E,10,Sample X106,143669,
E,11,Sample X107,136239,
E,12,Sample X108,142356,
E,13,Sample X109,138063,
E,14,Sample X110,134554,
E,15,Sample X111,112002,
E,16,Sample X112,116696,
E,17,Sample X113,140181,
E,18,Sample X114,147718,
E,19,Sample X115,140985,
E,20,Sample X116,147249,
E,21,Sample X117,143993,
E,22,Sample X118,145186,
E,23,Sample X119,150569,
E,24,Sample X120,144160,
F,1,Sample X121,151831,
F,2,Sample X122,115666,
F,3,Sample X123,137917,
F,4,Sample X124,146494,
F,5,Sample X125,155156,
F,6,Sample X126,147047,
F,7,Sample X127,151169,
F,8,Sample X128,153541,
F,9,Sample X129,154696,
F,10,Sample X130,144552,
F,11,Sample X131,141864,
F,12,Sample X132,141501,
F,13,Sample X133,85148,
F,14,Sample X134,117721,
F,15,Sample X135,127632,
F,16,Sample X136,128616,
F,17,Sample X137,134107,
F,18,Sample X138,140640,
F,19,Sample X139,146445,
F,20,Sample X140,148448,
F,21,Sample X141,153382,
F,22,Sample X142,153499,
F,23,Sample X143,151622,
F,24,Sample X144,138895,
G,1,Sample X145,150586,
G,2,Sample X146,147059,
G,3,Sample X147,153578,
G,4,Sample X148,151844,
G,5,Sample X149,146962,
G,6,Sample X150,149180,
G,7,Sample X151,147899,
G,8,Sample X152,143029,
G,9,Sample X153,149759,
G,10,Sample X154,147488,
G,11,Sample X155,142941,
G,12,Sample X156,142411,
G,13,Sample X157,107359,
G,14,Sample X158,125914,
G,15,Sample X159,127799,
G,16,Sample X160,133799,
G,17,Sample X161,133412,
G,18,Sample X162,135793,
G,19,Sample X163,145797,
G,20,Sample X164,141679,
G,21,Sample X165,155588,
G,22,Sample X166,152651,
G,23,Sample X167,157983,
G,24,Sample X168,146955,
H,1,Sample X169,149267,
H,2,Sample X170,149193,
H,3,Sample X171,147673,
H,4,Sample X172,151692,
H,5,Sample X173,152774,
H,6,Sample X174,151183,
H,7,Sample X175,148919,
H,8,Sample X176,143293,
H,9,Sample X177,146684,
H,10,Sample X178,147371,
H,11,Sample X179,141929,
H,12,Sample X180,135202,
H,13,Sample X181,151897,
H,14,Sample X182,137762,
H,15,Sample X183,136361,
H,16,Sample X184,138515,
H,17,Sample X185,126489,
H,18,Sample X186,135801,
H,19,Sample X187,137183,
H,20,Sample X188,140060,
H,21,Sample X189,151208,
H,22,Sample X190,152827,
H,23,Sample X191,155370,
H,24,Sample X192,149269,
I,1,Sample X193,158266,
I,2,Sample X194,147293,
I,3,Sample X195,149333,
I,4,Sample X196,150438,
I,5,Sample X197,153373,
I,6,Sample X198,156677,
I,7,Sample X199,156649,
I,8,Sample X200,148364,
I,9,Sample X201,149127,
I,10,Sample X202,143848,
I,11,Sample X203,105931,
I,12,Sample X204,145109,
I,13,Sample X205,134351,
I,14,Sample X206,116838,
I,15,Sample X207,124607,
I,16,Sample X208,131902,
I,17,Sample X209,135158,
I,18,Sample X210,141638,
I,19,Sample X211,127647,
I,20,Sample X212,147609,
I,21,Sample X213,150831,
I,22,Sample X214,153446,
I,23,Sample X215,153388,
I,24,Sample X216,156457,
J,1,Sample X217,157877,
J,2,Sample X218,162865,
J,3,Sample X219,161851,
J,4,Sample X220,158746,
J,5,Sample X221,157859,
J,6,Sample X222,152245,
J,7,Sample X223,147598,
J,8,Sample X224,151353,
J,9,Sample X225,139008,
J,10,Sample X226,135907,
J,11,Sample X227,136405,
J,12,Sample X228,132198,
J,13,Sample X229,148740,
