Well,Content,Raw Data (No filter),
A01,Sample X1,106683,
A02,Sample X2,137233,
A03,Sample X3,120005,
A04,Sample X4,153698,
A05,Sample X5,42934,
A06,Sample X6,26981,
A07,Sample X7,48108,
A08,Sample X8,39802,
A09,Sample X9,182161,
A10,Sample X10,204428,
A11,Sample X11,74408,
A12,Sample X12,66346,
A13,Sample X13,105472,
A14,Sample X14,99723,
A15,Sample X15,78878,
A16,Sample X16,97664,
A17,Sample X17,24440,
A18,Sample X18,25955,
A19,Sample X19,27824,
A20,Sample X20,22050,
A21,Sample X21,114328,
A22,Sample X22,188848,
A23,Sample X23,122461,
A24,Sample X24,74414,
B01,Sample X25,140651,
B02,Sample X26,130881,
B03,Sample X27,160209,
B04,Sample X28,171375,
B05,Sample X29,57166,
B06,Sample X30,57852,
B07,Sample X31,93693,
B08,Sample X32,64997,
B09,Sample X33,173780,
B10,Sample X34,233777,
B11,Sample X35,87000,
B12,Sample X36,102445,
B13,Sample X37,201938,
B14,Sample X38,170319,
B15,Sample X39,223163,
B16,Sample X40,125455,
B17,Sample X41,26983,
B18,Sample X42,26465,
B19,Sample X43,37960,
B20,Sample X44,30436,
B21,Sample X45,236997,
B22,Sample X46,228711,
B23,Sample X47,139433,
B24,Sample X48,121580,
C01,Sample X49,131084,
C02,Sample X50,103197,
C03,Sample X51,162809,
C04,Sample X52,185892,
C05,Sample X53,41649,
C06,Sample X54,58342,
C07,Sample X55,99201,
C08,Sample X56,106144,
C09,Sample X57,213090,
C10,Sample X58,230977,
C11,Sample X59,106995,
C12,Sample X60,100481,
C13,Sample X61,198965,
C14,Sample X62,192402,
C15,Sample X63,222078,
C16,Sample X64,209854,
C17,Sample X65,21348,
C18,Sample X66,38369,
C19,Sample X67,44019,
C20,Sample X68,43076,
C21,Sample X69,192896,
C22,Sample X70,331593,
C23,Sample X71,258939,
C24,Sample X72,129854,
D01,Sample X73,135335,
D02,Sample X74,140976,
D03,Sample X75,191422,
D04,Sample X76,206270,
D05,Sample X77,38025,
D06,Sample X78,63550,
D07,Sample X79,97479,
D08,Sample X80,64479,
D09,Sample X81,204657,
D10,Sample X82,226722,
D11,Sample X83,109427,
D12,Sample X84,104222,
D13,Sample X85,226629,
D14,Sample X86,195936,
D15,Sample X87,148852,
D16,Sample X88,132296,
D17,Sample X89,25118,
D18,Sample X90,25687,
D19,Sample X91,40913,
D20,Sample X92,49240,
D21,Sample X93,190261,
D22,Sample X94,223739,
D23,Sample X95,220492,
D24,Sample X96,170947,
E01,Sample X97,253274,
E02,Sample X98,300153,
E03,Sample X99,434859,
E04,Sample X100,443358,
E05,Sample X101,51150,
E06,Sample X102,84085,
E07,Sample X103,58216,
E08,Sample X104,72474,
E09,Sample X105,813377,
E10,Sample X106,740950,
E11,Sample X107,457928,
E12,Sample X108,531645,
E13,Sample X109,145551,
E14,Sample X110,190437,
E15,Sample X111,132374,
E16,Sample X112,120872,
E17,Sample X113,61537,
E18,Sample X114,51982,
E19,Sample X115,71118,
E20,Sample X116,117395,
E21,Sample X117,278014,
E22,Sample X118,244989,
E23,Sample X119,304264,
E24,Sample X120,212787,
F01,Sample X121,231193,
F02,Sample X122,404538,
F03,Sample X123,444917,
F04,Sample X124,584529,
F05,Sample X125,54310,
F06,Sample X126,58753,
F07,Sample X127,60858,
F08,Sample X128,69687,
F09,Sample X129,784523,
F10,Sample X130,845414,
F11,Sample X131,444952,
F12,Sample X132,603383,
F13,Sample X133,193689,
F14,Sample X134,180422,
F15,Sample X135,139261,
F16,Sample X136,161267,
F17,Sample X137,49158,
F18,Sample X138,43842,
F19,Sample X139,69360,
F20,Sample X140,93067,
F21,Sample X141,345612,
F22,Sample X142,317518,
F23,Sample X143,354265,
F24,Sample X144,198979,
G01,Sample X145,243001,
G02,Sample X146,338966,
G03,Sample X147,555174,
G04,Sample X148,494942,
G05,Sample X149,51934,
G06,Sample X150,55073,
G07,Sample X151,101066,
G08,Sample X152,81907,
G09,Sample X153,773680,
G10,Sample X154,736309,
G11,Sample X155,493865,
G12,Sample X156,513407,
G13,Sample X157,173530,
G14,Sample X158,220936,
G15,Sample X159,177418,
G16,Sample X160,157109,
G17,Sample X161,56063,
G18,Sample X162,59921,
G19,Sample X163,81712,
G20,Sample X164,93296,
G21,Sample X165,293988,
G22,Sample X166,193706,
G23,Sample X167,262085,
G24,Sample X168,161199,
H01,Sample X169,294026,
H02,Sample X170,287448,
H03,Sample X171,515293,
H04,Sample X172,454413,
H05,Sample X173,61894,
H06,Sample X174,57138,
H07,Sample X175,93746,
H08,Sample X176,54184,
H09,Sample X177,772899,
H10,Sample X178,744463,
H11,Sample X179,513237,
H12,Sample X180,481556,
H13,Sample X181,225573,
H14,Sample X182,161442,
H15,Sample X183,91175,
H16,Sample X184,163774,
H17,Sample X185,81671,
H18,Sample X186,50440,
H19,Sample X187,98790,
H20,Sample X188,106134,
H21,Sample X189,303740,
H22,Sample X190,368717,
H23,Sample X191,285779,
H24,Sample X192,168225,
I01,Sample X193,264074,
I02,Sample X194,425435,
I03,Sample X195,789315,
I04,Sample X196,730142,
I05,Sample X197,68567,
