Well,Content,Raw Data (No filter),
I06,Sample X198,61175,
I07,Sample X199,105231,
I08,Sample X200,90633,
I09,Sample X201,903982,
I10,Sample X202,715079,
I11,Sample X203,584873,
I12,Sample X204,744340,
I13,Sample X205,211440,
I14,Sample X206,144207,
I15,Sample X207,134978,
I16,Sample X208,153985,
I17,Sample X209,58412,
I18,Sample X210,51154,
I19,Sample X211,75566,
I20,Sample X212,92329,
I21,Sample X213,334044,
I22,Sample X214,310837,
I23,Sample X215,349005,
I24,Sample X216,162142,
J01,Sample X217,237366,
J02,Sample X218,323701,
J03,Sample X219,997380,
J04,Sample X220,694498,
J05,Sample X221,56925,
J06,Sample X222,65445,
J07,Sample X223,61407,
J08,Sample X224,82483,
J09,Sample X225,925413,
J10,Sample X226,863123,
J11,Sample X227,666527,
J12,Sample X228,397945,
J13,Sample X229,191383,
J14,Sample X230,153605,
J15,Sample X231,107638,
J16,Sample X232,156563,
J17,Sample X233,59325,
J18,Sample X234,52671,
J19,Sample X235,135830,
J20,Sample X236,94476,
J21,Sample X237,276040,
J22,Sample X238,314960,
J23,Sample X239,309037,
J24,Sample X240,135236,
K01,Sample X241,320904,
K02,Sample X242,449900,
K03,Sample X243,628224,
K04,Sample X244,633200,
K05,Sample X245,28328,
K06,Sample X246,53199,
K07,Sample X247,76638,
K08,Sample X248,85337,
K09,Sample X249,934989,
K10,Sample X250,1061396,
K11,Sample X251,683576,
K12,Sample X252,433232,
K13,Sample X253,178454,
K14,Sample X254,165700,
K15,Sample X255,103746,
K16,Sample X256,113518,
K17,Sample X257,45712,
K18,Sample X258,48020,
K19,Sample X259,130262,
K20,Sample X260,124068,
K21,Sample X261,224709,
K22,Sample X262,339228,
K23,Sample X263,299196,
K24,Sample X264,190022,
L01,Sample X265,300913,
L02,Sample X266,394381,
L03,Sample X267,532466,
L04,Sample X268,728691,
L05,Sample X269,44915,
L06,Sample X270,41481,
L07,Sample X271,73966,
L08,Sample X272,87714,
L09,Sample X273,1001761,
L10,Sample X274,907775,
L11,Sample X275,508543,
L12,Sample X276,515541,
L13,Sample X277,157643,
L14,Sample X278,200113,
L15,Sample X279,85001,
L16,Sample X280,89424,
L17,Sample X281,53728,
L18,Sample X282,61714,
L19,Sample X283,125843,
L20,Sample X284,99940,
L21,Sample X285,300169,
L22,Sample X286,277637,
L23,Sample X287,282381,
L24,Sample X288,187640,
M01,Sample X289,449668,
M02,Sample X290,484920,
M03,Sample X291,725108,
M04,Sample X292,1101410,
M05,Sample X293,67303,
M06,Sample X294,62209,
M07,Sample X295,67004,
M08,Sample X296,91946,
M09,Sample X297,1037369,
M10,Sample X298,1209900,
M11,Sample X299,499090,
M12,Sample X300,578231,
M13,Sample X301,139370,
M14,Sample X302,143266,
M15,Sample X303,186967,
M16,Sample X304,121738,
M17,Sample X305,44574,
M18,Sample X306,50169,
M19,Sample X307,106921,
M20,Sample X308,122107,
M21,Sample X309,214771,
M22,Sample X310,237062,
M23,Sample X311,254684,
M24,Sample X312,176153,
N01,Sample X313,360679,
N02,Sample X314,528766,
N03,Sample X315,740049,
N04,Sample X316,921754,
N05,Sample X317,68761,
N06,Sample X318,79159,
N07,Sample X319,96845,
N08,Sample X320,73432,
N09,Sample X321,1046951,
N10,Sample X322,1065244,
N11,Sample X323,614486,
N12,Sample X324,615899,
N13,Sample X325,165147,
N14,Sample X326,171551,
N15,Sample X327,129194,
N16,Sample X328,148367,
N17,Sample X329,55180,
N18,Sample X330,44317,
N19,Sample X331,87482,
N20,Sample X332,89127,
N21,Sample X333,277327,
N22,Sample X334,321673,
N23,Sample X335,199063,
N24,Sample X336,166812,
O01,Sample X337,264232,
O02,Sample X338,389426,
O03,Sample X339,547097,
O04,Sample X340,586453,
O05,Sample X341,60556,
O06,Sample X342,52650,
O07,Sample X343,80165,
O08,Sample X344,75018,
O09,Sample X345,912209,
O10,Sample X346,941031,
O11,Sample X347,549600,
O12,Sample X348,525933,
O13,Sample X349,170595,
O14,Sample X350,190752,
O15,Sample X351,113170,
O16,Sample X352,141700,
O17,Sample X353,53529,
O18,Sample X354,49379,
O19,Sample X355,101356,
O20,Sample X356,79417,
O21,Sample X357,295732,
O22,Sample X358,274671,
O23,Sample X359,171022,
O24,Sample X360,118022,
P01,Sample X361,262549,
P02,Sample X362,353714,
P03,Sample X363,585228,
P04,Sample X364,633233,
P05,Sample X365,56134,
P06,Sample X366,60026,
P07,Sample X367,93345,
P08,Sample X368,64671,
P09,Sample X369,753567,
P10,Sample X370,756664,
P11,Sample X371,380993,
P12,Sample X372,411024,
P13,Sample X373,151923,
P14,Sample X374,148719,
P15,Sample X375,125985,
P16,Sample X376,69119,
P17,Sample X377,46030,
P18,Sample X378,41860,
P19,Sample X379,97642,
P20,Sample X380,108401,
P21,Sample X381,182598,
P22,Sample X382,195978,
P23,Sample X383,141122,
P24,Sample X384,126718,
