Well,Content,Raw Data (No filter),
G15,Sample X159,88685,
G16,Sample X160,48530,
G17,Sample X161,51586,
G18,Sample X162,39654,
G19,Sample X163,58163,
G20,Sample X164,99002,
G21,Sample X165,412776,
G22,Sample X166,311672,
G23,Sample X167,282633,
G24,Sample X168,216359,
H01,Sample X169,859,
H02,Sample X170,1177,
H03,Sample X171,325412,
H04,Sample X172,417285,
H05,Sample X173,26692,
H06,Sample X174,25640,
H07,Sample X175,35346,
H08,Sample X176,38870,
H09,Sample X177,558198,
H10,Sample X178,579600,
H11,Sample X179,303332,
H12,Sample X180,341358,
H13,Sample X181,114549,
H14,Sample X182,184571,
H15,Sample X183,76905,
H16,Sample X184,56041,
H17,Sample X185,41138,
H18,Sample X186,40334,
H19,Sample X187,77417,
H20,Sample X188,74812,
H21,Sample X189,323983,
H22,Sample X190,343742,
H23,Sample X191,257759,
H24,Sample X192,214815,
I01,Sample X193,776,
I02,Sample X194,1476,
I03,Sample X195,633022,
I04,Sample X196,577647,
I05,Sample X197,30409,
I06,Sample X198,35727,
I07,Sample X199,52721,
I08,Sample X200,45014,
I09,Sample X201,874257,
I10,Sample X202,768310,
I11,Sample X203,515900,
I12,Sample X204,466153,
I13,Sample X205,131425,
I14,Sample X206,175029,
I15,Sample X207,114900,
I16,Sample X208,122437,
I17,Sample X209,46636,
I18,Sample X210,45180,
I19,Sample X211,99502,
I20,Sample X212,94855,
I21,Sample X213,288371,
I22,Sample X214,273795,
I23,Sample X215,263065,
I24,Sample X216,225498,
J01,Sample X217,816,
J02,Sample X218,1946,
J03,Sample X219,658910,
J04,Sample X220,545750,
J05,Sample X221,34764,
J06,Sample X222,35608,
J07,Sample X223,29789,
J08,Sample X224,57130,
J09,Sample X225,775192,
J10,Sample X226,1142403,
J11,Sample X227,432093,
J12,Sample X228,431937,
J13,Sample X229,127510,
J14,Sample X230,130887,
J15,Sample X231,98478,
J16,Sample X232,126773,
J17,Sample X233,45941,
J18,Sample X234,46455,
J19,Sample X235,102558,
J20,Sample X236,112887,
J21,Sample X237,321870,
J22,Sample X238,357581,
J23,Sample X239,299365,
J24,Sample X240,262774,
K01,Sample X241,873,
K02,Sample X242,1555,
K03,Sample X243,615931,
K04,Sample X244,551272,
K05,Sample X245,24491,
K06,Sample X246,42954,
K07,Sample X247,60462,
K08,Sample X248,58422,
K09,Sample X249,746396,
K10,Sample X250,909403,
K11,Sample X251,580601,
K12,Sample X252,565982,
K13,Sample X253,151411,
K14,Sample X254,123780,
K15,Sample X255,101449,
K16,Sample X256,78687,
K17,Sample X257,36608,
K18,Sample X258,61459,
K19,Sample X259,106208,
K20,Sample X260,103722,
K21,Sample X261,430278,
K22,Sample X262,433688,
K23,Sample X263,230006,
K24,Sample X264,299092,
L01,Sample X265,805,
L02,Sample X266,1292,
L03,Sample X267,429140,
L04,Sample X268,444956,
L05,Sample X269,43398,
L06,Sample X270,35764,
L07,Sample X271,45057,
L08,Sample X272,57509,
L09,Sample X273,736675,
L10,Sample X274,903848,
L11,Sample X275,605916,
L12,Sample X276,499954,
L13,Sample X277,131551,
L14,Sample X278,147368,
L15,Sample X279,100674,
L16,Sample X280,103148,
L17,Sample X281,71828,
L18,Sample X282,44608,
L19,Sample X283,104759,
L20,Sample X284,122930,
L21,Sample X285,374185,
L22,Sample X286,442193,
L23,Sample X287,287553,
L24,Sample X288,337625,
M01,Sample X289,789,
M02,Sample X290,1526,
M03,Sample X291,666065,
M04,Sample X292,837547,
M05,Sample X293,44947,
M06,Sample X294,38318,
M07,Sample X295,81220,
M08,Sample X296,50824,
M09,Sample X297,756622,
M10,Sample X298,806033,
M11,Sample X299,575542,
M12,Sample X300,554587,
M13,Sample X301,145953,
M14,Sample X302,163098,
M15,Sample X303,96710,
M16,Sample X304,93855,
M17,Sample X305,54291,
M18,Sample X306,63683,
M19,Sample X307,141900,
M20,Sample X308,131581,
M21,Sample X309,432314,
M22,Sample X310,333122,
M23,Sample X311,282979,
M24,Sample X312,311966,
N01,Sample X313,769,
N02,Sample X314,1594,
N03,Sample X315,677768,
N04,Sample X316,801506,
N05,Sample X317,53068,
N06,Sample X318,28112,
N07,Sample X319,50719,
N08,Sample X320,58680,
N09,Sample X321,892723,
N10,Sample X322,747261,
N11,Sample X323,463948,
N12,Sample X324,431202,
N13,Sample X325,149084,
N14,Sample X326,202239,
N15,Sample X327,116848,
N16,Sample X328,83446,
N17,Sample X329,50125,
N18,Sample X330,76230,
N19,Sample X331,108045,
N20,Sample X332,126106,
N21,Sample X333,383484,
N22,Sample X334,613947,
N23,Sample X335,369000,
N24,Sample X336,239150,
O01,Sample X337,715,
O02,Sample X338,1450,
O03,Sample X339,616260,
O04,Sample X340,784748,
O05,Sample X341,40413,
O06,Sample X342,42317,
O07,Sample X343,58834,
O08,Sample X344,30071,
O09,Sample X345,665429,
O10,Sample X346,740598,
O11,Sample X347,482116,
O12,Sample X348,590890,
O13,Sample X349,140165,
O14,Sample X350,172710,
O15,Sample X351,142364,
O16,Sample X352,99259,
O17,Sample X353,70320,
O18,Sample X354,50772,
O19,Sample X355,102691,
O20,Sample X356,100690,
O21,Sample X357,451228,
O22,Sample X358,431533,
O23,Sample X359,252946,
O24,Sample X360,231819,
P01,Sample X361,711,
P02,Sample X362,1221,
P03,Sample X363,503332,
P04,Sample X364,642040,
P05,Sample X365,38945,
P06,Sample X366,49791,
P07,Sample X367,43627,
P08,Sample X368,56766,
P09,Sample X369,653242,
P10,Sample X370,711478,
P11,Sample X371,371757,
P12,Sample X372,501604,
P13,Sample X373,194657,
P14,Sample X374,132793,
P15,Sample X375,113908,
P16,Sample X376,84463,
P17,Sample X377,62588,
P18,Sample X378,51670,
P19,Sample X379,99818,
P20,Sample X380,128003,
P21,Sample X381,261064,
P22,Sample X382,252496,
P23,Sample X383,221215,
P24,Sample X384,134662,
