Well,Content,Raw Data (No filter),
A01,Sample X1,199518,
A02,Sample X2,977,
A03,Sample X3,138293,
A04,Sample X4,121773,
A05,Sample X5,32474,
A06,Sample X6,34825,
A07,Sample X7,58894,
A08,Sample X8,32134,
A09,Sample X9,162859,
A10,Sample X10,160989,
A11,Sample X11,93376,
A12,Sample X12,79995,
A13,Sample X13,145248,
A14,Sample X14,129481,
A15,Sample X15,96175,
A16,Sample X16,149846,
A17,Sample X17,22665,
A18,Sample X18,25888,
A19,Sample X19,31766,
A20,Sample X20,37699,
A21,Sample X21,215975,
A22,Sample X22,160151,
A23,Sample X23,169518,
A24,Sample X24,131010,
B01,Sample X25,785,
B02,Sample X26,796,
B03,Sample X27,134772,
B04,Sample X28,130252,
B05,Sample X29,32230,
B06,Sample X30,34778,
B07,Sample X31,63468,
B08,Sample X32,50023,
B09,Sample X33,160736,
B10,Sample X34,130846,
B11,Sample X35,103860,
B12,Sample X36,94083,
B13,Sample X37,146125,
B14,Sample X38,137145,
B15,Sample X39,139281,
B16,Sample X40,174415,
B17,Sample X41,21550,
B18,Sample X42,26356,
B19,Sample X43,29058,
B20,Sample X44,45800,
B21,Sample X45,293654,
B22,Sample X46,212331,
B23,Sample X47,221835,
B24,Sample X48,170396,
C01,Sample X49,3285,
C02,Sample X50,720,
C03,Sample X51,131561,
C04,Sample X52,141249,
C05,Sample X53,32717,
C06,Sample X54,28236,
C07,Sample X55,48224,
C08,Sample X56,66373,
C09,Sample X57,160255,
C10,Sample X58,141858,
C11,Sample X59,86975,
C12,Sample X60,91473,
C13,Sample X61,149912,
C14,Sample X62,190260,
C15,Sample X63,152392,
C16,Sample X64,133595,
C17,Sample X65,21243,
C18,Sample X66,25531,
C19,Sample X67,37871,
C20,Sample X68,29579,
C21,Sample X69,283942,
C22,Sample X70,342236,
C23,Sample X71,267753,
C24,Sample X72,147176,
D01,Sample X73,3565,
D02,Sample X74,744,
D03,Sample X75,125338,
D04,Sample X76,147281,
D05,Sample X77,24266,
D06,Sample X78,24331,
D07,Sample X79,56990,
D08,Sample X80,56367,
D09,Sample X81,143115,
D10,Sample X82,130398,
D11,Sample X83,98866,
D12,Sample X84,67718,
D13,Sample X85,115192,
D14,Sample X86,116873,
D15,Sample X87,146184,
D16,Sample X88,107235,
D17,Sample X89,22567,
D18,Sample X90,19281,
D19,Sample X91,37600,
D20,Sample X92,41866,
D21,Sample X93,289409,
D22,Sample X94,217018,
D23,Sample X95,208481,
D24,Sample X96,142635,
E01,Sample X97,13592,
E02,Sample X98,1188,
E03,Sample X99,341240,
E04,Sample X100,295754,
E05,Sample X101,28605,
E06,Sample X102,26242,
E07,Sample X103,29861,
E08,Sample X104,35781,
E09,Sample X105,612731,
E10,Sample X106,661600,
E11,Sample X107,360554,
E12,Sample X108,307170,
E13,Sample X109,111795,
E14,Sample X110,159262,
E15,Sample X111,106105,
E16,Sample X112,91283,
E17,Sample X113,45155,
E18,Sample X114,49722,
E19,Sample X115,91028,
E20,Sample X116,70818,
E21,Sample X117,288091,
E22,Sample X118,388539,
E23,Sample X119,297395,
E24,Sample X120,256820,
F01,Sample X121,738,
F02,Sample X122,1130,
F03,Sample X123,346337,
F04,Sample X124,337992,
F05,Sample X125,28314,
F06,Sample X126,33277,
F07,Sample X127,26943,
F08,Sample X128,24832,
F09,Sample X129,526041,
F10,Sample X130,677602,
F11,Sample X131,373425,
F12,Sample X132,375258,
F13,Sample X133,104873,
F14,Sample X134,160515,
F15,Sample X135,140570,
F16,Sample X136,99738,
F17,Sample X137,41635,
F18,Sample X138,44271,
F19,Sample X139,77221,
F20,Sample X140,72535,
F21,Sample X141,439222,
F22,Sample X142,381761,
F23,Sample X143,304901,
F24,Sample X144,231992,
G01,Sample X145,778,
G02,Sample X146,1077,
G03,Sample X147,307238,
G04,Sample X148,367256,
G05,Sample X149,31398,
G06,Sample X150,24366,
G07,Sample X151,40447,
G08,Sample X152,29169,
G09,Sample X153,567913,
G10,Sample X154,601303,
G11,Sample X155,350181,
G12,Sample X156,419053,
G13,Sample X157,162885,
G14,Sample X158,132601,
