Well,Content,Raw Data (No filter),
I20,Sample X212,48460,
I21,Sample X213,203270,
I22,Sample X214,202050,
I23,Sample X215,94243,
I24,Sample X216,90284,
J01,Sample X217,164705,
J02,Sample X218,145989,
J03,Sample X219,370504,
J04,Sample X220,329228,
J05,Sample X221,23654,
J06,Sample X222,18584,
J07,Sample X223,55584,
J08,Sample X224,34090,
J09,Sample X225,471035,
J10,Sample X226,458709,
J11,Sample X227,302887,
J12,Sample X228,278511,
J13,Sample X229,95940,
J14,Sample X230,88409,
J15,Sample X231,89806,
J16,Sample X232,78731,
J17,Sample X233,22949,
J18,Sample X234,24226,
J19,Sample X235,52468,
J20,Sample X236,45142,
J21,Sample X237,220430,
J22,Sample X238,232735,
J23,Sample X239,111470,
J24,Sample X240,78107,
K01,Sample X241,212651,
K02,Sample X242,157894,
K03,Sample X243,309808,
K04,Sample X244,374877,
K05,Sample X245,21711,
K06,Sample X246,26961,
K07,Sample X247,43982,
K08,Sample X248,42654,
K09,Sample X249,471803,
K10,Sample X250,475605,
K11,Sample X251,256911,
K12,Sample X252,237685,
K13,Sample X253,110498,
K14,Sample X254,98305,
K15,Sample X255,66165,
K16,Sample X256,68381,
K17,Sample X257,20146,
K18,Sample X258,21597,
K19,Sample X259,47368,
K20,Sample X260,60601,
K21,Sample X261,196871,
K22,Sample X262,209648,
K23,Sample X263,102223,
K24,Sample X264,82905,
L01,Sample X265,189070,
L02,Sample X266,173858,
L03,Sample X267,348243,
L04,Sample X268,382376,
L05,Sample X269,27781,
L06,Sample X270,23344,
L07,Sample X271,44984,
L08,Sample X272,42205,
L09,Sample X273,458533,
L10,Sample X274,490315,
L11,Sample X275,337468,
L12,Sample X276,276954,
L13,Sample X277,84287,
L14,Sample X278,108337,
L15,Sample X279,66451,
L16,Sample X280,60338,
L17,Sample X281,23467,
L18,Sample X282,21796,
L19,Sample X283,41013,
L20,Sample X284,47030,
L21,Sample X285,199984,
L22,Sample X286,201079,
L23,Sample X287,99677,
L24,Sample X288,71719,
M01,Sample X289,171700,
M02,Sample X290,212581,
M03,Sample X291,415422,
M04,Sample X292,491645,
M05,Sample X293,24673,
M06,Sample X294,26311,
M07,Sample X295,52377,
M08,Sample X296,50996,
M09,Sample X297,476657,
M10,Sample X298,602917,
M11,Sample X299,275636,
M12,Sample X300,258223,
M13,Sample X301,116843,
M14,Sample X302,109034,
M15,Sample X303,78900,
M16,Sample X304,66444,
M17,Sample X305,31484,
M18,Sample X306,22449,
M19,Sample X307,68834,
M20,Sample X308,57885,
M21,Sample X309,219414,
M22,Sample X310,236078,
M23,Sample X311,94696,
M24,Sample X312,87070,
N01,Sample X313,234933,
N02,Sample X314,175806,
N03,Sample X315,491448,
N04,Sample X316,425850,
N05,Sample X317,35458,
N06,Sample X318,33623,
N07,Sample X319,75899,
N08,Sample X320,66713,
N09,Sample X321,532900,
N10,Sample X322,492565,
N11,Sample X323,297940,
N12,Sample X324,298936,
N13,Sample X325,114206,
N14,Sample X326,91039,
N15,Sample X327,73078,
N16,Sample X328,70682,
N17,Sample X329,22502,
N18,Sample X330,20967,
N19,Sample X331,53825,
N20,Sample X332,47717,
N21,Sample X333,204809,
N22,Sample X334,154576,
N23,Sample X335,123312,
N24,Sample X336,82195,
O01,Sample X337,194273,
O02,Sample X338,233111,
O03,Sample X339,424801,
O04,Sample X340,507994,
O05,Sample X341,35353,
O06,Sample X342,28543,
O07,Sample X343,58237,
O08,Sample X344,67296,
O09,Sample X345,558602,
O10,Sample X346,521018,
O11,Sample X347,278212,
O12,Sample X348,286862,
O13,Sample X349,86180,
O14,Sample X350,99646,
O15,Sample X351,80074,
O16,Sample X352,89788,
O17,Sample X353,22398,
O18,Sample X354,27629,
O19,Sample X355,46313,
O20,Sample X356,55178,
O21,Sample X357,664954,
O22,Sample X358,182658,
O23,Sample X359,112387,
O24,Sample X360,61704,
P01,Sample X361,162500,
P02,Sample X362,197004,
P03,Sample X363,278088,
P04,Sample X364,310623,
P05,Sample X365,25430,
P06,Sample X366,29201,
P07,Sample X367,24180,
P08,Sample X368,32698,
P09,Sample X369,450716,
P10,Sample X370,416787,
P11,Sample X371,217284,
P12,Sample X372,279028,
P13,Sample X373,89372,
P14,Sample X374,78401,
P15,Sample X375,112369,
P16,Sample X376,70059,
P17,Sample X377,22874,
P18,Sample X378,21090,
P19,Sample X379,37696,
P20,Sample X380,42404,
P21,Sample X381,115912,
P22,Sample X382,108308,
P23,Sample X383,74675,
P24,Sample X384,46055,
