"X","m5id","m4id","aeid","spid","bmad","resp_max","resp_min","max_mean","max_mean_conc","max_med","max_med_conc","logc_max","logc_min","cnst","hill","hcov","gnls","gcov","cnst_er","cnst_aic","cnst_rmse","cnst_prob","hill_tp","hill_tp_sd","hill_ga","hill_ga_sd","hill_gw","hill_gw_sd","hill_er","hill_er_sd","hill_aic","hill_rmse","hill_prob","gnls_tp","gnls_tp_sd","gnls_ga","gnls_ga_sd","gnls_gw","gnls_gw_sd","gnls_la","gnls_la_sd","gnls_lw","gnls_lw_sd","gnls_er","gnls_er_sd","gnls_aic","gnls_rmse","gnls_prob","nconc","npts","nrep","nmed_gtbl","hitc","modl","fitc","coff","actp","modl_er","modl_tp","modl_ga","modl_gw","modl_la","modl_lw","modl_rmse","modl_prob","modl_acc","modl_acb","modl_ac10","chmn"
12630,10482869,10628268,740,"TP0000817E01",2.45637869822485,5.21489971346704,-6.01719197707738,1.16523400191021,-1.52287874528034,-0.401146131805164,-1,0,-2.52287874528034,1,NA,NA,NA,NA,0.686312991102876,86.3988640369239,2.52358744633598,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,0,0,"cnst",4,20,0,0.686312991102876,NA,NA,NA,NA,NA,2.52358744633598,1,NA,NA,NA,"Raloxifene hydrochloride"
12634,10482873,10628272,740,"TP0000817D09",2.45637869822485,29.6781883194279,-1.43027413587604,27.1752085816448,2,27.1752085816448,2,2,-0.522878745280338,1,1,1,1,1,1.77237447950764,135.344473651232,11.693639160263,0.00000000000533818147782006,35.613825980327,11.2682481462675,1.76700009612427,0.171252267353947,2.07074241726639,0.976626239622586,0.464716250975381,0.227374890416536,83.6860575310825,1.94325780864173,0.880797080564904,35.6138259773135,11.2710599406531,1.76699205173186,0.171293179243927,2.07071699960056,0.97690339524951,3.31204020313674,1053.49190231061,6.24248683066725,5013.04860639439,0.464738957256633,0.227379163299182,87.6860575804517,1.94323221514316,0.119202919429758,6,18,3,1,1,"hill",42,20,0.999999999994662,0.464716250975381,35.613825980327,1.76700009612427,2.07074241726639,NA,NA,1.94325780864173,0.880797080564904,1.81892382165549,1.48520733009239,1.30617865281843,"Tebuconazole"
12642,10482881,10628280,740,"TP0000817D01",2.45637869822485,5.44412607449855,-5.32951289398282,4.25978987583571,2,5.10028653295128,2,2,-0.522878745280338,1,NA,NA,NA,NA,1.01737644528077,96.6182482327773,3.17079204602614,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,0,0,"cnst",4,20,0,1.01737644528077,NA,NA,NA,NA,NA,3.17079204602614,1,NA,NA,NA,"Pentachloronitrobenzene"
12651,10482890,10628289,740,"TP0000817C04",2.45637869822485,119.498289623717,44.811858608894,105.207145572026,0,107.411630558723,0,0,-2.52287874528034,1,1,1,1,0,4.48738706567766,219.274870243386,90.5202472714673,0.0000000000000000000544477188900113,106.972751576955,4.2265736142539,-2.47365373314647,0.0710860765442931,0.833657974304958,0.173806048737195,1.7829765300927,0.210696857704681,130.814634269552,7.16425751806452,0.880797077909967,106.972782462814,NA,-2.47365530940075,NA,0.833661713095529,NA,1.96414050115744,NA,8.53350768302805,NA,1.78295734124615,NA,134.814634268258,7.16425960750239,0.119202922090033,6,18,3,6,1,"hill",41,20,1,1.7829765300927,106.972751576955,-2.47365373314647,0.833657974304958,NA,NA,7.16425751806452,0.880797077909967,-3.23937928748391,-3.83015551284348,-3.61829882603951,"Levonorgestrel"
12655,10482894,10628293,740,"TP0000817B12",2.45637869822485,15.2690863579474,-7.50938673341678,10.8886107634543,2,9.38673341677096,2,2,-0.522878745280338,1,1,1,1,1,1.40605159925729,113.138181012511,5.49319736431526,0.00015610660733415,18.3229035837599,13.620295513627,1.97816282596609,0.578993746488995,1.10314891430922,0.508067959648461,0.739401282919279,0.237549990735213,95.8624065459219,2.88436773867844,0.880659543948638,18.3229036092243,13.6243161139515,1.97812955041742,0.579135522066781,1.10324660213152,0.508299650621592,3.54502354820265,1013.06767916609,4.80229107226463,3153.37362893277,0.739600492021931,0.237558839471138,99.8624058641425,2.88433868213348,0.119184349444028,6,18,3,1,0,"hill",20,20,0.999843893392666,0.739401282919279,18.3229035837599,1.97816282596609,1.10314891430922,NA,NA,2.88436773867844,0.880659543948638,NA,1.8221123248584,1.11314587579589,"Permethrin"
12657,10482896,10628295,740,"TP0000817B10",2.45637869822485,100.953516090584,8.34326579261024,95.5899880810489,-0.522878745280338,95.7091775923719,-0.522878745280338,0,-2.52287874528034,1,1,1,1,1,4.25487026385975,211.681974932917,74.6395177556055,0.00000000000000000000182252530656882,96.4121174853035,1.60227024750494,-1.84245113668981,0.0369827343477312,1.46030352754679,0.154162264889526,1.3802833653237,0.217011187783616,116.579292323785,4.8286062533336,0.816504726488067,97.9837090385866,2.2759277454259,-1.82990995374678,0.0391591247524646,1.41307419912458,0.151645692022466,0.136125129737064,4.0914646926749,10.9784673406172,329.98347096381,1.34758875905489,0.218748373759011,119.564979906539,4.71050269123159,0.183495273511933,6,18,3,6,1,"hill",41,20,1,1.3802833653237,96.4121174853035,-1.84245113668981,1.46030352754679,NA,NA,4.8286062533336,0.816504726488067,-2.24108897334824,-2.58351838417025,-2.49590604619235,"Testosterone propionate"
12662,10482901,10628300,740,"TP0000817B05",2.45637869822485,10.4966139954853,-2.03160270880361,7.67494356659142,1.47712125471966,8.46501128668171,1,2,-0.522878745280338,1,1,1,1,1,1.69556850760673,120.29995094008,6.01344685464835,0.00000539900168748331,7.15700448597752,0.907361282678858,0.304523527555777,0.182254811109934,2.08595952740321,1.42126389212337,0.777308913411878,0.225608013236163,96.76734900506,3.01166103943235,0.695589545098302,12.5959338175124,22.7680585879477,0.572170049480771,0.697312465632472,1.41861687626196,1.03653466351799,1.81936771359936,2.07914352235451,0.757435351251468,1.47714093143443,0.670379333723063,0.241309471692786,98.4201500392072,2.91620810615914,0.304405055900011,6,18,3,2,0,"hill",13,20,0.999994600998312,0.777308913411878,7.15700448597752,0.304523527555777,2.08595952740321,NA,NA,3.01166103943235,0.695589545098302,NA,NA,-0.152936215504172,"Carbendazim"
12665,10482904,10628303,740,"TP0000817B02",2.45637869822485,7.96561604584526,-8.08022922636105,1.20343839541546,1.47712125471966,1.66189111747851,1,2,-0.522878745280338,1,NA,NA,NA,NA,0.941097604100789,96.047599354611,3.372660402761,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,0,0,"cnst",4,20,0,0.941097604100789,NA,NA,NA,NA,NA,3.372660402761,1,NA,NA,NA,"Diethyl phthalate"
12689,10482928,10628327,740,"TP0000816G02",2.45637869822485,6.18101545253862,-4.96688741721855,3.31125827814569,-1.52287874528034,3.75275938189845,-1.52287874528034,0,-2.52287874528034,1,NA,NA,NA,NA,0.886285314856907,92.0723686161265,2.82602860480817,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,0,0,"cnst",4,20,0,0.886285314856907,NA,NA,NA,NA,NA,2.82602860480817,1,NA,NA,NA,"Raloxifene hydrochloride"
12694,10482933,10628332,740,"TP0000816F09",2.45637869822485,11.3241461953265,-4.13421210305572,10.2856001597763,0,10.1258238466147,0,0,-2.52287874528034,1,1,1,1,1,1.54654799217835,116.822794303047,5.72793765142073,0.000001459404821917,12.0307266303186,3.7643901293182,-0.553579867875611,0.2978073902986,1.39190162719845,0.797475457947234,0.6072580172128,0.232766988384445,90.2017741228805,2.36772711990262,0.880758534741534,12.1466759978751,NA,-0.546280057582175,NA,1.38219198949501,NA,0.138370900677725,NA,16.3486745124711,NA,0.610888147956601,NA,94.2010645020493,2.36823513986616,0.119240005853644,6,18,3,1,0,"hill",13,20,0.999998540595178,0.6072580172128,12.0307266303186,-0.553579867875611,1.39190162719845,NA,NA,2.36772711990262,0.880758534741534,NA,-0.410694444074013,-1.23914736114737,"Estrone"
12700,10482939,10628338,740,"TP0000816F03",2.45637869822485,17.2492836676218,-8.99713467048711,14.4985673352436,2,14.3839541547278,2,2,-0.522878745280338,1,1,1,1,1,1.8735662719187,127.940849166463,7.73242673270186,0.00740104354186011,20.6991357015613,61.611652652724,1.84343900781565,1.46970994600588,2.33688227861019,5.62255653708998,1.45779799289377,0.20916793656852,118.397293785177,4.90871791815878,0.874278259834222,20.6991402610055,NA,1.84343179530636,NA,2.33682436929742,NA,2.71566045350466,NA,17.9999818759103,NA,1.45779683823319,NA,122.397293773317,4.90872120028788,0.118320696623918,6,18,3,1,0,"hill",21,20,0.99259895645814,1.45779799289377,20.6991357015613,1.84343900781565,2.33688227861019,NA,NA,4.90871791815878,0.874278259834222,2.46669184726335,1.7332864503983,1.43509900790481,"Phosmet"
12701,10482940,10628339,740,"TP0000816F02",2.45637869822485,3.31125827814569,-4.30463576158941,2.13392200147167,2,2.09713024282561,2,2,-0.522878745280338,1,NA,NA,NA,NA,0.853164463151483,89.6767776464319,2.55113109983219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,0,0,"cnst",4,20,0,0.853164463151483,NA,NA,NA,NA,NA,2.55113109983219,1,NA,NA,NA,"Flutolanil"
12708,10482947,10628346,740,"TP0000816E07",2.45637869822485,29.9539170506912,-8.7557603686636,22.1966205837174,2,22.1198156682028,2,2,-0.522878745280338,1,1,1,1,1,1.7090719935471,129.792738870498,10.003305840295,0.00010356384125836,31.6701190734099,219.793909023711,1.88442980747803,2.69447591041483,3.14792576849358,13.0469533678939,1.21961181657472,0.226889860199971,111.696154724896,4.25910913394185,0.880707040614724,34.6252582511759,241.337306260471,1.88418354280338,2.02135902424325,3.23434440736086,10.3997076550218,2.54521794239033,10.9880440982634,1.82108553281371,39.0797596799235,1.21929359478239,0.22685365355064,115.6961772309,4.25930286796365,0.119189395544018,6,18,3,1,1,"hill",42,20,0.999896436158742,1.21961181657472,31.6701190734099,1.88442980747803,3.14792576849358,NA,NA,4.25910913394185,0.880707040614724,1.95875008234361,1.719811165835,1.58129606811544,"Propiconazole"
12710,10482949,10628348,740,"TP0000816E05",2.45637869822485,6.85579196217493,-7.56501182033098,2.32466509062254,-2.52287874528034,1.89125295508274,-2,0,-2.52287874528034,1,NA,NA,NA,NA,1.08372310461115,100.105992454984,3.61020335294338,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,0,0,"cnst",4,20,0,1.08372310461115,NA,NA,NA,NA,NA,3.61020335294338,1,NA,NA,NA,"Bisphenol AF"
12712,10482951,10628350,740,"TP0000816E03",2.45637869822485,21.0315186246418,-4.18338108882521,20.3438395415473,2,20.1146131805158,2,2,-0.522878745280338,1,1,1,1,0,1.70561277217134,127.897403856947,8.89541125536364,0.0000000144309752348931,25.2378222907926,12.2691375950178,1.73356436540843,0.291286959686262,2.3115851592541,1.53442521193485,0.707565288907997,0.214739396102998,92.0434821980034,2.39283477402971,0.880797040910704,25.2378223156169,NA,1.73359359299403,NA,2.31159817341215,NA,3.97722943485531,NA,17.9242704840369,NA,0.707631276260165,NA,96.0434817340434,2.39283589918786,0.119202944658321,6,18,3,1,1,"hill",42,20,0.999999985569025,0.707565288907997,25.2378222907926,1.73356436540843,2.3115851592541,NA,NA,2.39283477402971,0.880797040910704,1.98528740220395,1.56715213387475,1.32075564598092,"Benfluralin"
12726,10482965,10628364,740,"TP0000816D01",2.45637869822485,7.72626931567328,-7.83664459161149,4.12067696835908,0,3.09050772626931,0,0,-2.52287874528034,1,NA,NA,NA,NA,1.05787863189476,99.929094913926,3.66239735607882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,3,0,0,"cnst",4,20,0,1.05787863189476,NA,NA,NA,NA,NA,3.66239735607882,1,NA,NA,NA,"Procymidone"
